term,entity_id,text_1,text_2,text_3,text_4,text_5,check
dwarf,Q2384573,brown-dwarf desert,,['theorized range of orbits around a star on which brown dwarfs cannot exist as a companion object'],[],[],FALSE
dwarf,Q3870126,dwarf,['dwarf (The Inheritance Cycle)'],['fictional people in the Inheritance Cycle'],['fictional humanoid species'],['dwarf in a work of fiction'],TRUE
dwarf,Q34854923,Dwarf Point,,"[""point in the People's Republic of China""]",['point'],[],FALSE
dwarf,Q1623331,court dwarf,,['person with dwarfism employed by a court'],['position'],[],TRUE
dwarf,Q193275,small Solar System body,,"object in the Solar System that is neither a planet, nor a dwarf planet, nor a satellite",['Astronomical objects and features with Romanian names'],"['astronomical object in the Solar System', 'substellar object']",FALSE
dwarf,Q112683418,dwarf breed,,['pygmy form of something'],[],['breed'],FALSE
dwarf,Q24944599,Miniature Zebu,['dwarf zebu'],['breed of cattle from the Zebu-line'],"['organisms known by a particular common name', 'productive animal']",['cattle'],FALSE
dwarfs,Q2384573,brown-dwarf desert,,theorized range of orbits around a star on which brown dwarfs cannot exist as a companion object,[],[],FALSE
dwarfs,Q115843363,dwarfs change size at will,"['D631.4.1.', 'D631.4.1. Dwarfs change size at will']","[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],TRUE
dwarfs,Q116301954,dwarfs magically keep ghosts from rising,['E439.2.'],"[""narrative motif documented in Thompson's Motif-Index of Folk-Literature""]","['narrative motif', 'motif']",[],TRUE
dwarfs,Q29061014,Forest animals,,character group from Disney's Snow White and the Seven Dwarfs,['fictional group of characters'],[],FALSE
dwarfs,Q2273386,Doppler spectroscopy,"['radial-velocity method', 'wobble method']",indirect method for finding extrasolar planets and brown dwarfs,['method of detecting extrasolar planets'],[],FALSE
dwarfs,Q110143104,"On the Evolution, Detection, and Characterization of Small Planets in the Habitable Zones of M Dwarfs",,"['doctoral dissertation by Rodrigo Luger, University of Washington, 2017']","['doctoral thesis', 'written work']",[],FALSE
dwarfs,Q56379149,Evolution of spin and orbital periods in isolated white dwarfs and related binary systems,,['doctoral thesis'],['doctoral thesis'],[],FALSE
dwarfs,Q63892196,The King,,musical character in the musical Snow White and the Seven Dwarfs by Frank Churchill,"['fictional human', 'musical theatre character']",[],FALSE
dwarfs,Q29083021,The Vultures,,character group from Disney's Snow White and the Seven Dwarfs,['fictional group of characters'],[],FALSE
dwarfs,Q63892199,Mother,,musical character in the musical Snow White and the Seven Dwarfs by Frank Churchill,"['fictional human', 'musical theatre character']",[],FALSE
dwarves,Q3870124,Petty Dwarves,['Noegyth Nibin'],"[""fictional people from J.R.R. Tolkien's legendarium""]",['Middle-earth people'],['Middle-earth dwarf'],FALSE
dwarves,Q2738581,Norse dwarves,['Dvergar'],"['being that dwells in mountains and in the earth, and is variously associated with wisdom, smithing, mining, and crafting']","['fictional humanoid species', 'Norse mythical humanoid race']",['dwarf'],FALSE
dwarves,Q3478903,The Seven Rings of Dwarves,,"[""magic rings in Tolkien's legendarium""]",['group of fictional objects'],['Rings of Power'],FALSE
dwarves,Q16141399,Fathers of the Dwarves,,"[""fictional group of dwarves in Tolkien's legendarium""]",['fictional group of characters'],['Middle-earth dwarf'],FALSE
dwarves,Q2607197,character race,,"somewhat analogous with ""humanoid species"" in fantasy and science fiction; e.g. elves and dwarves",[],['class of fictional entities'],TRUE
dwarves,Q822098,Dwarf,['Dwarves'],['race in World of Warcraft'],"['fictional humanoid species', 'Warcraft race']",['fictional humanoid'],FALSE
dwarves,Q20964745,Category:Brown dwarves detected by method,,['Wikimedia category'],['Wikimedia category'],[],FALSE
dwarves,Q7462260,Khuzdûl,"['Khuzdul', 'Dwarvish', 'Dwarfish']",fictional language of dwarves in the fantasy works of J. R. R. Tolkien,['languages constructed by J. R. R. Tolkien'],[],TRUE
dwarves,Q2024813,Oompa-Loompa,"['Umpa Lumpa', 'Oompa Loompa', 'Umpa-Lumpa']",fictional dwarves who appear in the Charlie and the Chocolate Factory media franchise,"['fictional ethnic group', 'group of fictional characters']",[],TRUE
dwarves,Q19928340,Children teasing dwarves,,['painting by Jan Miense Molenaer'],['painting'],[],TRUE
eskimo,Q666758,Saqqaq culture,,Paleo-Eskimo culture in Greenland existing from around 2500 BCE until about 800 BCE,['archaeological culture'],[],TRUE
eskimo,Q1246654,Uralo-Siberian,['Uralo-Siberian languages'],"proposed language family consisting of Uralic, Yukaghir and Eskimo–Aleut; proposed in 1998 by Michael Fortescue",['language family'],[],TRUE
eskimo,Q641154,Independence I culture,"['Independence 1 culture', 'Independence One culture']","Paleo-Eskimo culture of peoples who lived in northern Greenland from 2,400 to 1,000 B.C",['archaeological culture'],[],TRUE
eskimo,Q5398155,Eskimo–Uralic,['Eskimo–Uralic languages'],['proposed language family combining the Uralic and Eskimo–Aleut language families'],['language family'],[],FALSE
eskimo,Q51440055,The Ammassalik Eskimo : contributions to the ethnology of the East Greenland natives,,"['Copenhagen :Printed by B. Luno,1914- | University of Toronto - Robarts Library View Book']",['publication'],[],TRUE
eskimo,Q603749,Dorset culture,"['Dorset Tradition', 'Kalaallit Nunaat']",Paleo-Eskimo culture (500 BCE–1500 CE) that preceded the Inuit in the Arctic of North America,['archaeological culture'],[],TRUE
eskimo,Q51521215,Prehistoric and present commerce among the Arctic coast Eskimo,,"['Ottawa :Government Printing Bureau,1914. | University of California Libraries (archive.org) View Book']",['publication'],[],TRUE
eskimo,Q66330780,The Earth and Its Peoples: Eskimo Sea Hunters (Northwestern Alaska) - 1955 (NAID 48064),,"[""item in the National Archives and Records Administration's holdings""]",['item of collection or exhibition'],[],TRUE
eskimo,Q51450655,"The Bruce Collection of Eskimo material culture from Port Clarence, Alaska",,"['[Chicago] :Field Museum of Natural History,1976. | University Library, University of Illinois Urbana Champaign View Book']",['publication'],[],TRUE
eskimo,Q51473727,The first Peary collection of polar Eskimo material culture,,"['[Chicago]Field Museum of Natural History,1972. | University Library, University of Illinois Urbana Champaign View Book']",['publication'],[],TRUE
eskimos,Q51438939,Aleutian islanders; Eskimos of the north Pacific,,"['[Chicago]:Chicago Natural History Museum Press,1944. | University Library, University of Illinois Urbana Champaign View Book']",['publication'],[],TRUE
eskimos,Q66219906,"Genealogical Census of Eskimos at Point Barrow, Alaska (NAID 4872674)",,"[""a series in the National Archives and Records Administration's holdings""]",['collection'],[],TRUE
eskimos,Q4532729,eskimology,"['inuitology', 'arctic studies']",complex of humanities sciences relating to Eskimos (Inuits),['area studies'],[],TRUE
eskimos,Q131242,Eskimo,"['esquimaux', 'Eskimos or Esquimaux']",['indigenous people from the circumpolar region'],"['people', 'ethnic group']",['people'],TRUE
eskimos,Q51442611,Anthropometric observations on the Eskimos and Indians of Labrador,,"['New York:Kraus Reprint,1971. | University Library, University of Illinois Urbana Champaign View Book']",['publication'],[],TRUE
eskimos,Q51440085,Among the Eskimos of Labrador; a record of five years' close intercourse with the Eskimo tribes of Labrador,,['TorontoMusson Book Co.1912 | University of Toronto - Robarts Library View Book'],['publication'],[],TRUE
eskimos,Q51427789,The food birds of the Smith Sound Eskimos,,"['New York,1919 | University of California Libraries (archive.org) View Book']",['publication'],[],TRUE
eskimos,Q51507617,My Arctic journal : a year among ice-fields and Eskimos,,"['London :Longmans, Green,1894. | University Library, University of North Carolina at Chapel Hill (archive.org) View Book']",['publication'],[],TRUE
eskimos,Q51424472,The life and work of the Rev. E.J. Peck among the Eskimos,,"['London,Hodder,1904. | University of Toronto - Robarts Library View Book']",['publication'],[],TRUE
eskimos,Q65569063,Folk Scene: Several Groups of Reindeer and Eskimos,,['print in the National Gallery of Art (NGA 58484)'],['print'],[],TRUE
ethnic group,Q41710,ethnic group,"['people group', 'ethnic groups', 'ethnicity']",['socially defined category of people who identify with each other'],"['classification system', 'personal data']",['population group'],TRUE
ethnic group,Q2640974,Teptjars,"['Tipter', 'Teptjari', 'Tiptär']","A subset of the Bashkir people, described either as a ethnic group, or a social group (estate of the realm) depending on period and circumstances","['ethnic group', 'social group']",[],TRUE
ethnic group,Q5404271,Ethnic identity development,,"includes the identity formation in an individual's self-categorization in, and psychological attachment to, (an) ethnic group(s)",[],[],TRUE
ethnic group,Q212926,endogamy,,"practice of marrying within a specific ethnic group, class, or social group",[],"['marriage', 'assortative mating']",TRUE
ethnic group,Q2531956,ethnic group,['ethnic groups'],"['ethnic group, minority within a state, especially a single ethnic group within a polyethnic state']",[],['social group'],TRUE
ethnic group,Q2462146,Ukrainian culture,"['culture of Ukrainians', 'culture of Ukraine']",composition of material and spiritual values of Ukrainian people that has formed throughout its history; culture of Ukrainians as ethnic group,"['ethnic culture', 'culture of an area']","['culture of Europe', 'Slavic culture']",TRUE
ethnic group,Q3570024,ethnic music,"['world music', 'national music']","identifies all those genres of music that are placed outside the ""standard"" schemes of western pop music or classical music using some type of ethnic component, that is explicitly attributable to a specific ethnic group, population or culture",['music genre'],['music'],TRUE
ethnic group,Q12104193,ethnic culture,"['culture of ethnic group', 'national culture', 'ethnic heritage']","['culture cultivated inside an ethnic group, to differ from national culture (inside souverein state)']",['heritage'],['culture'],TRUE
ethnic group,Q112583744,French people in fiction,"['French in fiction', 'Frenchman in fiction', 'Frenchwoman in fiction', 'Frenchmen in fiction', 'Frenchwomen in fiction']",character represented as belonging to the French people as a cultural group (created to avoid controversies around the question if French (Q121842) is an ethnic group),['ethnic or cultural group in fiction'],[],TRUE
ethnic group,Q107565306,music by language,,"music whose main distinguishing criterion is language (for cultural or regional criteria, use ""music by country and region"" or ""music by ethnic group"")",['Wikidata metaclass'],['music'],TRUE
ethnic groups,Q41710,ethnic group,"['people group', 'ethnic groups', 'ethnicity']",['socially defined category of people who identify with each other'],"['classification system', 'personal data']",['population group'],TRUE
ethnic groups,Q110441926,white nationalist,,"person who supports the perceived political interests of the white population within a particular country, especially to the exclusion or detriment of other racial and ethnic groups",['occupation'],['nationalist'],TRUE
ethnic groups,Q2531956,ethnic group,['ethnic groups'],"['ethnic group, minority within a state, especially a single ethnic group within a polyethnic state']",[],['social group'],TRUE
ethnic groups,Q97455294,Australian Standard Classification of Cultural and Ethnic Groups identifier,"['ASCCEG ID', 'ASCCEG 2019 ID']",['identifier for classification of cultural and ethnic groups'],['identifier'],[],TRUE
ethnic groups,Q8085998,"Category:""Related ethnic groups"" needing confirmation",,['Wikimedia category'],['Wikimedia administration category'],[],TRUE
ethnic groups,Q2509271,Jewish ethnic divisions,"['Jewish ethnic groups', 'Jewish communities', 'Jewish ethnicity']",['communities of varying ethnicities that adhere to Judaism'],['group of humans'],"['Jewish people', 'ethnic group']",TRUE
ethnic groups,Q105999586,Wikidata property related to ethnic groups or indigenous people,,['type of Wikidata property'],['type of Wikidata property'],['Wikidata property'],TRUE
ethnic groups,Q56613395,Understanding the self-management of type 2 diabetes in black and minority ethnic groups using a health literacy framework,,['doctoral thesis'],['doctoral thesis'],[],TRUE
ethnic groups,Q2002622,ethnic groups in the Philippines,,['Demography of the Philippines'],"['aspect in a geographic region', 'human migration']",[],TRUE
ethnic groups,Q6822251,Meta-ethnicity,,large group of related ethnic groups who identify with each other,['ethnicity'],['ethnic studies'],TRUE
ethnicities,Q112934212,The influence of shifting Pacific identities in learning : the experience of parents raising children of mixed Pacific ethnicities,,"[""2017 master's thesis by Rachael Violeti Leafe at Massey University""]","[""master's thesis""]",[],TRUE
ethnicities,Q2560112,White separatism,,a political and social movement that seeks the separation of white people from people of other races and ethnicities,"['political movement', 'social movement']",['white supremacy'],TRUE
ethnicities,Q2509271,Jewish ethnic divisions,"['Jewish ethnic groups', 'Jewish communities', 'Jewish ethnicity']",communities of varying ethnicities that adhere to Judaism,['group of humans'],"['Jewish people', 'ethnic group']",TRUE
ethnicities,Q110147908,The Political Leaders’ Affiliation Database,"['Political Leaders’ Affiliation Database', 'PLAD']",database with information on birthplaces and ethnicities of political leaders,['database'],[],TRUE
ethnicities,Q3707278,Bangsa Malaysia,,Malaysian policy advocating for all ethnicities to be represented in the national culture,[],[],TRUE
ethnicities,Q5404305,Ethnic relations in India,,behaviours toward people of other ethnicities or races in India,[],[],TRUE
ethnicities,Q16320185,Celts,"['Celtic people', 'modern Celtic people', 'modern Celts']",modern group of ethnicities who share Celtic languages and cultures,[],['Indo-European people'],TRUE
ethnicities,Q704501,Sergey Uvarov,"['Count Sergey Semionovich Uvarov', 'Sergey Semionovich Uvarov']","Russian noble who was a classical scholar and formulated the famous doctrine ""Orthodoxy, Autocracy, and Nationality"" to united many ethnicities (1786-1855)",['human'],[],TRUE
ethnicities,Q311977,Hindustani ethnics,['Madhyadeshi nation'],a nation consists of multiple ethnicities of people living in the Indian subcontinent,"['panethnicity', 'nation']",[],TRUE
ethnicities,Q16141544,Ethnic groups in Chinese history,,ethnicities of significance to the history of China,[],[],TRUE
ethnicity,Q113465752,Cultural identity,['CG'],"identification with, or sense of belonging to, a particular group based on various cultural categories, including nationality, ethnicity, race, gender, and religion.",['Core competencies'],[],TRUE
ethnicity,Q89668650,intercultural relationship,"['multicultural relationship', 'transcultural relationship']","intimate relationship between persons of different nationality, ethnicity or culture",[],['intimate relationship'],TRUE
ethnicity,Q89669411,intercultural marriage,"['multicultural marriage', 'trancultural marriage']","marriage between persons of different nationality, ethnicity, class or culture",[],"['intercultural relationship', 'marriage']",TRUE
ethnicity,Q7604529,status group,,"group of people within a society differentiated on the basis of non-economic qualities such as honour, prestige, ethnicity, race and religion",['classification'],['group of humans'],TRUE
ethnicity,Q107575245,Gendering United States democratic assistance in Kyrgyzstan: Understanding the implications and impact of gendered ethnicity,,['doctoral thesis by Lori M Handrahan'],['doctoral thesis'],[],TRUE
ethnicity,Q59581366,"Movement of Asian and Swahili identities : impact of tourism on constructions of community, ethnicity, and gender relations in Zanzibar town",,['doctoral thesis by Akbar Abdulali Keshodkar'],['thesis'],[],TRUE
ethnicity,Q112078715,inferred from nationality or ethnicity,,['heuristics for attributing and referencing Wikidata statements'],"['heuristic', 'reasoning']",[],TRUE
ethnicity,Q112873503,Canadian Ethnic Studies Association,"['CESA', 'CESA-SCEE', 'Research Centre for Canadian Ethnic Studies']","non-profit interdisciplinary organization devoted to the study of ethnicity, multiculturalism, immigration, inter-group relations and the cultural life of ethnic groups in Canada","['publisher', 'voluntary association', 'nonprofit organization']",[],TRUE
ethnicity,Q80100972,fairness,,"trait of an algorithm, whose its results are independent of given variables, e.g. gender, ethnicity, sexual orientation, disability",[],[],TRUE
ethnicity,Q6266,nation,,"community of people who share a common language, culture, ethnicity, descent, or history","['construct', 'political concept']",['group of humans'],TRUE
exotic,Q1401536,menagerie,,form of keeping common and exotic animals in captivity that preceded the modern zoological garden,[],['zoo'],TRUE
exotic,Q3723095,Antiprotonic helium,,exotic matter with an antiproton in place of an electron,[],[],FALSE
exotic,Q112903729,exotic resonance,['exotic resonances'],['concept in particle physics'],[],['resonance'],FALSE
exotic,Q1068126,exotic atom,,['neutral composite particle with some components not found in normal atoms'],[],['atom'],FALSE
exotic,Q61989753,"Centerpiece presented to Prince and Princess Albert of Belgium, October 2, 1900",,Continental silver hollow ware centerpiece in organic form with openwork repoussé design of large exotic orchid blossoms and stylized foliage.,['sculpture'],[],TRUE
exotic,Q16872679,Exotic affine space,,['Real affine space of even dimension that is not isomorphic to a complex affine space'],[],['complex algebraic variety'],FALSE
exotic,Q103920449,"She belonged in this garden, in the checker of light and shadow and exotic color, slender like a young bamboo and rounded as a purple passion fruit.",,['painting by N. C. Wyeth'],['painting'],[],TRUE
exotic,Q112856680,Effects of litter and woody debris quality on decomposition and nutrient release in exotic forests in New Zealand,,['2001 doctoral thesis by G. K. Girisha at Lincoln University'],['doctoral thesis'],[],TRUE
exotic,Q15218857,exotic star,,['hypothetical compact star composed of exotic matter'],[],"['compact star', 'hypothetical entity']",FALSE
exotic,Q1920232,Menagerie van Aken,"['Menagerie van Aaken', 'Menagerie van Acken']","collection of captive animals, frequently exotic, kept for display; or the place where such a collection is kept, a precursor to the modern zoological garden","['business', 'travelling menagerie']",[],TRUE
exotics,Q58022418,Exotics,,['painting by Paul Klee'],['painting'],[],FALSE
exotics,Q11289736,EXOTICS,,,['musical group'],[],FALSE
exotics,Q66634324,Exotics,,['instrumental recording by Kevin MacLeod'],['music track without vocals'],[],FALSE
exotics,Q55180341,Exotics,,['song by Kevin MacLeod'],['musical work/composition'],[],FALSE
exotics,Q7342734,Robert Cantley,,plant conservationist and managing director of Borneo Exotics,['human'],[],FALSE
first world,Q876830,First World,,['conceptual country classification'],"['classification system', 'group']",[],TRUE
first world,Q112890352,"The contribution of first world city-regions to global sustainability : the case of transboundary externalities and planning in Auckland, New Zealand","['The contribution of First World city-regions to global sustainability: The case of transboundary externalities and planning in Auckland, New Zealand']",['2012 doctoral thesis by Nathaniel Caramat Landingin at University of Auckland'],['doctoral thesis'],[],TRUE
first world,Q100097293,Persia and Babylonia: Creating a New Context for Understanding the Emergence of the First World Empire,['Persia and Babylonia'],['EU Funded (H2020) Research Project'],"['research grant', 'research project']",[],TRUE
first world,Q211168,2000-watt society,,political model envisaging the average First World citizen reducing their average energy usage to no more than 2000 watts by 2050,[],[],TRUE
first world,Q85816262,Regionialism,,"regional architectural style, inspired by local materials, techniques and design, frequently applied during reconstructions after the First World War",['architectural style'],[],FALSE
first world,Q5362123,First World problem,['First World problems'],['frustration experienced by a privileged person in a First World country'],"['Internet meme', 'notion']",['problem'],TRUE
first world,Q104915635,"Official British propaganda in Allied and neutral countries during the First World War, with particular reference to organisation and methods",,['MPhil thesis by Michael Lewis Sanders'],"[""master's thesis""]",[],FALSE
first world,Q112158693,Memoirs of First World War Nurses: Making Meaning of Traumatic Experiences: Connections (Critical Component),,['2013 doctoral thesis by Maxine G Alterio at Victoria University of Wellington'],['doctoral thesis'],[],FALSE
first world,Q99660483,Innovating in Combat: telecommunications and intellectual property in the First World War,,['AHRC Research Grant (2013)'],"['research grant', 'research project']",[],FALSE
first world,Q60463389,Central Committee on Women's Employment,,UK organization set up during the First World War to provide employment for women,['organization'],[],FALSE
footman,Q4382663,footman,['footboy'],['male servant'],['occupation'],['domestic worker'],TRUE
footman,Q107865522,"77th US Colored Infantry: Footman, Amos",,"[""file unit in the National Archives and Records Administration's holdings (NAID 170772979)""]",['collection'],[],FALSE
footman,Q19912727,A Footman Sleeping,,['painting by Charles Bargue'],['painting'],[],FALSE
footman,Q49638341,Footman Islands,,"['island in Strafford County, New Hampshire, United States of America']",['island'],[],FALSE
footman,Q897404,berlin,['berline'],"type of covered, fast and light, four-wheeled, travelling horse carriage with two interior seats and a separate hooded rear seat for a footman, detached from the body","['horse-drawn vehicle', 'wheeled vehicle']","['coach', 'vis-à-vis']",FALSE
footman,Q107794240,"33rd US Colored Infantry, Misc Cards: Camble, Footman",,"[""file unit in the National Archives and Records Administration's holdings""]",['collection'],[],FALSE
footman,Q110684852,"Running Footman of Naples, leaf from 'A Collection of Dresses by David Allan Mostly from Nature' - David Allan",,['work of art by David Allan'],['work of art'],[],FALSE
footman,Q63884271,Footman,,['musical character in the musical Cinder Ellen up too Late'],"['fictional human', 'musical theatre character']",[],FALSE
footman,Q63486481,The Footman,,['operatic character in the opera Vanessa by Samuel Barber'],"['operatic character', 'fictional human']",[],FALSE
footman,Q63891493,Footman,,['musical character in the musical Marriage a la Carte by Ivan Caryll'],"['fictional human', 'musical theatre character']",[],FALSE
footmen,Q52270723,"The Elopement: Pamela flying to the Coach, while Lady Davers sends Two of her Footmen to stop her (from Samuel Richardson's Pamela; or Virtue Rewarded, 1740-1) (a Vauxhall Supper Box Picture)",,"['painting by Francis Hayman, RA']",['painting'],[],TRUE
footmen,Q63883739,Will and Won't,,musical character in the musical Bluebell in Fairyland by Walter Slaughter; mr. Joplin's footmen; also the Reigning King and Queen,"['fictional human', 'musical theatre character']",[],TRUE
footmen,Q60481736,"A charioteer riding through a rocky landscape with an entourage of footmen and musicians, page from a Razm-nama (Book of Wars) adapted from the Sanskrit Mahabharata and translated into Persian by Mir Ghiyath al-Din Ali Qazvini, known as Naqib Khan (P",,"['painting by Yusuf Ali (Indian, active early 1600s) (2013.322)']",['painting'],[],TRUE
footmen,Q63526989,Ball guests,,"operatic character in the opera Cendrillon; ladies, royal footmen",['group of fictional characters'],['operatic character'],TRUE
footmen,Q63892545,"Footmen, Guests, Gibson Girls, Bridesmaids",,['musical character in the musical The Catch of the Season by Herbert Haines'],"['fictional human', 'musical theatre character']",[],TRUE
footmen,Q80004651,Combat between horsemen and footmen,,['print by Hieronymous Hopfer (German) (1930.576)'],['print'],[],FALSE
footmen,Q114761400,Battle between Dutch horsemen and Spanish footmen,,['painting by Paulus van Hillegaert (I)'],['painting'],[],FALSE
footmen,Q65085160,Directions to Footmen,,['print in the National Gallery of Art (NGA 31622)'],['print'],[],FALSE
footmen,Q97788384,Directions to Footmen,,"['print by Thomas Rowlandson (MET, 59.533.1002)']",['print'],[],FALSE
footmen,Q97788386,Directions to Footmen,,"['print by Thomas Rowlandson (MET, 59.533.1213)']",['print'],[],FALSE
gay,Q592,gay,"['homosexual person', 'homosexuals', 'homosexual people', 'gay people', 'gay person', 'ghey', 'ゲイ']",['term referring to a homosexual person or the trait of homosexuality'],"['sexual orientation', 'sexual minority']","['LGBT', 'homosexuality']",TRUE
gay,Q40246,gaydar,,"colloquialism referring to the intuitive ability of a person to assess others' sexual orientations as gay, bisexual or heterosexual",['LGBT slang'],[],TRUE
gay,Q5207989,daddy,['gay daddy'],['slang term in gay culture meaning an older man sexually involved in a relationship or having a sexual interest in a younger man'],[],[],TRUE
gay,Q17015701,gay sexual practices,"['gay sex', 'sex between men']","['sexual activities involving men who have sex with men, regardless of their sexual orientation or sexual identity']",[],['homosexual sexual practices'],TRUE
gay,Q850698,lavender marriage,['relations between gay men and heterosexual women'],['marriage to feign heterosexuality for one or both spouses'],[],"['marriage of convenience', 'mixed-orientation marriage']",TRUE
gay,Q979368,straight-acting,['straight acting'],same gender-attracted person who does not exhibit the appearance or mannerisms of what is seen as typical for gay people,['behavior'],['LGBT'],TRUE
gay,Q110266417,2SLGBTQ+,['LGBTQ2S+'],"abbreviation used to describe two-spirit people, lesbians, gay men, bisexual people, transgender people, queer people, and other gender and sexual minorities as a group; commonly used in Canada to place indigenous people first",['community'],"['sexual minority', 'LGBT']",TRUE
gay,Q51424,LGBT stereotypes,,"conventional, formulaic generalizations, opinions, or images about lesbian, gay, bisexual and transgender (LGBT) people",['social movement'],[],TRUE
gay,Q849216,ex-gay movement,,['movement that encourages people to refrain from homosexual relationships'],['social movement'],[],TRUE
gay,Q116033699,sex instruction for gay men,"['gay sexual education', 'sex ed for gay men', 'sex education for gay men', 'gay sex ed', 'gay sex education']","[""instruction on issues relating to gay men's sexuality""]",['sex education'],[],TRUE
gayer,Q75889321,Frances Dobbs,['Frances Gayer'],['Peerage person ID=383133'],['human'],[],FALSE
gayer,Q75907417,Agnes Echlin,['Agnes Gayer'],['Peerage person ID=395679'],['human'],[],FALSE
gayer,Q75377183,Marilyn Emma Margaret Wills,"['Marilyn Wills', 'Marilyn Gayer']",['(1947-1970)'],['human'],[],FALSE
gayer,Q99057528,"Gayer, Edmund Richard",,['entry in Men-at-the-Bar'],['biographical article'],[],FALSE
gayer,Q1031241,Gyula Gáyer,"['Gyula Gayer', 'Gyula Julius Gáyer', 'Gáyer', 'Julius Gáyer']",['botanist (1883-1932)'],['human'],[],FALSE
gayer,Q79408924,Gayer Gari Daspara SSK,,,"['primary school', 'co-educational school', 'rural school']",[],FALSE
gayer,Q6235013,John Gayer,,['Wikimedia disambiguation page'],['Wikimedia human name disambiguation page'],[],FALSE
gayer,Q19042266,"Gayer, Arthur Edward (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[],FALSE
gayer,Q19042276,"Gayer, John (d.1649) (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[],FALSE
gayer,Q19042285,"Gayer, John (d.1711?) (DNB00)",,['entry in Dictionary of National Biography'],['biographical article'],[],FALSE
gayest,Q5528629,Gayest Of All Time With Jonny McGovern,"[""Gay Pimpin' with Jonny McGovern""]",['English LGBTQ audio podcast'],['podcast'],[],TRUE
gayest,Q3312937,Miguel Angel Garcia,"['Miguel Angel Garcia Cortez', 'Miguel Ángel García', 'Mikey Garcia', 'the gayest of them all']",['American boxer'],['human'],[],FALSE
gays,Q701161,Hirschfeld Eddy Foundation,,"German foundation for the Human Rights of Lesbians, Gays, Bisexuals and Transgender People","['pressure group', 'foundation', 'LGBTQ+ association', 'charitable corporation']",[],TRUE
gays,Q115140251,"Living Cohabitation In The Republic Of Korea: The Reported Experiences Of Lesbians, Gays And Heterosexuals",,['doctoral thesis'],['doctoral thesis'],[],TRUE
gays,Q5770369,homonormativity,['cishomonormativity'],assimilation of heteronormative ideals and institutions by gays and lesbians,['social norm'],[],TRUE
gays,Q5098454,Children of Lesbians and Gays Everywhere,['COLAGE'],['organization'],"['LGBTQ+ rights organization', 'virtual organization']",[],TRUE
gays,Q9035018,"Monument in memory of gays, lesbians and retaliated transsexuals",,,"['LGBT historic place', 'monument']",[],TRUE
gays,Q112776353,Gay & Gray München e.V.,['Gay & Gray München'],"Association, self-help and leisure group for older gays",['club'],[],TRUE
gays,Q109480172,Old Gays,['The Old Gays'],['group of social media personalities'],['group of humans'],[],FALSE
gays,Q65070953,Gays Against Guns,['GAG'],['group of LGBTQ people committed to ending gun violence'],"['direct action', 'organization']",[],TRUE
gays,Q63729817,"president of the State Federation of Lesbians, Gays, Trans and Bisexuals",,,['position'],['chairperson'],TRUE
gays,Q23786616,Memorial for gays and lesbians persecuted by the nai regime,['Monument to homosexuals persecuted under National Socialism in Lübeck[2]'],['LGBT memorial in Germany'],"['LGBT historic place', 'memorial', 'cautionary monument']",[],TRUE
gypsies,Q110922133,Sea Gypsies,"['Sea Nomads', 'Sea Gypsy', 'Sea Nomad', 'Seafarers', 'mořští nomádi']",['three or four ethnolinguistic groups in Southeast Asia combined into one ethnic category'],['ethnic group'],['indigenous people'],TRUE
gypsies,Q875651,Travellers,"['Gypsies', 'Pavee', 'Mink', 'Pickies', 'Irish Travellers']",['traditionally nomadic people of ethnic Irish origin'],"['ethnic group', 'itinerant groups in Europe']",[],TRUE
gypsies,Q17150753,itinerant groups in Europe,"['itinerant group in Europe', 'European itinerant groups', 'Travelers', 'Travellers', 'Gypsies']",['Traditionally nomadic groups in Europe'],[],['ethnic group'],TRUE
gypsies,Q7437768,Scottish Gypsy and Traveller groups,,people in Scotland loosely termed gypsies or travellers,[],[],TRUE
gypsies,Q99832322,The Housing (Assessment of Accommodation Needs) (Meaning of Gypsies and Travellers) (England) Regulations 2006,,['UK Statutory Instrument 2006\xa0No. 3190'],['UK Statutory Instrument'],[],TRUE
gypsies,Q110684093,"A Guitarist - Study for ""Life Among the Gypsies"" & verso Mother and Child - for ""A Highland Interior"" - John Phillip",,['work of art by John Phillip'],['work of art'],[],TRUE
gypsies,Q48800884,The Tinkers' Heart,"[""The Gypsy's Heart"", ""Gypsies' Heart"", ""The Gypsy's Wedding Heart"", ""Tinkers' Heart, Scottish Travellers' commemorative monument 820m E of Ardno""]","['architectural structure in Argyll and Bute, Scotland, UK']",['monument'],[],TRUE
gypsies,Q99830406,Housing (Assessment of Accommodation Needs) (Meaning of Gypsies and Travellers) (Wales) Regulations 2007,,['Wales Statutory Instrument 2007\xa0No. 3235 (W.\xa0285)'],"['UK Statutory Instrument', 'Welsh Statutory Instrument']",[],TRUE
gypsies,Q52153180,Extensive Woody Landscape with Gypsies telling a Gentleman's Fortune,,"[""painting by attributed to Jacques d'Arthois""]",['painting'],[],TRUE
gypsies,Q23777561,Social Democratic Party of Hungarian Gypsies,,['short-lived Hungarian political party'],['political party'],[],TRUE
