,Unnamed: 0,term,QID,wd_bow,spacy_cs,check
252,139912,ethnicities,Q110147908,"['political', 'affiliation', 'database', 'political', 'affiliation', 'database', 'plad', 'database', 'information', 'birthplace', 'ethnicity', 'political', 'leader']",0.8420000000000001,
253,139924,ethnicities,Q25048776,"['ethnicity', 'philippine', 'cordilleras', 'ethnic', 'group', 'people', 'cordillera', 'mountain', 'range']",0.8390000000000001,
254,139922,ethnicities,Q16320185,"['celt', 'celtic', 'people', 'modern', 'celtic', 'people', 'modern', 'celt', 'modern', 'group', 'ethnicity', 'share', 'celtic', 'language', 'culture']",0.8340000000000001,
255,139920,ethnicities,Q1362473,"['ethnic', 'bioweapon', 'biogenetic', 'weapon', 'type', 'theoretical', 'bioweapon', 'aim', 'harm', 'primarily', 'people', 'specific', 'ethnicity', 'genotype']",0.8270000000000001,
256,139936,ethnicities,Q704501,"['sergey', 'uvarov', 'count', 'sergey', 'semionovich', 'uvarov', 'sergey', 'semionovich', 'uvarov', 'russian', 'noble', 'classical', 'scholar', 'formulated', 'famous', 'doctrine', 'autocracy', 'united', 'many', 'ethnicity']",0.826,
257,139933,ethnicities,Q5450894,"['finno', 'ugrian', 'suicide', 'hypothesis', 'hypothesis', 'link', 'genetic', 'tie', 'originating', 'among', 'finno', 'ugric', 'culture', 'ethnicity', 'high', 'rate', 'suicide']",0.812,
258,139918,ethnicities,Q112947085,"['wong', 'kito', 'galo', 'nation', 'clump', 'ethnicity', 'native', 'southeast', 'sumatra', 'indonesia']",0.777,
259,140460,ethnicity,Q113465752,"['cultural', 'identity', 'cg', 'identification', 'sense', 'belonging', 'particular', 'group', 'based', 'various', 'cultural', 'category', 'including', 'nationality', 'race', 'gender']",0.9440000000000001,
260,140308,ethnicity,Q7604529,"['status', 'group', 'group', 'people', 'within', 'society', 'differentiated', 'basis', 'non', 'economic', 'quality', 'honour', 'prestige', 'race', 'religion']",0.914,True
261,140365,ethnicity,Q89668650,"['intercultural', 'relationship', 'multicultural', 'relationship', 'transcultural', 'relationship', 'intimate', 'relationship', 'person', 'different', 'nationality', 'culture']",0.9,True
262,140246,ethnicity,Q637251,"['ethnic', 'nationalism', 'ethno', 'nationalism', 'ethnicism', 'form', 'nationalism', 'wherein', 'defined', 'term']",0.9,
263,140200,ethnicity,Q5404323,"['property', 'theory', 'ethnic', 'background']",0.898,True
264,140383,ethnicity,Q96195578,"['racial', 'ethnic', 'socialization', 're', 'racial', 'ethnic', 'socialization', 'racial', 'socialization', 'ethinic', 'socialization', 'ethnic', 'racial', 'socialization', 'racial', 'ethnic', 'socialization', 'ethnic', 'racial', 'socialization', 'r', 'e', 'teaching', 'reality', 'race', 'society', 'youth']",0.893,
265,140006,ethnicity,Q111972519,"['ethnic', 'gender', 'group', 'social', 'group', 'people', 'share', 'gender']",0.884,
266,140227,ethnicity,Q59581366,"['movement', 'asian', 'swahili', 'identity', 'impact', 'tourism', 'construction', 'community', 'gender', 'relation', 'zanzibar', 'town', 'thesis', 'doctoral', 'thesis', 'akbar', 'abdulali', 'keshodkar']",0.8809999999999999,True
267,140055,ethnicity,Q1189816,"['ethnic', 'religion', 'ethnoreligion', 'indigenous', 'religion', 'religion', 'defined', 'adherent']",0.88,
268,140176,ethnicity,Q4533081,"['ethnolinguistic', 'group', 'ethno', 'linguistic', 'group', 'group', 'unified', 'common', 'language']",0.875,True
269,139524,first world,Q876830,"['first', 'world', 'classification', 'system', 'group', 'conceptual', 'country', 'classification']",0.958,
270,139142,first world,Q112890352,"['contribution', 'first', 'world', 'city', 'region', 'global', 'sustainability', 'case', 'transboundary', 'externality', 'planning', 'auckland', 'new', 'zealand', 'doctoral', 'thesis', 'contribution', 'first', 'world', 'city', 'region', 'global', 'case', 'transboundary', 'externality', 'planning', 'auckland', 'new', 'zealand', 'doctoral', 'thesis', 'nathaniel', 'caramat', 'landingin', 'university', 'auckland']",0.9079999999999999,
271,139387,first world,Q5362123,"['first', 'world', 'problem', 'internet', 'meme', 'notion', 'problem', 'first', 'world', 'problem', 'frustration', 'experienced', 'privileged', 'person', 'first', 'world', 'country']",0.899,
272,139789,first world,Q5454266,"['first', 'world', 'privilege', 'unearned', 'advantage', 'gained', 'national', 'first', 'world', 'country']",0.895,
273,139521,first world,Q85816262,"['regionialism', 'regional', 'architectural', 'style', 'inspired', 'local', 'material', 'technique', 'design', 'frequently', 'applied', 'reconstruction', 'first', 'world', 'war']",0.873,
274,139548,first world,Q100097293,"['persia', 'creating', 'new', 'context', 'understanding', 'emergence', 'first', 'world', 'empire', 'research', 'grant', 'research', 'project', 'persia', 'babylonia', 'eu', 'funded', 'research', 'project']",0.873,
275,139788,first world,Q5454096,"['first', 'world', 'konkani', 'convention']",0.873,
276,139100,first world,Q104915635,"['official', 'british', 'propaganda', 'allied', 'neutral', 'country', 'first', 'world', 'war', 'particular', 'reference', 'organisation', 'method', 'thesis', 'mphil', 'thesis', 'michael', 'lewis', 'sander']",0.871,
277,139459,first world,Q64735564,"['çanakkale', 'dardanelles', 'gelibolu', 'gallipoli', 'battle', 'zone', 'first', 'world', 'war', 'group', 'structure', 'building', 'tentative', 'world', 'heritage', 'site', 'turkey']",0.86,
278,139199,first world,Q16930872,"['europeana', 'project', 'digitise', 'publish', 'primary', 'secondary', 'historical', 'source', 'first', 'world', 'war']",0.86,
279,135893,footman,Q49638341,"['island', 'island', 'island', 'strafford', 'county', 'new', 'hampshire', 'united', 'state', 'america']",0.613,
280,135878,footman,Q19912727,"['sleeping', 'painting', 'painting', 'charles', 'bargue']",0.604,
281,135901,footman,Q63486481,"['operatic', 'character', 'fictional', 'human', 'operatic', 'character', 'opera', 'vanessa', 'samuel', 'barber']",0.597,
282,135914,footman,Q897404,"['berlin', 'berline', 'type', 'covered', 'fast', 'light', 'four', 'wheeled', 'travelling', 'horse', 'carriage', 'two', 'interior', 'seat', 'separate', 'hooded', 'rear', 'seat', 'detached', 'body']",0.586,
283,135900,footman,Q55033563,"['operatic', 'character', 'fictional', 'human', 'operatic', 'character', 'opera', 'irrelohe', 'franz', 'schreker']",0.581,
284,135868,footman,Q107794240,"['u', 'colored', 'infantry', 'misc', 'camble', 'collection', 'file', 'unit', 'national', 'archive', 'record', 'holding']",0.5760000000000001,
285,135886,footman,Q26471830,"['statue', 'running', 'south', 'end', 'theatre', 'garden', 'bury', 'grid', 'reference', 'tl', 'statue', 'statue', 'walden', 'north', 'hertfordshire', 'hertfordshire', 'uk']",0.575,
286,135897,footman,Q5247283,"['death', 'dancing', 'literary', 'work', 'book', 'ngaio', 'marsh']",0.568,
287,135869,footman,Q107865522,"['u', 'colored', 'amos', 'collection', 'file', 'unit', 'national', 'archive', 'record', 'holding', 'naid']",0.539,
288,135903,footman,Q63884271,"['fictional', 'human', 'musical', 'theatre', 'character', 'musical', 'character', 'musical', 'cinder', 'ellen', 'late']",0.531,
289,135917,footmen,Q52270723,"['pamela', 'flying', 'coach', 'lady', 'davers', 'sends', 'two', 'footman', 'stop', 'samuel', 'virtue', 'rewarded', 'vauxhall', 'supper', 'box', 'picture', 'painting', 'painting', 'francis', 'hayman', 'ra']",0.687,
290,135920,footmen,Q63883739,"['musical', 'character', 'musical', 'bluebell', 'fairyland', 'walter', 'also', 'reigning', 'king', 'queen']",0.6459999999999999,
291,135918,footmen,Q60481736,"['charioteer', 'riding', 'rocky', 'landscape', 'entourage', 'footman', 'musician', 'page', 'razm', 'nama', 'book', 'war', 'adapted', 'sanskrit', 'mahabharata', 'translated', 'persian', 'mir', 'ghiyath', 'al', 'din', 'ali', 'qazvini', 'known', 'naqib', 'khan', 'p', 'painting', 'painting', 'yusuf', 'ali', 'indian', 'active', 'early']",0.622,
292,135919,footmen,Q63526989,"['ball', 'guest', 'operatic', 'character', 'opera', 'lady', 'royal', 'footman']",0.61,
293,135916,footmen,Q114761400,"['battle', 'dutch', 'horseman', 'spanish', 'footman', 'painting', 'painting', 'paulus', 'van', 'hillegaert']",0.581,
294,135921,footmen,Q63892545,"['footman', 'guest', 'gibson', 'girl', 'bridesmaid', 'fictional', 'human', 'musical', 'theatre', 'character', 'musical', 'character', 'musical', 'catch', 'season', 'herbert', 'haines']",0.5479999999999999,
295,135923,footmen,Q80004651,"['combat', 'horseman', 'footman', 'print', 'print', 'hieronymous', 'hopfer', 'german']",0.461,
296,135922,footmen,Q65085160,"['direction', 'footman', 'print', 'print', 'national', 'gallery', 'art', 'nga']",0.45299999999999996,
297,135924,footmen,Q97788384,"['direction', 'footman', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.42100000000000004,
298,135925,footmen,Q97788386,"['direction', 'footman', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.42100000000000004,
299,76980,gay,Q2035068,"['homosexuality', 'lutheranism', 'lutheranism', 'homosexuality', 'lesbian', 'sexuality', 'lutheranism']",0.903,
300,78458,gay,Q17010038,"['homosexuality', 'methodism', 'methodism', 'homosexuality', 'lesbian', 'sexuality', 'methodism']",0.903,True
301,76311,gay,Q40246,"['gaydar', 'colloquialism', 'referring', 'intuitive', 'ability', 'person', 'ass', 'sexual', 'orientation', 'bisexual', 'heterosexual']",0.899,
302,75499,gay,Q17015701,"['sexual', 'practice', 'homosexual', 'sexual', 'practice', 'sex', 'sex', 'men', 'sexual', 'activity', 'involving', 'men', 'sex', 'men', 'regardless', 'sexual', 'orientation', 'sexual', 'identity']",0.892,
303,75766,gay,Q111823010,"['lgb', 'lesbian', 'bisexual', 'person']",0.887,
304,75509,gay,Q17884,"['lgbt', 'glbt', 'lgbti', 'lgbtiq', 'lgbtq', 'lgb', 'quiltbag', 'lgbtqia', 'lgbtqiapn', 'lgbt', 'person', 'lgbt', 'people', 'lgbtq', 'person', 'lgbtq', 'people', 'glbt', 'person', 'glbt', 'people', 'queer', 'person', 'sexual', 'gender', 'minority', 'sexual', 'gender', 'minority', 'queer', 'people', 'lgbt', 'person', 'lgbtq', 'person', 'glbt', 'person', 'queer', 'person', 'lgbta', 'non', 'heterosexual', 'people', 'non', 'heterosexual', 'person', 'non', 'heterosexual', 'person', 'non', 'heterosexual', 'non', 'heterosexual', 'lesbian', 'bisexual', 'transgender', 'person']",0.8809999999999999,
305,75936,gay,Q51424,"['lgbt', 'stereotype', 'conventional', 'formulaic', 'generalization', 'opinion', 'image', 'lesbian', 'bisexual', 'transgender', 'lgbt', 'people']",0.871,
306,77844,gay,Q5504229,"['friend', 'lesbian', 'bisexual', 'transgender', 'queer', 'concern', 'christian', 'organization']",0.866,
307,76728,gay,Q5207989,"['daddy', 'daddy', 'slang', 'term', 'culture', 'meaning', 'older', 'man', 'sexually', 'involved', 'relationship', 'sexual', 'interest', 'younger', 'man']",0.8640000000000001,
308,76085,gay,Q1065098,"['homosexuality', 'anglican', 'communion', 'homosexuality', 'anglicanism', 'anglicanism', 'homosexuality', 'anglican', 'communion', 'homosexuality', 'lesbian', 'sexuality', 'anglican', 'communion']",0.8640000000000001,
309,75388,gayer,Q75889321,"['france', 'dobbs', 'human', 'france', 'peerage', 'person']",0.6409999999999999,
310,75389,gayer,Q75907417,"['agnes', 'echlin', 'human', 'agnes', 'peerage', 'person']",0.636,
311,75391,gayer,Q99057528,"['edmund', 'richard', 'biographical', 'article', 'entry', 'men', 'bar']",0.517,
312,75387,gayer,Q75377183,"['marilyn', 'emma', 'margaret', 'will', 'human', 'marilyn', 'will', 'marilyn']",0.501,
313,75363,gayer,Q1031241,"['gyula', 'gáyer', 'human', 'gyula', 'gyula', 'julius', 'gáyer', 'gáyer', 'julius', 'gáyer', 'botanist']",0.418,
314,75375,gayer,Q19042276,"['john', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.401,
315,75376,gayer,Q19042285,"['john', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.401,
316,75374,gayer,Q19042266,"['arthur', 'edward', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.39799999999999996,
317,75368,gayer,Q110550290,"['william', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.39399999999999996,
318,75379,gayer,Q5528757,"['family', 'name', 'family', 'name']",0.379,
319,75259,gayest,Q5528629,"['time', 'jonny', 'mcgovern', 'podcast', 'gay', 'jonny', 'mcgovern', 'english', 'lgbtq', 'audio', 'podcast']",0.511,
320,75258,gayest,Q3312937,"['miguel', 'angel', 'garcia', 'human', 'miguel', 'angel', 'garcia', 'cortez', 'miguel', 'ángel', 'garcía', 'mikey', 'garcia', 'american', 'boxer']",0.335,
321,75351,gays,Q701161,"['hirschfeld', 'eddy', 'foundation', 'german', 'foundation', 'human', 'right', 'lesbian', 'gay', 'bisexual', 'transgender', 'people']",0.878,
322,75329,gays,Q5770369,"['homonormativity', 'cishomonormativity', 'assimilation', 'heteronormative', 'ideal', 'institution', 'gay', 'lesbian']",0.862,
323,75271,gays,Q112776353,"['gay', 'gray', 'münchen', 'gay', 'gray', 'münchen', 'association', 'self', 'help', 'leisure', 'group', 'older', 'gay']",0.835,
324,75263,gays,Q108737944,"['gay', 'lgbt', 'slang', 'gay', 'gay', 'list', 'gay', 'gay', 'gay', 'class', 'gay', 'people', 'considered', 'money', 'power']",0.8340000000000001,
325,75291,gays,Q26253154,"['röda', 'bögar', 'political', 'organization', 'red', 'gay', 'socialist', 'organization', 'gay', 'men']",0.8240000000000001,
326,75358,gays,Q8962884,"['front', 'gay', 'liberation', 'catalonia', 'catalan', 'organization', 'gay', 'lesbian']",0.823,
327,75319,gays,Q5432993,"['family', 'friend', 'lesbian', 'gay', 'organization']",0.821,
328,75317,gays,Q5098454,"['child', 'lesbian', 'gay', 'everywhere', 'right', 'organization', 'virtual', 'organization', 'colage', 'organization']",0.792,
329,75284,gays,Q16200616,"['paulette', 'goodman', 'president', 'parent', 'friend', 'family', 'lesbian', 'gay', 'pflag']",0.789,
330,75336,gays,Q60723854,"['rainbow', 'association', 'right', 'gay', 'voluntary', 'association', 'defunct', 'gay', 'right', 'association', 'hungary']",0.7809999999999999,
331,30809,gypsies,Q875651,"['traveller', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'gypsy', 'pavee', 'mink', 'pickies', 'irish', 'traveller', 'traditionally', 'nomadic', 'people', 'ethnic', 'irish', 'origin']",0.853,
332,30705,gypsies,Q17150753,"['itinerant', 'group', 'europe', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'european', 'itinerant', 'group', 'traveler', 'traveller', 'gypsy', 'traditionally', 'nomadic', 'group', 'europe']",0.7979999999999999,
333,30792,gypsies,Q7437768,"['scottish', 'gypsy', 'traveller', 'group', 'people', 'scotland', 'loosely', 'termed', 'gypsy', 'traveller']",0.7959999999999999,
334,30806,gypsies,Q8060,"['romani', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'indo', 'aryan', 'people', 'gipsy', 'rrom', 'tzigan', 'rroma', 'gypsy', 'rom', 'romany', 'romani', 'people', 'rom', 'people', 'gypsy', 'indo', 'aryan', 'ethnic', 'group']",0.794,
335,30661,gypsies,Q105395324,"['sónia', 'matos', 'gypsy', 'socio', 'cultural', 'mediatorfounder', 'president', 'associationfor', 'development', 'portuguese', 'gypsy']",0.772,
336,30687,gypsies,Q110922133,"['sea', 'gypsy', 'ethnic', 'group', 'indigenous', 'people', 'sea', 'nomad', 'sea', 'gypsy', 'sea', 'nomad', 'seafarer', 'mořští', 'nomádi', 'three', 'four', 'ethnolinguistic', 'group', 'southeast', 'asia', 'combined', 'one', 'ethnic', 'category']",0.75,
337,30765,gypsies,Q52153180,"['extensive', 'woody', 'landscape', 'gypsy', 'telling', 'fortune', 'painting', 'painting', 'attributed', 'jacques']",0.743,
338,30727,gypsies,Q23009058,"['gypsy', 'common', 'painting', 'painting', 'maria', 'katharina', 'prestel']",0.735,
339,30711,gypsies,Q1976511,"['lom', 'people', 'ethnic', 'group', 'bosha', 'armenian', 'gypsy', 'caucasian', 'gypsy', 'ethnic', 'group', 'transcaucasia']",0.733,
340,30657,gypsies,Q104528540,"['four', 'gypsy', 'child', 'one', 'telling', 'peasant', 'fortune', 'painting', 'painting', 'david', 'teniers']",0.733,
341,31314,gypsy,Q104867069,"['white', 'irish', 'traveller', 'ethnicity', 'classification', 'used', 'united', 'kingdom', 'census']",0.815,
342,30880,gypsy,Q108531492,"['budapest', 'social', 'cultural', 'methodological', 'institution', 'organization', 'romano', 'kher', 'metropolitan', 'municipality', 'house']",0.812,
343,31126,gypsy,Q51412682,"['moth', 'management', 'united', 'state', 'cooperative', 'approach', 'final', 'environmental', 'impact', 'statement', 'publication', 'radnor', 'pa', 'agriculture', 'forest', 'service', 'northeastern', 'area', 'state', 'privat']",0.799,
344,31475,gypsy,Q51521182,"['predicting', 'rate', 'change', 'timber', 'value', 'forest', 'stand', 'infested', 'moth', 'publication', 'agriculture', 'forest', 'service', 'northeastern', 'forest', 'experiment', 'department', 'agriculture', 'national']",0.7929999999999999,
345,31170,gypsy,Q5625373,"['moth', 'united', 'state', 'spread', 'invasive', 'specie', 'north', 'america']",0.7909999999999999,
346,31451,gypsy,Q49940536,"['creek', 'natural', 'watercourse', 'natural', 'watercourse', 'trinity', 'county', 'california', 'united', 'state', 'america']",0.79,
347,30846,gypsy,Q105395491,"['toya', 'prudêncio', 'sónia', 'prudêncio', 'ethnic', 'activist', 'portuguese', 'dedicated', 'fight', 'discrimination', 'defending', 'social', 'recognized', 'dedication', 'defending', 'human']",0.787,True
348,31468,gypsy,Q51485942,"['brown', 'tail', 'moth', 'control', 'publication', 'washington', 'department', 'agriculture', 'national', 'agricultural', 'library', 'view', 'book']",0.774,
349,31452,gypsy,Q49945307,"['creek', 'natural', 'watercourse', 'natural', 'watercourse', 'idaho', 'county', 'idaho', 'united', 'state', 'america']",0.773,
350,31359,gypsy,Q12766588,"['spirit', 'project', 'project', 'improve', 'situation', 'romani', 'people', 'slovakia']",0.773,
351,30825,gypsys,Q4636510,"['melancholy', 'gypsy', 'musical', 'group', 'american', 'hip', 'hop', 'group']",0.5589999999999999,
352,30821,gypsys,Q18640459,"['gypsy', 'gift', 'musical', 'group', 'musical', 'artist']",0.556,
353,30826,gypsys,Q4854258,"['band', 'gypsy', 'written', 'work', 'book', 'gwyneth', 'jones']",0.529,
354,30829,gypsys,Q8287763,"['gypsy', 'member', 'wikimedia', 'category', 'wikimedia', 'category']",0.518,
355,30823,gypsys,Q3038098,"['distress', 'gypsy', 'rhapsodie']",0.516,
356,30822,gypsys,Q21963911,"['gypsy', 'hill', 'mountain', 'hill', 'mountain', 'australia']",0.46399999999999997,
357,30820,gypsys,Q13581327,"['band', 'gypsy', 'musical', 'group', 'band', 'founded', 'jimi', 'hendrix']",0.449,
358,30828,gypsys,Q56292350,"['band', 'gypsy', 'rock', 'group']",0.433,
359,30827,gypsys,Q5625379,"['gypsy', 'tramp', 'thief', 'single', 'single', 'cher']",0.377,
360,30824,gypsys,Q3233136,"['le', 'gypsy', 'musical', 'group']",0.344,
361,119768,half-breed,Q17144151,"['half', 'breed', 'obsolete', 'term', 'mixed', 'native', 'american', 'european', 'ancestry']",0.963,False
362,119804,half-breed,Q6990906,"['nemaha', 'half', 'breed', 'reservation', 'indian', 'reservation', 'united', 'state', 'place', 'nebraska', 'united', 'state']",0.8079999999999999,False
363,119799,half-breed,Q66196096,"['paper', 'relating', 'application', 'morgan', 'weir', 'locate', 'sioux', 'mixed', 'blood', 'land', 'western', 'michigan', 'using', 'sioux', 'half', 'breed', 'scrip', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8,True
364,119779,half-breed,Q59935951,"['abstract', 'claim', 'allotment', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.8,True
365,119781,half-breed,Q59935954,"['list', 'allotted', 'unallotted', 'mixed', 'blood', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.789,True
366,119772,half-breed,Q49497182,"['half', 'breed', 'tract', 'historical', 'marker', 'commemorative', 'plaque', 'park', 'nemaha', 'county', 'nebraska', 'united', 'state', 'america']",0.785,False
367,119780,half-breed,Q59935953,"['allotment', 'certificate', 'stub', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.7829999999999999,True
368,119792,half-breed,Q64402298,"['abstract', 'sioux', 'half', 'breed', 'scrip', 'dakota', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.7809999999999999,True
369,119777,half-breed,Q59935215,"['roll', 'claimant', 'allotment', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.78,True
370,119778,half-breed,Q59935943,"['schedule', 'mixed', 'blood', 'entitled', 'participate', 'distribution', 'fund', 'nemaha', 'half', 'breed', 'reservation', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.78,True
371,119763,half-breeds,Q3024207,"['half', 'breed', 'venus', 'literary', 'work', 'short', 'story', 'isaac', 'asimov']",0.735,
372,134120,handicap,Q12131,"['disability', 'property', 'physical', 'impairment', 'activity', 'limitation', 'participation', 'restriction']",0.9309999999999999,
373,134293,handicap,Q64847362,"['disability', 'evaluation', 'determination', 'degree', 'physical', 'mental', 'emotional']",0.8859999999999999,
374,134247,handicap,Q5508820,"['functional', 'diversity', 'term', 'special', 'need', 'disability', 'impairment']",0.878,
375,134435,handicap,Q112889444,"['hearing', 'loss', 'disability', 'elderly', 'experience', 'hearing', 'loss', 'thesis', 'thesis', 'sally', 'crook', 'university', 'auckland']",0.826,
376,134615,handicap,Q87930723,"['italian', 'translation', 'transcultural', 'validation', 'two', 'tool', 'assessing', 'participation', 'stroke', 'frenchay', 'activity', 'index', 'walking', 'classification', 'faiwhc', 'clinical', 'trial', 'clinical', 'trial']",0.805,True
377,134382,handicap,Q76652377,"['report', 'profound', 'special', 'need', 'sub', 'group', 'wale', 'advisory', 'panel', 'development', 'service', 'mentally', 'handicapped', 'people', 'version', 'edition', 'translation', 'published']",0.792,True
378,134126,handicap,Q1575043,"['golf', 'handicapping', 'numerical', 'measure', 'potential', 'playing', 'ability']",0.779,
379,134290,handicap,Q63817401,"['relationship', 'hearing', 'threshold', 'time', 'treatment', 'seeking', 'clinical', 'trial', 'clinical', 'trial']",0.779,
380,134094,handicap,Q104989528,"['trecare', 'nh', 'trust', 'nh', 'trust', 'cornwall', 'isle', 'scilly', 'learning', 'disability', 'national', 'health', 'service', 'trust', 'trecare', 'national', 'health', 'service', 'trust', 'cornwall', 'isle', 'scilly', 'learning', 'disability', 'nh', 'trust', 'cornwall', 'isle', 'scilly', 'mental', 'national', 'health', 'service', 'trust', 'cornwall', 'isle', 'scilly', 'mental', 'nh', 'trust', 'uk', 'public', 'sector', 'healthcare', 'provider', 'cornwall', 'isle', 'scilly', 'england']",0.7709999999999999,True
381,134270,handicap,Q57622943,"['clause', 'abortion', 'act', 'healthcare', 'interpretation', 'ground', 'termination', 'pregnancy', 'doctoral', 'thesis', 'doctoral', 'thesis']",0.77,
382,134076,handicaps,Q7669399,"['tash', 'nonprofit', 'organization', 'american', 'association', 'education', 'severely', 'profoundly', 'handicapped', 'aaesph', 'association', 'severely', 'handicapped', 'association', 'person', 'severe', 'handicap', 'american', 'disability', 'advocacy', 'association']",0.841,
383,134072,handicaps,Q61965765,"['reduction', 'prevention', 'seizure', 'occurrence', 'exposure', 'auditory', 'stimulation', 'individual', 'neurological', 'handicap', 'clinical', 'trial', 'clinical', 'trial']",0.836,
384,134061,handicaps,Q108563084,"['bonner', 'testing', 'commitment', 'aid', 'individual', 'handicap', 'article']",0.82,
385,134085,handicaps,Q77213109,"['social', 'activity', 'centre', 'people', 'mental', 'handicap', 'dyfed', 'report', 'inspection', 'july', 'written', 'work', 'book', 'work']",0.8079999999999999,
386,134071,handicaps,Q51780079,"['epidemiology', 'public', 'health', 'analysis', 'risk', 'chronic', 'disease', 'handicap', 'laboratory']",0.8009999999999999,
387,134084,handicaps,Q77212716,"['service', 'adult', 'training', 'centre', 'people', 'mental', 'handicap', 'powys', 'report', 'inspection', 'november', 'written', 'work', 'book', 'work']",0.7959999999999999,
388,134080,handicaps,Q76745214,"['social', 'activity', 'centre', 'people', 'mental', 'handicap', 'dyfed', 'report', 'inspection', 'july', 'version', 'edition', 'translation', 'published']",0.784,
389,134062,handicaps,Q112882417,"['engagement', 'music', 'therapy', 'detailed', 'study', 'communication', 'therapist', 'client', 'presenting', 'severe', 'multiple', 'handicap', 'thesis', 'engagement', 'music', 'detailed', 'study', 'communication', 'therapist', 'client', 'presenting', 'severe', 'multiple', 'handicap', 'thesis', 'miona', 'stamenovic', 'new', 'zealand', 'school', 'music']",0.784,
390,134081,handicaps,Q77187860,"['wale', 'advisory', 'panel', 'development', 'service', 'people', 'mental', 'handicap', 'report', 'progress', 'written', 'work', 'book', 'work']",0.782,
391,134083,handicaps,Q77212710,"['service', 'younger', 'people', 'physical', 'handicap', 'west', 'glamorgan', 'report', 'inspection', 'june', 'written', 'work', 'book', 'work']",0.778,
392,75177,hermaphrodite,Q104717073,"['intersex', 'person', 'gender', 'identity', 'gender', 'minority', 'intersex', 'organism', 'human', 'intersexual', 'person', 'intersexed', 'person', 'intersex', 'people', 'hermaphroditic', 'person', 'individual', 'intersex', 'identified', 'person', 'intersexual', 'person', 'ambiguous', 'genitalia', 'person', 'intersex', 'condition', 'intersex', 'individual', 'intersex', 'human', 'person', 'intersex', 'variation', 'intersex', 'person', 'person', 'born', 'several', 'variation', 'sex', 'characteristic', 'including', 'chromosome', 'gonad', 'sex', 'hormone', 'genitals', 'fit', 'typical', 'definition', 'male', 'female', 'body']",0.95,
393,75217,hermaphrodite,Q303479,"['sex', 'organism', 'intersex', 'organism', 'complete', 'partial', 'male', 'female', 'reproductive', 'organ']",0.94,
394,75195,hermaphrodite,Q22294367,"['masculinization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'male', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'nematode', 'example', 'found', 'caenorhabditis']",0.894,
395,75196,hermaphrodite,Q22294368,"['feminization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'female', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.893,
396,75200,hermaphrodite,Q22294371,"['masculinization', 'hermaphroditic', 'germ', 'line', 'determination', 'male', 'sex', 'sexual', 'phenotype', 'germ', 'line', 'example', 'found', 'caenorhabditis']",0.867,
397,75194,hermaphrodite,Q22294366,"['somatic', 'sex', 'determination', 'biological', 'process', 'somatic', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.856,
398,75204,hermaphrodite,Q22294707,"['spicule', 'insertion', 'insertion', 'male', 'copulatory', 'spicule', 'spicule', 'insertion', 'behavior', 'initiate', 'male', 'cloaca', 'contact', 'mating', 'encounter', 'spicule', 'tip', 'prod', 'vulva', 'continuously', 'partially', 'pene']",0.836,
399,75199,hermaphrodite,Q22294370,"['feminization', 'hermaphroditic', 'germ', 'line', 'determination', 'female', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.83,
400,75202,hermaphrodite,Q22294706,"['response', 'contact', 'biological', 'process', 'male', 'mating', 'behavior', 'response', 'male', 'initial', 'contact', 'following', 'mate', 'male', 'stop', 'forward', 'locomotion', 'press', 'ventral', 'side', 'tail', 'body', 'begin', 'moving', 'backward', 'along', 'male', 're']",0.825,
401,75197,hermaphrodite,Q22294369,"['germ', 'line', 'sex', 'determination', 'biological', 'process', 'germ', 'line', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.8079999999999999,
