,term,entity_id,text_1,text_2,text_3,text_4,text_5
235,queer,Q7271155,Queer Person,,['boek van Ralph Hubbard'],['literair werk'],[]
236,queer,Q2392914,Queer,,['boek van William S. Burroughs II'],['geschreven werk'],[]
237,ras,Q8461,racisme,,op ras of etniciteit gebaseerde discriminatie,"['politieke ideologie', 'misdaad']","['vooroordeel', 'sociale ongelijkheid']"
238,ras,Q12332701,rassendiscriminatie,,"discriminatie op grond van ras, huidskleur, afkomst of nationale of etnische afstamming",[],['discriminatie']
239,ras,Q2330715,Mediterraan ras,,,"['menselijk ras', 'cultuur']",['Kaukasisch ras']
240,rassen,Q2471621,lijst van rassen uit Star Wars (A-E),,,['Wikimedia-lijst'],[]
241,rast,Q58019728,Zwei Kastanien in Rast,,,['natuurmonument in Duitsland'],[]
242,rast,Q16426506,Rast,,"['gemeente in Roemenië in District Dolj, Roemenië']",['gemeente in Roemenië'],[]
243,roots,Q17092777,Roots & Shoots,,['organisatie uit Verenigde Staten van Amerika'],['organisatie'],[]
244,roots,Q643070,Roots Tonic,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
245,roots,Q7622911,Street Roots,,['krant uit Verenigde Staten van Amerika'],"['krant', 'periodiek']",[]
246,roots,Q3335999,Nappy Roots,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
247,roots,Q100341680,Roots & More: de reis van de geesten,,['Tentoonstelling uit 2009'],['tijdelijke tentoonstelling'],[]
248,roots,Q100341689,Rhythm & Roots in het Tropenmuseum,,['Tentoonstelling uit 2016'],['tijdelijke tentoonstelling'],[]
249,roots,Q953783,Misty in Roots,,['muziekgroep uit Verenigd Koninkrijk'],['muziekgroep'],[]
250,roots,Q4785224,Arcane Roots,,['muziekgroep uit Verenigd Koninkrijk'],['muziekgroep'],[]
251,roots,Q114238086,Amsterdam Roots Festival,,"['jaarlijks festival in Amsterdam met muziek uit de hele wereld, maar ook (onder meer) theater, dans en spoken word']",['muziekfestival'],[]
252,roots,Q55335735,Roots,,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
253,slaaf,Q76639210,malenger,"['malinger', 'malenker']",slaaf met een ziekte of gebrek,[],['persoon']
254,slaaf,Q13567255,slavennaam,,roepnaam of familienaam die is gegeven aan een slaaf,[],['exoniem']
255,slaven,Q17324081,"Het bombardement van Algiers, ter ondersteuning van het ultimatum tot vrijlating van blanke slaven, 26-27 augustus 1816",,['schilderij van Martinus Schouman'],['schilderij'],[]
256,stam,Q20087481,Videgha Mathava,,"in de Vedische tekst Satapatha Brahmana genoemde leider van een Indo-Arisch sprekende stam, die met behulp van de vuurgod Agni zijn stam oostwaarts door de Gangesvlakte in het noorden van India leidde","['mens, mogelijkerwijs fictief']",[]
257,stam,Q48616,Helvetii,"['Helvetiërs', 'Helvetiers']",Keltische stam,"['historische etnische groep', 'Civitas']",['Galliërs']
258,stam,Q141646,,,federaal erkende stam in de staat Washington,"['jurisdictie', 'natie']",[]
259,stam,Q8250438,Categorie:Keltische stam,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
260,stammen,Q5212070,Damba festival,,festival gevierd door de noordelijke stammen in Ghana,['festival'],[]
261,traditioneel,Q886533,Hirudotherapie,['Bloedzuigertherapie'],traditioneel en modern gebruik van bloedzuigers in de geneeskunde,['soort van medische procedure'],"['Aderlaten', 'medische procedure']"
262,traditioneel,Q85687459,neotraditioneel (architectuurstijl),['neo-traditioneel'],"['de neotraditionele bouwstijl inspireert zich op de traditionele architectuur, die men eerder vrij gaat incorporeren in een meer eigentijdse vormgeving, met eigentijdse materialen en technieken (19e eeuw en 20e eeuw)']",['architectuurstijl'],[]
263,traditioneel,Q17599078,Oldambtster boerderij in traditioneel-ambachtelijke stijl met eclectische elementen,['rijksmonumentnummer 522159'],['Rijksmonument op Hoofdweg 251'],['boerenwoning'],[]
264,traditioneel,Q2674820,Hubertusbrood,,traditioneel religieus gebruik,[],['brood']
265,traditioneel,Q2997443,Suling,,Indonesisch traditioneel muziekinstrument,[],[]
266,traditioneel,Q100342217,Traditioneel aardewerk uit Mexico,,['Tentoonstelling uit 1990'],"['tentoonstelling', 'tijdelijke tentoonstelling']",[]
267,traditioneel,Q17457717,"Klimmenderstraat 2, Klimmen","['rijksmonumentnummer 507161', 'Gesloten hoeve in een traditioneel-ambachtelijke stijl. De voormalige hoeve is vrijstaand gesitueerd en bestaat uit een woonhuisgedeelte met hierachter in een U-vorm de voormalige bedrijfsgedeelten.']","['gebouw in Klimmen, Nederland']",['boerenwoning'],[]
268,traditioneel,Q49974793,neotraditioneel,['Neo-traditioneel'],"['De neotraditionele bouwstijl inspireert zich op de traditionele architectuur, die men eerder vrij gaat incorporeren in een meer eigentijdse vormgeving, met eigentijdse materialen en technieken. (19de eeuw en 20ste eeuw)']",['architectuurstijl'],[]
269,traditioneel,Q17598414,"Heistraat 2, Einighausen","['rijksmonumentnummer 521653', 'Ontginningsboerderij in traditioneel-ambachtelijke stijl']","['gebouw in Einighausen, Nederland']",['boerenbedrijf'],[]
270,traditioneel,Q85685942,traditioneel (architectuurstijl),"['bak- en zandsteenstijl', 'Maasstijl']","['een met name in interieurontwerp gehanteerde algemene stijl die wordt gekenmerkt door het gebruik van al lang bekende en alledaagse stijlen van meubilair, muren, raamelementen, etc']",['architectuurstijl'],[]
271,traditionele,Q17329877,Blok van acht arbeiderswoningen in ambachtelijk-traditionele stijl,['rijksmonumentnummer 520146'],['Rijksmonument op Eigen Brood Bovenal 82-96'],['woongebouw'],[]
272,traditionele,Q17329875,Blok van acht arbeiderswoningen in ambachtelijk-traditionele stijl,['rijksmonumentnummer 520145'],['Rijksmonument op Eigen Brood Bovenal 66-80'],['woongebouw'],[]
273,traditionele,Q2284248,traditionele Samische kleding,,,[],"['streekdracht', 'Samische cultuur']"
274,traditionele,Q85687459,neotraditioneel (architectuurstijl),['neo-traditioneel'],"de neotraditionele bouwstijl inspireert zich op de traditionele architectuur, die men eerder vrij gaat incorporeren in een meer eigentijdse vormgeving, met eigentijdse materialen en technieken (19e eeuw en 20e eeuw)",['architectuurstijl'],[]
275,traditionele,Q5292797,mainstream media,"['msm', 'gevestigde media']",traditionele massamedia die het grote publiek voorzien van informatie en daarbij voornamelijk de algemeen heersende opvattingen uitdragen en vormen,[],['massamedia']
276,traditionele,Q17329874,Blok van acht arbeiderswoningen in ambachtelijk-traditionele stijl,['rijksmonumentnummer 520144'],['Rijksmonument op Eigen Brood Bovenal 50-64'],['woongebouw'],[]
277,traditionele,Q17329872,Blok van acht arbeiderswoningen in ambachtelijk-traditionele stijl,['rijksmonumentnummer 520143'],['Rijksmonument op Eigen Brood Bovenal 34-48'],['woongebouw'],[]
278,traditionele,Q36192,folklore,"['folkverhaal', 'volkskunde']","traditionele en expressieve vormen van cultuur, volksoverleveringen","['genre', 'vakwetenschap']",['traditie']
279,traditionele,Q49974793,neotraditioneel,['Neo-traditioneel'],"De neotraditionele bouwstijl inspireert zich op de traditionele architectuur, die men eerder vrij gaat incorporeren in een meer eigentijdse vormgeving, met eigentijdse materialen en technieken. (19de eeuw en 20ste eeuw)",['architectuurstijl'],[]
280,traditionele,Q4384751,traditionele cultuur,,,[],[]
281,trans,Q2448817,Trans Am,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
282,trans,Q104775895,Black Queer & Trans Resistance Netherlands,,"['Gemeenschap en politieke actiegroep in Nederland, die zich richt op de bestrijding van racisme, transfobie en homofobie']","['actiegroep', 'virtuele gemeenschap']",[]
283,trans,Q647110,Trans-Atlantische driehoekshandel,"['Driehoeksvaart', 'Driehoekshandel']",,[],['handel']
284,trans,Q11594201,Hiroshi Fukuda,['Trans-Am★Hiroshi'],['Japans professioneel worstelaar'],['mens'],[]
285,trans,Q55371292,Musickbox - DD Trans & Mo Becha,,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
286,trans,Q48700347,Trans FX,,['muziekgroep uit Verenigde Staten van Amerika'],['muziekgroep'],[]
287,trans,Q10701282,trans-Atlantische slavenhandel,,,['aspect van de geschiedenis'],['slavenhandel']
288,trans,Q330756,Transkaukasische Federatieve Republiek,"['Trans-Kaukasische Federatieve Democratische Republiek', 'Trans-Kaukasische Federatieve Republiek', 'Kaukasische Federatie', 'Trans-Kaukasische Federatie', 'Transkaukasische Federatie']",,['niet-erkende staat'],[]
291,trans,Q32853805,Categorie:Voorvoegsel trans- in het Deens,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
292,wester,Q27010443,Gezicht op Wester Nieuwehoofdpoort vanuit het zuidwesten,,['schilderij van toeschrijving: David Welle'],['schilderij'],[]
293,wester,Q11721686,Wester-Amstel,"['Westeramstel', 'rijksmonumentnummer 414318']",['rijksmonumentcomplex (rijksmonumentnummer 414318)'],['complex bestaande uit meerdere objecten'],[]
294,wester,Q27010483,"Witte Poort (Wester Nieuwehoofdpoort), gezien vanuit het zuiden",,['schilderij van toeschrijving: Nicolaes Muys'],['schilderij'],[]
295,wester,Q49088788,Wester Butte,,['berg in Verenigde Staten van Amerika'],['berg'],[]
296,wester,Q2120549,Wester Bildtpollen,,,['polder'],[]
297,westerse,Q55367202,"Beyond Desire. Verlangen, attitude en styling in Afrikaanse en Westerse culturen",,['tentoonstelling'],['tijdelijke tentoonstelling'],[]
298,westerse,Q7988482,Westerse esoterie,,['reeks gerelateerde westerse denkbeelden en stromingen'],[],['esoterie']
300,wit,Q131468,wit gat,,,"['astronomisch objecttype', 'wetenschappelijke hypothese', 'hypothetisch hemellichaam']",['hemellichaam']
301,wit,Q114810983,De gerechtigheid,,schilderij van J. de Wit,['schilderij'],[]
302,wit,Q1938040,Verenigde Democratische Krachten,,Wit-Rusland,['politieke coalitie'],[]
303,wit,Q2035872,Religie in Wit-Rusland,,,['religie van een gebied'],[]
304,wit,Q65661087,nederzetting in Wit-Rusland,,['soort plattelandsgemeenschap in Wit-Rusland'],[],"['gehucht', 'bestuurlijke indeling op het vierde niveau']"
306,wit,Q1155906,politiek in Wit-Rusland,,,['politiek systeem'],[]
307,witte,Q42418819,Witte paardenkastanje,,"['opmerkelijke boom in Elsene, België']","['bijzondere boom', 'individueel organisme']",[]
308,witte,Q422321,blauwdruk,"['ozalid', 'cyanotypie']","reproductieve afdrukken van architectonische en andere technische tekeningen met witte afbeeldingen op een blauwe achtergrond, die zijn geproduceerd door middel van het blauwdrukprocédé.",[],"['document', 'kopie', 'prent']"
309,witte,Q1933841,Universele Witte Broederschap,,,"['vereniging onder de Franse wet van 1901', 'spiritualiteit']",[]
310,witte,Q12075880,Omrande Witte Banner,,,['militaire eenheid'],[]
311,witte,Q3288658,Witte Mobilisatiekruis 1914-1918,,,['onderscheiding'],[]
312,witte,Q822050,witte stof,,,"['lichaamsdeel', 'klasse van anatomische entiteit']",[]
313,witte,Q877152,witte olifant,['Blijvende blunder'],['uitdrukking voor ongebruikte of onafgewerkte openbare bouwprojecten'],['fraseologisme'],"['verkeersinfrastructuur', 'militaire eenheid', 'eigendom']"
314,witte,Q104632735,"Vermeer: zijn oorsprong, zijn invloed: Fabritius, De Hoogh, De Witte",,['tentoonstelling uit 1935'],['tijdelijke tentoonstelling'],[]
315,witte,Q4590598,rijp,['rijm'],witte aanslag van ijskristallen die vormen onder het vriespunt op een ondergrond,['ijs'],['fenomeen']
316,witten,Q206380,Annen,['Witten-Annen'],"['deel van Witten, Duitsland']",['Ortsteil'],[]
318,zigeuners,Q17335954,Rivierlandschap met zigeuners.,,['schilderij van Arent Arentsz.'],['schilderij'],[]
319,zuid-rhodesië,Q41978668,Categorie:VN-resolutie over economische steun vanwege de sancties tegen Zuid-Rhodesië,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
320,zuid-rhodesië,Q26234041,Categorie:VN-resolutie over de onafhankelijkheidsverklaring van Zuid-Rhodesië,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
321,zwart,Q28102040,Compositie geel-wit-zwart,,['schilderij van J.G. Ruijter'],['schilderij'],[]
322,zwart,Q92801551,Wit over Zwart,,['Nederlandse tentoonstelling uit 1989'],['tijdelijke tentoonstelling'],[]
323,zwart,Q104634730,Grijsaards in zwart-wit,,['tentoonstelling uit 2007'],['tijdelijke tentoonstelling'],[]
324,zwart,Q1783241,zwart water,,"['afvalwater, verontreinigd door menselijke ontlasting']",[],['afvalwater']
325,zwart,Q85620678,ferro-gallusdruk,['ferro-gallusprocedé'],"ijzerproces meestal gebruikt voor het reproduceren van technische tekeningen; levert een zwart beeld op, het beeld wordt ontwikkeld met galluszuur en wordt gefixeerd door het in water te wassen",['techniek'],[]
326,zwart,Q2407593,wit en zwart in het schaken,,,"['schaakterm', 'conventie']",[]
327,zwart,Q24062106,Wetmatige beweging zwart-wit (1),,['schilderij van Peter Struycken (Stedelijk A 24186)'],['schilderij'],[]
328,zwart,Q100341274,Zwart en wit,,['Tentoonstelling uit 2013'],['tijdelijke tentoonstelling'],[]
329,zwarte,Q108052719,Witte en Zwarte Brekken,,['Natuurbeschermingswet'],['beschermd gebied'],[]
330,zwarte,Q2294710,bonseki,,Japanse kunstvorm waarin miniatuur landschappen gemaakt worden op zwarte oppervlakken,"['artistieke techniek', 'kunsttype']",[]
331,zwarte,Q2282021,Uiterwaarden Zwarte Water en Vecht,,['natuurgebied in Nederland'],"['Natura 2000-gebied', 'uiterwaard', 'beschermd gebied', 'natuurgebied']",[]
332,zwarte,Q111545624,Digital blackface,,praktijk waarbij blanken mensen gebruikmaken van GIF's en digitale afbeeldingen van zwarte mensen voor zelfexpressie,['racisme'],[]
333,zwarte,Q854050,effectieve temperatuur,,temperatuur van een zwarte straler corresponderend met haar fluxdichtheid,[],['temperatuur']
334,zwarte,Q108918611,Zwarte veer,,['kunstwerk van Eugène Brands uit 1953'],['tekening'],[]
335,zwarte,Q27006809,Geschilderd wandpaneel met rechtsboven een vrouwenfiguur en centraal een zwarte vorm gelijkend op een walvis,,['schilderij van Dolf Henkes'],['schilderij'],[]
336,zwarte,Q1969546,Witte- en Zwarte Brekken en Oudhof,,['meer in Nederland'],"['meer', 'Natura 2000-gebied', 'natuurgebied']",[]
337,zwarte,Q18960712,Zwarte Paard,['Zwarte Paard (Ingen)'],"['straat in Ingen, Nederland']",['straat'],[]
339,zwarts,Q14529441,Zwarts & Jansma Architecten,['ZJA Zwarts & Jansma Architecten'],['architectenbureau in Amsterdam'],['architectenbureau'],[]
