,term,entity_id,text_1,text_2,text_3
202,homosexual,homosexual.n.01,"['homosexual', 'homophile', 'homo', 'gay']",someone who is sexually attracted to persons of the same sex,[]
203,homosexual,lesbian.s.01,"['lesbian', 'sapphic']",of or relating to or characterized by homosexual relations between woman,[]
204,homosexual,closet_queen.n.01,['closet_queen'],a negative term for a homosexual man who chooses not to reveal his sexual orientation,[]
205,homosexual,homosexual.a.01,['homosexual'],sexually attracted to members of your own sex,[]
206,homosexual,beard.n.03,['beard'],a person who diverts suspicion from someone (especially a woman who accompanies a male homosexual in order to conceal his homosexuality),[]
207,homosexual,tribadistic.a.01,['tribadistic'],of female homosexual behavior that attempts to simulate heterosexual behavior,[]
208,homosexual,homophobic.s.01,['homophobic'],prejudiced against homosexual people,[]
209,homosexual,gay.s.06,"['gay', 'queer', 'homophile']",homosexual or arousing homosexual desires,[]
210,homosexual,homophobia.n.01,['homophobia'],prejudice against (fear or dislike of) homosexual people and homosexuality,[]
211,homosexuals,gay_liberation_movement.n.01,"['gay_liberation_movement', 'gay_lib']",the movement aimed at liberating homosexuals from legal or social or economic oppression,[]
212,homosexuals,butch.s.02,['butch'],(of male or female homosexuals) characterized by stereotypically male traits or appearance,[]
213,hottentot,khoikhoin.n.01,"['Khoikhoin', 'Khoikhoi', 'Hottentot']",any of the Khoisan languages spoken by the pastoral people of Namibia and South Africa,[]
214,immigrant,immigrant.n.01,['immigrant'],a person who comes to a country where they were not born in order to settle there,[]
215,immigrant,skinhead.n.01,"['skinhead', 'skin']",a member of any of several British or American groups consisting predominantly of young people who shave their heads; some engage in white supremacist and anti-immigrant activities and this leads to the perception that all skinheads are racist and violent,[]
216,immigrant,old_country.n.01,['old_country'],the country of origin of an immigrant,[]
217,immigrants,immigration.n.02,['immigration'],the body of immigrants arriving during a specified interval,['the increased immigration strengthened the colony']
218,immigrants,coyote.n.02,['coyote'],someone who smuggles illegal immigrants into the United States (usually across the Mexican border),[]
219,immigrants,immigrate.v.02,['immigrate'],introduce or send as immigrants,['Britain immigrated many colonists to America']
220,immigrants,bullpen.n.02,"['bullpen', 'detention_cell', 'detention_centre']",a large cell where prisoners (people awaiting trial or sentence or refugees or illegal immigrants) are confined together temporarily,[]
221,immigrants,american_party.n.01,"['American_Party', 'Know-Nothing_Party']",a former political party in the United States; active in the 1850s to keep power out of the hands of immigrants and Roman Catholics,[]
222,immigrants,padrone.n.02,['padrone'],an employer who exploits Italian immigrants in the U.S.,[]
223,immigrants,immigrant_class.n.01,['immigrant_class'],recent immigrants who are lumped together as a class by their low socioeconomic status in spite of different cultural backgrounds,[]
224,immigrants,cajun.n.01,['Cajun'],a Louisianian descended from Acadian immigrants from Nova Scotia (`Cajun' comes from `Acadian'),[]
225,indian,indian.a.01,['Indian'],of or relating to or characteristic of India or the East Indies or their peoples or languages or cultures,"['the Indian subcontinent', 'Indian saris']"
226,indian,chinook.n.02,['Chinook'],a member of an important North American Indian people who controlled the mouth of the Columbia river; they were organized into settlements rather than tribes,[]
227,indian,indian.a.02,"['Indian', 'Amerind', 'Amerindic', 'Native_American']",of or pertaining to Native Americans or their culture or languages,"['Native American religions', 'Indian arrowheads']"
228,indian,half-breed.n.01,['half-breed'],an offensive term for an offspring of parents of different racial group (especially of Caucasian and American Indian ancestry),[]
229,indian,athapaskan.n.01,"['Athapaskan', 'Athapascan', 'Athabaskan', 'Athabascan']",a member of any of the North American Indian groups speaking an Athapaskan language and living in the subarctic regions of western Canada and central Alaska,[]
230,indian,jat.n.01,['Jat'],a member of an Indo-European people widely scattered throughout the northwest of the Indian subcontinent and consisting of Muslims and Hindus and Sikhs,[]
231,indian,shoshone.n.01,"['Shoshone', 'Shoshoni']",a member of the North American Indian people (related to the Aztecs) of the southwestern United States,[]
232,indian,brahman.n.04,"['Brahman', 'Brahma', 'Brahmin', 'Bos_indicus']",any of several breeds of Indian cattle; especially a large American heat and tick resistant greyish humped breed evolved in the Gulf States by interbreeding Indian cattle and now used chiefly for crossbreeding,[]
233,indian,muskhogean.n.02,"['Muskhogean', 'Muskhogean_language', 'Muskogean', 'Muskogean_language']",a family of North American Indian languages spoken in the southeastern United States,[]
234,indian,hokan.n.02,"['Hokan', 'Hoka']",a member of a North American Indian people speaking one of the Hokan languages,[]
235,indians,wickiup.n.01,"['wickiup', 'wikiup']",a lodge consisting of a frame covered with matting or brush; used by nomadic American Indians in the southwestern United States,[]
236,indians,potlatch.n.01,['potlatch'],"a ceremonial feast held by some Indians of the northwestern coast of North America (as in celebrating a marriage or a new accession) in which the host gives gifts to tribesmen and others to display his superior wealth (sometimes, formerly, to his own impoverishment)",[]
237,indians,kittee.n.01,['kittee'],a form of torture used by American Indians in which sensitive parts of the body were squeezed between two boards until the victim could bear no more,[]
238,indians,salish.n.02,['Salish'],a member of a group of North American Indians speaking a Salishan language and living on the northwest coast of North America,[]
239,indians,totem.n.02,['totem'],emblem consisting of an object such as an animal or plant; serves as the symbol of a family or clan (especially among American Indians),[]
240,indians,quechua.n.02,"['Quechua', 'Kechua']",a community of South American Indians in Peru who were formerly the ruling class of the Incan Empire,[]
241,indians,arapaho.n.01,"['Arapaho', 'Arapahoe']",a member of a tribe of Plains Indians formerly inhabiting eastern Colorado and Wyoming (now living in Oklahoma and Wyoming),[]
242,indians,colorado_river_hemp.n.01,"['Colorado_River_hemp', 'Sesbania_exaltata']",tall-growing annual of southwestern United States widely grown as green manure; yields a strong tough bast fiber formerly used by Indians for cordage,[]
243,indians,tomahawk.n.01,"['tomahawk', 'hatchet']",weapon consisting of a fighting ax; used by North American Indians,[]
244,indians,plains_indian.n.01,"['Plains_Indian', 'Buffalo_Indian']",a member of one of the tribes of American Indians who lived a nomadic life following the buffalo in the Great Plains of North America,[]
245,indigenous,autochthonal.s.01,"['autochthonal', 'autochthonic', 'autochthonous', 'endemic', 'indigenous']",originating where it is found,"['the autochthonal fauna of Australia includes the kangaroo', 'autochthonous rocks and people and folktales', 'endemic folkways', 'the Ainu are indigenous to the northernmost islands of Japan']"
246,indigenous,superstrate.n.02,"['superstrate', 'superstratum']",the language of a later invading people that is imposed on an indigenous population and contributes features to their language,[]
247,indigenous,native_hawaiian.n.01,['Native_Hawaiian'],a member or descendant of the indigenous Polynesian people who lived in the Hawaiian Islands,[]
248,indigenous,finno-ugric.n.01,"['Finno-Ugric', 'Finno-Ugrian']",a family of Uralic languages indigenous to Scandinavia and Hungary and Russia and western Siberia (prior to the Slavic expansion into those regions),[]
249,indigenous,substrate.n.04,"['substrate', 'substratum']",an indigenous language that contributes features to the language of an invading people who impose their language on the indigenous population,['the Celtic languages of Britain are a substrate for English']
250,indigenous,lapp.n.01,"['Lapp', 'Lapplander', 'Sami', 'Saami', 'Same', 'Saame']",a member of an indigenous nomadic people living in northern Scandinavia and herding reindeer,[]
251,indigenous,ural-altaic.n.01,['Ural-Altaic'],a (postulated) group of languages including many of the indigenous languages of Russia (but not Russian),[]
252,indigenous,chukchi.n.01,['Chukchi'],a member of an indigenous people living on the Chukchi Peninsula,[]
253,indigenous,shinto.n.02,"['Shinto', 'Shintoism']",the ancient indigenous religion of Japan lacking formal dogma; characterized by a veneration of nature spirits and of ancestors,[]
254,indigenous,chukchi.n.02,"['Chukchi', 'Chukchi_language']",an indigenous and isolated language of unknown origin spoken by the Chukchi that is pronounced differently by men and women,[]
255,indo,baltic.n.02,"['Baltic', 'Baltic_language']",a branch of the Indo-European family of languages related to the Slavonic languages; Baltic languages have preserved many archaic features that are believed to have existed in Proto-Indo European,[]
256,indo,thraco-phrygian.n.01,['Thraco-Phrygian'],an extinct branch of the Indo-European language family thought by some to be related to Armenian,[]
257,indo,anatolian.n.01,"['Anatolian', 'Anatolian_language']",an extinct branch of the Indo-European family of languages known from inscriptions and important in the reconstruction of Proto-Indo European,[]
258,indo,balto-slavic.n.01,"['Balto-Slavic', 'Balto-Slavic_language', 'Balto-Slavonic']",a family of Indo-European languages including the Slavic and Baltic languages,[]
259,indo,indo-european.a.01,"['Indo-European', 'Indo-Germanic']",of or relating to the Indo-European language family,[]
260,indo,tocharian.n.01,['Tocharian'],a branch of the Indo-European language family that originated in central Asia during the first millennium A.D.,[]
261,indo,jat.n.01,['Jat'],a member of an Indo-European people widely scattered throughout the northwest of the Indian subcontinent and consisting of Muslims and Hindus and Sikhs,[]
262,indo,english.n.01,"['English', 'English_language']",an Indo-European language belonging to the West Germanic branch; the official language of Britain and the United States and most of the commonwealth countries,[]
263,indo,armenian.n.02,"['Armenian', 'Armenian_language']","the Indo-European language spoken predominantly in Armenia, but also in Azerbaijan",[]
264,indo,germanic.n.01,"['Germanic', 'Germanic_language']",a branch of the Indo-European family of languages; members that are spoken currently fall into two major groups: Scandinavian and West Germanic,[]
265,inuit,eskimo.n.01,"['Eskimo', 'Esquimau', 'Inuit']",a member of a people inhabiting the Arctic (northern Canada or Greenland or Alaska or eastern Siberia); the Algonquians called them Eskimo (`eaters of raw flesh') but they call themselves the Inuit (`the people'),[]
267,inuit,nunavut.n.01,['Nunavut'],an Arctic territory in northern Canada created in 1999 and governed solely by the Inuit; includes the eastern part of what was the Northwest Territories and most of the islands of the Arctic Archipelago,['Nunavut is the homeland of the Inuit people']
268,kaffir,kaffir.n.02,"['kaffir', 'kafir', 'caffer', 'caffre']",an offensive and insulting term for any Black African,[]
269,kaffir,great_millet.n.01,"['great_millet', 'kaffir', 'kafir_corn', 'kaffir_corn', 'Sorghum_bicolor']",important for human and animal food; growth habit and stem form similar to Indian corn but having sawtooth-edged leaves,[]
270,lilliputian,lilliputian.n.01,['lilliputian'],a very small person (resembling a Lilliputian),[]
272,lilliputian,bantam.s.01,"['bantam', 'diminutive', 'lilliputian', 'midget', 'petite', 'tiny', 'flyspeck']",very small,"['diminutive in stature', 'a lilliputian chest of drawers', 'her petite figure', 'tiny feet', 'the flyspeck nation of Bahrain moved toward democracy']"
273,lilliputian,lilliputian.a.01,['Lilliputian'],tiny; relating to or characteristic of the imaginary country of Lilliput,['the Lilliputian population']
274,lilliputian,fiddling.s.01,"['fiddling', 'footling', 'lilliputian', 'little', 'niggling', 'piddling', 'piffling', 'petty', 'picayune', 'trivial']",(informal) small and of little importance,"['a fiddling sum of money', 'a footling gesture', 'our worries are lilliputian compared with those of countries that are at war', 'a little (or small) matter', 'a dispute over niggling details', 'limited to petty enterprises', 'piffling efforts', 'giving a police officer a free meal may be against the law, but it seems to be a picayune infraction']"
275,lilliputian,lilliputian.n.02,['Lilliputian'],a 6-inch tall inhabitant of Lilliput in a novel by Jonathan Swift,[]
276,madras,tamil_nadu.n.01,"['Tamil_Nadu', 'Madras']",a state in southeastern India on the Bay of Bengal (south of Andhra Pradesh); formerly Madras,[]
278,madras,chennai.n.01,"['Chennai', 'Madras']",a city in Tamil Nadu on the Bay of Bengal; formerly Madras,[]
280,madras,savara.n.02,['Savara'],a Dravidian language spoken by the Savara in southeastern India (north of Madras),[]
281,madras,madras.n.03,['madras'],a light patterned cotton cloth,[]
282,maroon,maroon.v.02,['maroon'],leave stranded on a desert island without resources,['The mutinous sailors were marooned on an island']
283,maroon,maroon.n.01,['maroon'],a person who is stranded (as on an island),['when the tide came in I was a maroon out there']
284,maroon,hog_peanut.n.01,"['hog_peanut', 'wild_peanut', 'Amphicarpaea_bracteata', 'Amphicarpa_bracteata']",vine widely distributed in eastern North America producing racemes of purple to maroon flowers and abundant (usually subterranean) edible one-seeded pods resembling peanuts,[]
285,maroon,maroon.v.01,"['maroon', 'strand']",leave stranded or isolated with little hope of rescue,['the travellers were marooned']
286,maroon,maroon.n.03,['maroon'],an exploding firework used as a warning signal,[]
287,maroon,snake's_head_fritillary.n.01,"[""snake's_head_fritillary"", 'guinea-hen_flower', 'checkered_daffodil', 'leper_lily', 'Fritillaria_meleagris']",Eurasian checkered lily with pendant flowers usually veined and checkered with purple or maroon on a pale ground and shaped like the bells carried by lepers in medieval times; widely grown as an ornamental,[]
288,maroon,hyacinth_bean.n.01,"['hyacinth_bean', 'bonavist', 'Indian_bean', 'Egyptian_bean', 'Lablab_purpureus', 'Dolichos_lablab']",perennial twining vine of Old World tropics having trifoliate leaves and racemes of fragrant purple pea-like flowers followed by maroon pods of edible seeds; grown as an ornamental and as a vegetable on the Indian subcontinent; sometimes placed in genus Dolichos,[]
289,maroon,konini.n.01,"['konini', 'tree_fuchsia', 'native_fuchsia', 'Fuchsia_excorticata']",erect deciduous shrub or tree to 10 feet with maroon flowers; New Zealand,[]
290,maroon,ketembilla.n.02,"['ketembilla', 'kitembilla', 'kitambilla']",maroon-purple gooseberry-like fruit of India having tart-sweet purple pulp used especially for preserves,[]
291,maroon,leopard_lily.n.01,"['leopard_lily', 'panther_lily', 'Lilium_pardalinum']",lily of western United States having orange-red to crimson maroon-spotted flowers,[]
292,medicine man,rainmaker.n.02,['rainmaker'],American Indian medicine man who attempt to make it rain,[]
293,mestizo,mestizo.n.01,['mestizo'],a person of mixed racial ancestry (especially mixed European and Native American ancestry),[]
294,metis,metis.n.01,['Metis'],a person in western Canada who is of Caucasian and American Indian ancestry,[]
295,mohammedan,muhammadan.a.01,"['Muhammadan', 'Mohammedan']",of or relating to the Arabian prophet Muhammad or to the religion he founded,[]
296,mohammedan,mohammedan.n.01,"['Mohammedan', 'Muhammedan', 'Muhammadan']",a follower of Mohammed,[]
297,mongoloid,mongoloid.a.02,['Mongoloid'],of or pertaining to or characteristic of one of the traditional racial division of humankind including especially peoples of central and eastern Asia,[]
298,mongoloid,mongoloid.n.02,['mongoloid'],"a person suffering from Down syndrome (no longer used technically in this sense, now considered offensive)",[]
299,mongoloid,mongoloid.a.03,['mongoloid'],(offensive) of or relating to or suffering from Down syndrome,[]
300,mongoloid,mongoloid.a.01,['mongoloid'],characteristic of or resembling a Mongol,['the mongoloid epicanthic fold']
301,mongoloid,mongoloid.n.01,['Mongoloid'],a member of the Mongoloid family,[]
303,moor,moor.n.01,['Moor'],one of the Muslim people of north Africa; of mixed Arab and Berber descent; converted to Islam in the 8th century; conqueror of Spain in the 8th century,[]
304,moor,converso.n.01,['Converso'],(medieval Spain and Portugal) a Jew or Moor who professed to convert to Christianity in order to avoid persecution or expulsion,[]
305,moor,moor.n.02,"['moor', 'moorland']",open land usually with peaty soil covered with heather and bracken and moss,[]
306,moor,marston_moor.n.01,['Marston_Moor'],a former moor in northern England,[]
307,moor,moor.v.02,"['moor', 'berth', 'wharf']",come into or dock at a wharf,['the big ship wharfed in the evening']
308,moor,moor.v.03,['moor'],secure with cables or ropes,['moor the boat']
309,moor,wharf.v.05,['wharf'],moor at a wharf,['The ship was wharfed']
310,moor,moor.v.01,"['moor', 'berth', 'tie_up']",secure in or as if in a berth or dock,['tie up the boat']
311,moors,granada.n.01,['Granada'],a city in southeastern Spain that was the capital of the Moorish kingdom until it was captured by Ferdinand and Isabella in 1492; site of the Alhambra (a palace and fortress built by Moors in the Middle Ages) which is now a major tourist attraction,[]
312,moors,ferdinand.n.01,"['Ferdinand', 'King_Ferdinand', 'Ferdinand_of_Aragon', 'Ferdinand_V', 'Ferdinand_the_Catholic']",the king of Castile and Aragon who ruled jointly with his wife Isabella; his marriage to Isabella I in 1469 marked the beginning of the modern state of Spain and their capture of Granada from the Moors in 1492 united Spain as one country; they instituted the Spanish Inquisition in 1478 and supported the expedition of Christopher Columbus in 1492 (1452-1516),[]
313,moors,moorish.a.01,"['Moorish', 'Moresque']",relating to or characteristic of the Moors,['Moorish courtyard']
314,moors,alcazar.n.01,['alcazar'],any of various Spanish fortresses or palaces built by the Moors,[]
315,moors,cornish_heath.n.01,"['Cornish_heath', 'Erica_vagans']",bushy shrub having pink to white flowers; common on the moors of Cornwall and in southwestern Europe; cultivated elsewhere,[]
316,moors,broom_tree.n.01,"['broom_tree', 'needle_furze', 'petty_whin', 'Genista_anglica']",prickly yellow-flowered shrub of the moors of New England and Europe,[]
317,moors,red_grouse.n.01,"['red_grouse', 'moorfowl', 'moorbird', 'moor-bird', 'moorgame', 'Lagopus_scoticus']",reddish-brown grouse of upland moors of Great Britain,[]
318,moors,burnous.n.01,"['burnous', 'burnoose', 'burnouse']",a long hooded cloak woven of wool in one piece; worn by Arabs and Moors,[]
319,mulatto,mulatto.n.01,['mulatto'],an offspring of a black and a white parent,[]
320,mulatto,quadroon.n.01,['quadroon'],an offspring of a mulatto and a white parent; a person who is one-quarter black,[]
321,native,native.a.03,"['native', 'aboriginal']",characteristic of or relating to people inhabiting a region from the beginning,"['native Americans', 'the aboriginal peoples of Australia']"
322,native,native.a.01,['native'],characteristic of or existing by virtue of geographic origin,"['the native North American sugar maple', 'many native artists studied abroad']"
323,native,native.n.01,"['native', 'indigen', 'indigene', 'aborigine', 'aboriginal']",an indigenous person who was born in a particular place,"['the art of the natives of the northwest coast', 'the Canadian government scrapped plans to tax the grants to aboriginal college students']"
324,native,brinton.n.01,"['Brinton', 'Daniel_Garrison_Brinton']",United States anthropologist who was the first to attempt a systematic classification of Native American languages (1837-1899),[]
325,native,whitman.n.02,"['Whitman', 'Marcus_Whitman']",United States frontier missionary who established a post in Oregon where Christianity and schooling and medicine were available to Native Americans (1802-1847),[]
326,native,aleut.n.02,['Aleut'],a community of Native Americans who speak an Eskimo-Aleut language and inhabit the Aleutian Islands and southwestern Alaska,['the Aleut and the Eskimo are related culturally and linguistically']
327,native,endemic.a.02,['endemic'],native to or confined to a certain region,['the islands have a number of interesting endemic species']
328,native,emigration.n.01,"['emigration', 'out-migration', 'expatriation']",migration from a place (especially migration from your native country in order to settle in another),[]
329,native,immigration.n.01,"['immigration', 'in-migration']",migration into a place (especially migration to a country of which you are not a native in order to settle there),[]
330,native,tagalog.n.01,['Tagalog'],a member of a people native to the Philippines chiefly inhabiting central Luzon around and including Manila,[]
331,natives,swiss.n.01,"['Swiss', 'Swiss_people']",the natives or inhabitants of Switzerland,[]
332,natives,geordie.n.02,['geordie'],the nonstandard dialect of natives of Newcastle-upon-Tyne,[]
333,natives,cockney.n.02,['cockney'],the nonstandard dialect of natives of the east end of London,[]
334,natives,erythroxylon_coca.n.01,"['Erythroxylon_coca', 'coca', 'coca_plant']",a South American shrub whose leaves are chewed by natives of the Andes; a source of cocaine,[]
335,natives,reed_grass.n.01,['reed_grass'],any of various tall perennial grasses of the genus Calamagrostis having feathery plumes; natives of marshland fens and wet woodlands of temperate northern hemisphere,[]
336,negro,black.n.05,"['Black', 'African-American', 'Negro', 'Negroid']","a person with African ancestry,  and  are archaic and pejorative today","['Negro', 'Negroid']"
337,negro,blackface.n.01,['blackface'],the makeup (usually burnt cork) used by a performer in order to imitate a Negro,[]
338,negro,liberia.n.01,"['Liberia', 'Republic_of_Liberia']",a republic in West Africa; established in 1822 by Americans as a way to free negro slaves,[]
339,negro,colored.s.02,"['colored', 'coloured', 'negro']",having skin rich in melanin pigments,[]
340,negro,minstrel_show.n.01,['minstrel_show'],a troupe of performers in blackface typically giving a comic program of negro songs and jokes,[]
341,oriental,oriental.s.01,['oriental'],denoting or characteristic of countries of the Far East,['oriental civilization']
342,oriental,western.a.01,['western'],relating to or characteristic of the western parts of the world or the West as opposed to the eastern or oriental parts,"['the western world', 'western thought']"
343,oriental,neoplatonism.n.01,['Neoplatonism'],a system of philosophical and theological doctrines composed of elements of Platonism and Aristotelianism and oriental mysticism; its most distinctive doctrine holds that the first principle and source of reality transcends being and thought and is naturally unknowable,"['Neoplatonism was predominant in pagan Europe until the 6th century', 'Neoplatonism was a major influence on early Christian writers and on later medieval and Renaissance thought and on Islamic philosophy']"
344,oriental,selvage.n.01,"['selvage', 'selvedge']",border consisting of an ornamental fringe at either end of an oriental carpet,[]
345,oriental,tobey.n.01,"['Tobey', 'Mark_Tobey']",United States abstract painter influenced by oriental calligraphy (1890-1976),[]
346,oriental,armillaria_ponderosa.n.01,"['Armillaria_ponderosa', 'white_matsutake']",a large white mushroom that develops brown stains as it ages; gills are white; odor is spicy and aromatic; collected commercially for oriental cooking the Pacific Northwest,[]
347,oriental,martial_art.n.01,['martial_art'],any of several Oriental arts of weaponless self-defense; usually practiced as a sport,['he had a black belt in the martial arts']
348,oriental,orientalist.n.01,['orientalist'],a specialist in oriental subjects,[]
349,oriental,hookah.n.01,"['hookah', 'narghile', 'nargileh', 'sheesha', 'shisha', 'chicha', 'calean', 'kalian', 'water_pipe', 'hubble-bubble', 'hubbly-bubbly']",an oriental tobacco pipe with a long flexible tube connected to a container where the smoke is cooled by passing through water,['a bipolar world with the hookah and Turkish coffee versus hamburgers and Coca Cola']
350,oriental,orientalize.v.01,"['orientalize', 'orientalise']",make oriental in character,['orientalize your garden']
351,page,page.n.06,"['page', 'varlet']",in medieval times a youth acting as a knight's attendant as the first stage in training for knighthood,[]
352,page,page.n.05,['page'],a youthful attendant at official functions or ceremonies such as legislative functions and weddings,[]
353,page,masthead.n.01,"['masthead', 'flag']","a listing printed in all issues of a newspaper or magazine (usually on the editorial page) that gives the name of the publication and the names of the editorial staff, etc.",[]
354,page,page.v.02,['page'],work as a page,['He is paging in Congress this summer']
356,page,pop-up_book.n.01,"['pop-up_book', 'pop-up']",a book (usually for children) that contains one or more pages such that a three-dimensional structure rises up when a page is opened,[]
357,page,page.n.03,"['Page', 'Thomas_Nelson_Page']",United States diplomat and writer about the Old South (1853-1922),[]
358,page,column.n.08,['column'],a page or text that is vertically divided,"['the newspaper devoted several columns to the subject', 'the bookkeeper used pages that were divided into columns']"
359,page,index.n.04,['index'],an alphabetical listing of names and topics along with page numbers where they are discussed,[]
360,page,imprint.n.03,['imprint'],an identification of a publisher; a publisher's name along with the date and address and edition that is printed at the bottom of the title page,['the book was published under a distinguished imprint']
361,page,page.n.04,"['page', 'pageboy']",a boy who is employed to run errands,[]
362,pages,family_bible.n.01,['family_Bible'],a large Bible with pages to record marriages and births,[]
363,pages,book.n.01,['book'],a written work or composition that has been published (printed on pages bound together),['I am reading a good book on economics']
364,pages,pop-up_book.n.01,"['pop-up_book', 'pop-up']",a book (usually for children) that contains one or more pages such that a three-dimensional structure rises up when a page is opened,[]
365,pages,score.n.02,"['score', 'musical_score']",a written form of a musical composition; parts for different instruments appear on separate staves on large pages,['he studied the score of the sonata']
366,pages,book.n.02,"['book', 'volume']",physical objects consisting of a number of pages bound together,['he used a large book as a doorstop']
367,pages,pagination.n.01,"['pagination', 'folio', 'page_number', 'paging']",the system of numbering pages,[]
368,pages,chase.n.03,['chase'],a rectangular metal frame used in letterpress printing to hold together the pages or columns of composed type that are printed at one time,[]
369,pages,web_site.n.01,"['web_site', 'website', 'internet_site', 'site']",a computer connected to the internet that maintains a series of web pages on the World Wide Web,['the Israeli web site was damaged by hostile hackers']
370,pages,spread.n.07,"['spread', 'spread_head', 'spreadhead', 'facing_pages']",two facing pages of a book or other publication,[]
371,pages,octavo.n.01,"['octavo', 'eightvo', '8vo']",the size of a book whose pages are made by folding a sheet of paper three times to form eight leaves,[]
372,primitive,crude.s.04,"['crude', 'primitive', 'rude']",belonging to an early stage of technical development; characterized by simplicity and (often) crudeness,"['the crude weapons and rude agricultural implements of early man', 'primitive movies of the 1890s', 'primitive living conditions in the Appalachian mountains']"
373,primitive,hamamelidae.n.01,"['Hamamelidae', 'subclass_Hamamelidae']",a group of chiefly woody plants considered among the most primitive of angiosperms; perianth poorly developed or lacking; flowers often unisexual and often in catkins and often wind pollinated; contains 23 families including the Betulaceae and Fagaceae (includes the Amentiferae); sometimes classified as a superorder,[]
374,primitive,trickster.n.03,['trickster'],a mischievous supernatural being found in the folklore of many primitive people; sometimes distinguished by prodigious biological drives and exaggerated bodily parts,[]
375,primitive,monera.n.01,"['Monera', 'kingdom_Monera', 'Prokayotae', 'kingdom_Prokaryotae']",prokaryotic bacteria and blue-green algae and various primitive pathogens; because of lack of consensus on how to divide the organisms into phyla informal names are used for the major divisions,[]
376,primitive,magnoliidae.n.01,"['Magnoliidae', 'subclass_Magnoliidae', 'ranalian_complex']",a group of families of trees and shrubs and herbs having well-developed perianths and apocarpous ovaries and generally regarded as the most primitive extant flowering plants; contains 36 families including Magnoliaceae and Ranunculaceae; sometimes classified as a superorder,[]
377,primitive,primitive.n.02,['primitive'],a mathematical expression from which another expression is derived,[]
378,primitive,primitive.n.01,"['primitive', 'primitive_person']",a person who belongs to an early stage of civilization,[]
379,primitive,primitively.r.02,['primitively'],in a primitive style or manner,['rather primitively operated foundries']
380,primitive,primitive.s.04,"['primitive', 'naive']",of or created by one without formal training; simple or naive in style,['primitive art such as that by Grandma Moses is often colorful and striking']
381,primitive,wild.n.01,"['wild', 'natural_state', 'state_of_nature']",a wild primitive state untouched by civilization,"['he lived in the wild', 'they collected mushrooms in the wild']"
382,primitivism,primitivism.n.02,['primitivism'],a genre characteristic of (or imitative of) primitive artists or children,[]
383,primitivism,crudeness.n.01,"['crudeness', 'crudity', 'primitiveness', 'primitivism', 'rudeness']",a wild or unrefined state,[]
384,pygmy,gowen_cypress.n.01,"['gowen_cypress', 'Cupressus_goveniana']",small sometimes shrubby tree native to California; often used as an ornamental; in some classification systems includes the pygmy cypress and the Santa Cruz cypress,[]
385,pygmy,pygmy.n.01,"['pygmy', 'pigmy']",an unusually small individual,[]
386,pygmy,pygmy.n.02,"['Pygmy', 'Pigmy']",any member of various peoples having an average height of less than five feet,[]
387,pygmy,ground_rattler.n.01,"['ground_rattler', 'massasauga', 'Sistrurus_miliaris']",small pygmy rattlesnake,[]
388,pygmy,massasauga.n.02,"['massasauga', 'massasauga_rattler', 'Sistrurus_catenatus']",pygmy rattlesnake found in moist areas from the Great Lakes to Mexico; feeds on mice and small amphibians,[]
389,pygmy,baiomys.n.01,"['Baiomys', 'genus_Baiomys']",pygmy mice,[]
390,pygmy,sistrurus.n.01,"['Sistrurus', 'genus_Sistrurus']",pygmy rattlesnakes,[]
391,pygmy,cebuella.n.01,"['Cebuella', 'genus_Cebuella']",pygmy marmosets,[]
392,pygmy,kogia.n.01,"['Kogia', 'genus_Kogia']",pygmy sperm whales,[]
393,queer,gay.s.06,"['gay', 'queer', 'homophile']",homosexual or arousing homosexual desires,[]
394,queer,fagot.n.01,"['fagot', 'faggot', 'fag', 'fairy', 'nance', 'pansy', 'queen', 'queer', 'poof', 'poove', 'pouf']",offensive term for a homosexual man,[]
395,queer,curious.s.01,"['curious', 'funny', 'odd', 'peculiar', 'queer', 'rum', 'rummy', 'singular']",beyond or deviating from the usual or expected,"['a curious hybrid accent', 'her speech has a funny twang', 'they have some funny ideas about war', 'had an odd name', 'the peculiar aromatic odor of cloves', 'something definitely queer about this town', 'what a rum fellow', 'singular behavior']"
396,queer,queer.v.02,"['queer', 'expose', 'scupper', 'endanger', 'peril']","put in a dangerous, disadvantageous, or difficult position",[]
397,queer,thwart.v.01,"['thwart', 'queer', 'spoil', 'scotch', 'foil', 'cross', 'frustrate', 'baffle', 'bilk']","hinder or prevent (the efforts, plans, or desires) of","[""What ultimately frustrated every challenger was Ruth's amazing September surge"", 'foil your opponent']"
398,race,race.n.03,['race'],people who are believed to belong to the same genetic stock,['some biologists doubt that there are important genetic differences between races of human beings']
399,race,subspecies.n.01,"['subspecies', 'race']",(biology) a taxonomic group that is a division of a species; usually arises as a consequence of geographical isolation within a species,[]
400,race,linguistic_profiling.n.01,['linguistic_profiling'],using speech characteristics or dialect to identify a speaker's race or religion or social class,[]
401,race,racial.a.02,['racial'],of or characteristic of race or races or arising from differences among groups,"['racial differences', 'racial discrimination']"
402,race,supremacism.n.01,['supremacism'],the belief that some particular group or race is superior to all others,['white supremacism']
403,race,equal_opportunity.n.01,['equal_opportunity'],the right to equivalent opportunities for employment regardless of race or color or sex or national origin,[]
404,race,racial_immunity.n.01,['racial_immunity'],natural immunity shared by all members of a particular race,[]
405,race,ethnic_group.n.01,"['ethnic_group', 'ethnos']",people of the same race or nationality who share a distinctive culture,[]
