,term,URI,aat_bow,cs_scopeNote_tfidf
4738,ethnic group,300265304,"['style', 'kenya', 'great', 'work', 'valley', 'aarai', 'name', 'produced', 'turkana', 'aro', 'inhabiting', 'group', 'african', 'lake', 'ariaal', 'rift', 'arial', 'ari', 'ara', 'refers', 'upper', 'ethnic']",0.746
4739,ethnic group,300263116,"['name', 'style', 'culture', 'inhabiting', 'group', 'northeastern', 'ethnic', 'african', 'namibia', 'ogowe']",0.798
4740,ethnic group,300015872,"['bargo', 'style', 'baatonu', 'bénin', 'berba', 'baatonun', 'borgawa', 'barga', 'borgu', 'bongu', 'name', 'inhabiting', 'group', 'western', 'nigeria', 'african', 'culture', 'burgu', 'barba', 'batonu', 'barina', 'bargu', 'bariba', 'batonnun', 'sudanese', 'ethnic']",0.772
4741,ethnic group,300262489,"['republic', 'congo', 'mongo', 'inhabiting', 'group', 'northwestern', 'ethnic', 'subgroup', 'african', 'democratic', 'bolemba']",0.802
4742,ethnic group,300016015,"['ethnic', 'name', 'style', 'adangbé', 'culture', 'inhabiting', 'group', 'ghana', 'adampa', 'dangme', 'adangme', 'adampe', 'african', 'adangbe', 'adanme']",0.778
4743,ethnic group,300262877,"['plain', 'ngo', 'ndop', 'style', 'babungo', 'cameroon', 'african', 'inhabiting', 'northwest', 'group', 'bamungo', 'ethnic', 'province', 'grassfields']",0.77
4744,ethnic group,300262896,"['tanzania', 'wambugwe', 'name', 'style', 'culture', 'mbugue', 'inhabiting', 'group', 'ethnic', 'african', 'mbugwe']",0.787
4745,ethnic group,300262556,"['ethnic', 'badian', 'style', 'work', 'guinea', 'badiaranke', 'badyaranke', 'produced', 'badyaran', 'pajadinka', 'gola', 'african', 'agola', 'describes', 'badyara', 'bissau', 'culture', 'eastern', 'bajaranke', 'pajade', 'living', 'senegal', 'pajadinca', 'bigolá']",0.803
4746,ethnic group,300016443,"['eritrea', 'style', 'cushitic', 'djibouti', 'horn', 'live', 'culture', 'afro', 'asiatic', 'speak', 'ethiopia', 'afar', 'danakil']",0.568
4747,ethnic group,300262490,"['bomwali', 'ethnic', 'cameroon', 'bumali', 'republic', 'produced', 'congo', 'work', 'group', 'central', 'residing', 'bomali', 'african', 'boumaoali']",0.83
4748,ethnic group,300265500,"['within', 'describe', 'name', 'swaziland', 'chief', 'independent', 'formerly', 'chiefdom', 'nation', 'mahlalela']",0.706
4749,ethnic group,300265346,"['mogambo', 'name', 'cameroon', 'produced', 'moghamo', 'work', 'mogamaw', 'meyamo', 'inhabiting', 'group', 'ethnic', 'african', 'mogamo', 'refers']",0.806
4750,ethnic group,300262948,"['luimes', 'baluimes', 'style', 'lwimbi', 'name', 'republic', 'congo', 'inhabiting', 'group', 'african', 'baluimbi', 'luimbi', 'culture', 'luimbe', 'valuimbe', 'loimbe', 'kaluimbi', 'louimbes', 'ethnic', 'democratic']",0.814
4751,ethnic group,300265400,"['style', 'samogo', 'samogho', 'work', 'sane', 'seeku', 'mande', 'sembla', 'name', 'produced', 'senku', 'inhabiting', 'group', 'samo', 'african', 'core', 'sembila', 'sambla', 'samoro', 'burkina', 'refers', 'san', 'faso', 'seen', 'southern', 'ethnic']",0.777
4752,ethnic group,300263083,"['african', 'region', 'name', 'style', 'côte', 'abe', 'culture', 'abbey', 'inhabiting', 'group', 'ivoire', 'abi', 'ethnic', 'abé', 'abbe', 'lagoon', 'aby']",0.758
4753,ethnic group,300262943,"['forest', 'style', 'republic', 'ituri', 'congo', 'asua', 'akka', 'inhabiting', 'group', 'northwestern', 'aka', 'ethnic', 'mbuti', 'african', 'democratic']",0.776
4754,ethnic group,300263052,"['name', 'style', 'republic', 'culture', 'inhabiting', 'daï', 'dai', 'group', 'central', 'chad', 'daya', 'ethnic', 'day', 'african', 'daye']",0.782
4755,ethnic group,300245290,"['chiadma', 'dwell', 'essaouira', 'medallion', 'unique', 'morocco', 'safi', 'weaver', 'pile', 'atlantic']",0.371
4756,ethnic group,300244133,"['baktiyari', 'rug', 'nomad', 'iran', 'symmetrically', 'bakhitiari', 'ogival', 'bakhtiyari', 'politics', 'tends', 'bakhtiari', 'esfahan']",0.58
4757,ethnic group,300191997,"['larger', 'cultural', 'prejudice', 'linguistic', 'group', 'national', 'discrimination', 'minority', 'ethnic', 'subgroup', 'majority', 'racial']",0.94
4758,ethnic group,300262867,"['name', 'style', 'malawi', 'culture', 'kunda', 'inhabiting', 'group', 'zimbabwe', 'achikunda', 'southern', 'bakunda', 'ethnic', 'zambia', 'african', 'mozambique', 'chikunda']",0.75
4759,ethnic group,300262758,"['name', 'style', 'bukusu', 'kenya', 'babukusu', 'lubukusu', 'culture', 'luyia', 'kusu', 'vugusu', 'inhabiting', 'group', 'kitosh', 'western', 'ethnic', 'bakusu', 'african']",0.774
4760,ethnic group,300262876,"['tanzania', 'name', 'style', 'living', 'ukimbu', 'culture', 'group', 'kimbu', 'akimbu', 'ethnic', 'african']",0.784
4761,ethnic group,300262761,"['anja', 'name', 'cimanganja', 'style', 'malawi', 'culture', 'waganga', 'inhabiting', 'group', 'wanganga', 'mang', 'ethnic', 'maganja', 'african', 'manganja']",0.787
4762,ethnic group,300410257,"['myanmar', 'burmese', 'tibeto', 'tribal', 'culture', 'nagaland', 'yunnan', 'burman', 'contiguous', 'kachin', 'arunachal', 'pradesh', 'burma']",0.714
4763,ethnic group,300262783,"['name', 'style', 'culture', 'inhabiting', 'group', 'ivbiokan', 'nigeria', 'southern', 'ethnic', 'african', 'owan']",0.785
4764,ethnic group,300263015,"['name', 'style', 'republic', 'congo', 'culture', 'alanga', 'inhabiting', 'group', 'democratic', 'central', 'hamba', 'ethnic', 'african', 'awanba', 'bahamba']",0.825
4765,ethnic group,300263160,"['ikalebwe', 'republic', 'living', 'congo', 'southeastern', 'songye', 'group', 'bena', 'bekalebwe', 'ethnic', 'subgroup', 'african', 'democratic', 'kalebwe']",0.817
4766,ethnic group,300262947,"['region', 'name', 'republic', 'congo', 'bira', 'bila', 'inhabiting', 'group', 'babila', 'lega', 'babira', 'wabira', 'ethnic', 'african', 'democratic']",0.793
4767,ethnic group,300265280,"['bukuru', 'work', 'boguru', 'aboguru', 'abuguru', 'republic', 'produced', 'babukuri', 'congo', 'near', 'inhabiting', 'abogura', 'border', 'buguru', 'koguru', 'babukur', 'babuker', 'abugaru', 'bakara', 'sudan', 'kogoro', 'ethnic', 'democratic', 'baburus']",0.784
4768,ethnic group,300263313,"['ethnic', 'zande', 'abandia', 'republic', 'living', 'congo', 'group', 'abandja', 'bandia', 'ruling', 'dynastic', 'bandya', 'african', 'democratic']",0.818
4769,ethnic group,300262942,"['pygmy', 'style', 'aka', 'republic', 'congo', 'southeastern', 'beka', 'inhabiting', 'group', 'northeastern', 'central', 'moaka', 'ethnic', 'african', 'democratic']",0.751
4770,ethnic group,300265308,"['ethnic', 'name', 'produced', 'agaw', 'work', 'northern', 'inhabiting', 'group', 'agau', 'agew', 'ethiopia', 'agäw', 'african', 'refers']",0.812
4771,ethnic group,300265309,"['khoutou', 'kikutu', 'tanzania', 'name', 'produced', 'ziraha', 'work', 'wakhutu', 'inhabiting', 'omvia', 'group', 'zaramo', 'ethnic', 'qwadza', 'african', 'kutu', 'khutu', 'refers']",0.805
4772,ethnic group,300262746,"['tanzania', 'name', 'kenya', 'style', 'girange', 'culture', 'geia', 'inhabiting', 'group', 'gaya', 'ethnic', 'african', 'wageia']",0.762
4773,ethnic group,300262849,"['chuku', 'name', 'style', 'kenya', 'chuka', 'culture', 'suka', 'inhabiting', 'group', 'central', 'ethnic', 'african', 'tschuka']",0.793
4774,ethnic group,300262886,"['kinga', 'ekikinga', 'style', 'tanzania', 'name', 'wakinga', 'culture', 'inhabiting', 'group', 'east', 'kikinga', 'ethnic', 'african']",0.758
4775,ethnic group,300262502,"['mwaushi', 'style', 'republic', 'baushi', 'congo', 'living', 'culture', 'ushi', 'group', 'area', 'aushi', 'border', 'ethnic', 'zambia', 'african', 'democratic']",0.812
4776,ethnic group,300263041,"['ethnic', 'maduma', 'name', 'style', 'southeastern', 'culture', 'vaduma', 'inhabiting', 'group', 'waduma', 'zimbabwe', 'southern', 'abaduma', 'baduma', 'duma', 'african', 'mozambique']",0.764
4777,ethnic group,300263022,"['malawi', 'throughout', 'zimbabwe', 'zambia', 'tonga', 'division', 'zambezi', 'plateau', 'along', 'mozambique', 'vast']",0.591
4778,ethnic group,300265380,"['name', 'produced', 'work', 'inhabiting', 'group', 'ndlambe', 'southern', 'ethnic', 'africa', 'african', 'refers']",0.792
4779,ethnic group,300016563,"['sotho', 'style', 'sesotho', 'basuto', 'use', 'moshoeshoe', 'culture', 'specific', 'suto', 'lesotho', 'basotho', 'loyalty', 'speak', 'southern', 'founded', 'spoke', 'royal']",0.736
4780,ethnic group,300016570,"['style', 'bantu', 'northern', 'ambo', 'kwanyama', 'kambonsenga', 'dry', 'grassland', 'speak', 'southern', 'angolan', 'namibian', 'ovambo', 'angola', 'country', 'namibia', 'kambosenga']",0.559
4781,ethnic group,300262728,"['kwanjama', 'kuanyama', 'kwanhama', 'ethnic', 'african', 'style', 'culture', 'vakuanyama', 'inhabiting', 'group', 'humba', 'angola', 'ovakuanyama', 'kwancama', 'ochikwanyama', 'kwanyama']",0.817
4782,ethnic group,300265357,"['ethnic', 'african', 'name', 'produced', 'mbandjeru', 'ovambanderu', 'work', 'botswana', 'mbanderu', 'inhabiting', 'group', 'refers', 'ovambadyeru', 'mbandyeru', 'namibia', 'amambanderu', 'mbandero', 'mbandieru']",0.809
4783,ethnic group,300016574,"['name', 'style', 'living', 'namibia', 'culture', 'mountain', 'group', 'damara', 'bergdama', 'dama', 'namibian', 'ethnic', 'african', 'bergdamara']",0.803
4784,ethnic group,300263170,"['name', 'style', 'ǃkung', 'living', 'namibia', 'culture', 'kung', 'group', 'angola', 'ethnic', 'african', 'qung']",0.762
4785,ethnic group,300343735,"['niger', 'intasar', 'name', 'mali', 'culture', 'inhabiting', 'eastern', 'antessar', 'group', 'kel', 'western', 'ethnic', 'african', 'intessar', 'antassar', 'intesar']",0.766
4786,ethnic group,300265398,"['region', 'style', 'diamat', 'floup', 'work', 'karon', 'felupe', 'huluf', 'name', 'diola', 'fulup', 'produced', 'casamance', 'inhabiting', 'group', 'african', 'karone', 'kabil', 'culture', 'dyiwat', 'feloup', 'bayot', 'senegal', 'flup', 'uluf', 'ayamat', 'ethnic', 'fogny']",0.842
4787,ethnic group,300260694,"['basa', 'forest', 'currently', 'region', 'liberia', 'ethnic', 'bassa', 'inland', 'inhabiting', 'part', 'gbasa', 'liberian', 'african', 'coastal', 'basso']",0.723
4788,ethnic group,300265351,"['name', 'produced', 'ahouan', 'côte', 'work', 'inhabiting', 'group', 'ivoire', 'ethnic', 'african', 'refers']",0.809
4789,ethnic group,300263152,"['dunihen', 'style', 'guinea', 'binye', 'migrated', 'ano', 'anufo', 'ghana', 'western', 'budji', 'bini', 'anofwe', 'togo', 'anno', 'côte', 'mango', 'ando', 'part', 'ivoire', 'formerly', 'coast', 'later']",0.521
4790,ethnic group,300016011,"['yaure', 'african', 'name', 'style', 'yohuré', 'côte', 'culture', 'inhabiting', 'group', 'yohure', 'ivoire', 'ethnic', 'yaoure', 'yaouré', 'snan']",0.789
4791,ethnic group,300265354,"['ikposo', 'ikposso', 'name', 'togo', 'produced', 'akposso', 'work', 'akpose', 'inhabiting', 'group', 'ghana', 'akposo', 'kposso', 'kpossu', 'ethnic', 'african', 'kposo', 'refers']",0.793
4792,ethnic group,300265276,"['name', 'style', 'produced', 'work', 'culture', 'ibuno', 'inhabiting', 'group', 'nigeria', 'ibino', 'ethnic', 'african', 'ibeno', 'refers']",0.829
4793,ethnic group,300263148,"['name', 'style', 'culture', 'river', 'kana', 'delta', 'inhabiting', 'eastern', 'group', 'khana', 'ethnic', 'african', 'niger']",0.712
4794,ethnic group,300265352,"['cross', 'abanyom', 'abanyum', 'region', 'produced', 'work', 'river', 'bakor', 'inhabiting', 'mbofon', 'bofon', 'abangum', 'nigeria', 'middle', 'ethnic', 'befun', 'african']",0.778
4795,ethnic group,300263044,"['dera', 'name', 'style', 'culture', 'inhabiting', 'group', 'northeastern', 'nigeria', 'deru', 'kanakuru', 'ethnic', 'african']",0.784
4796,ethnic group,300016091,"['ethnic', 'african', 'name', 'style', 'afu', 'culture', 'northern', 'inhabiting', 'group', 'nigeria', 'afoa', 'afao', 'aho', 'afo', 'eloyi', 'eloi', 'epe']",0.787
4797,ethnic group,300262929,"['name', 'style', 'culture', 'northern', 'inhabiting', 'group', 'nigeria', 'wukari', 'ethnic', 'african']",0.79
4798,ethnic group,300263137,"['basa', 'name', 'style', 'culture', 'bassa', 'inhabiting', 'group', 'nge', 'nigeria', 'central', 'bassange', 'ethnic', 'african', 'basange']",0.805
4799,ethnic group,300262787,"['bafusam', 'fusam', 'name', 'cameroon', 'style', 'bafoussam', 'culture', 'bafussam', 'inhabiting', 'group', 'ethnic', 'african', 'grassfields']",0.788
4800,ethnic group,300016157,"['style', 'rikpa', 'name', 'bekpak', 'bafia', 'inhabiting', 'group', 'african', 'culture', 'kpa', 'bekpek', 'fia', 'begbak', 'bapea', 'bekpa', 'cameroon', 'lefa', 'southern', 'ethnic', 'ripey']",0.779
4801,ethnic group,300263159,"['bane', 'cameroon', 'name', 'style', 'living', 'culture', 'group', 'southern', 'ethnic', 'bene', 'african']",0.774
4802,ethnic group,300262686,"['bahunga', 'name', 'unga', 'republic', 'living', 'bahonga', 'congo', 'culture', 'group', 'honja', 'waunga', 'ethnic', 'zambia', 'african', 'democratic', 'baunga']",0.792
4803,ethnic group,300265284,"['sotho', 'produced', 'bakololo', 'work', 'group', 'barotseland', 'kololo', 'offshoot', 'migrated', 'lozi', 'ethnic', 'zambia', 'african', 'makololo']",0.804
4804,ethnic group,300263138,"['name', 'kanembu', 'style', 'hamedj', 'culture', 'inhabiting', 'group', 'nigeria', 'chad', 'ethnic', 'african', 'niger']",0.761
4805,ethnic group,300262906,"['ethnic', 'style', 'bénin', 'jerma', 'niger', 'dierma', 'djerma', 'zabarma', 'zarbarma', 'inhabiting', 'zabarima', 'group', 'nigeria', 'african', 'dyarma', 'culture', 'mali', 'zaberma', 'zerma', 'dyerma', 'burkina', 'faso', 'adzerma', 'zarma', 'zabermawa', 'dyabarma']",0.777
4806,ethnic group,300263362,"['voltaic', 'togo', 'côte', 'faso', 'mali', 'sudan', 'volta', 'ghana', 'benin', 'ivoire', 'mole', 'burkina', 'dagbane', 'gur']",0.225
4807,ethnic group,300262791,"['name', 'style', 'côte', 'culture', 'jimini', 'inhabiting', 'group', 'ivoire', 'dyimini', 'ethnic', 'african', 'djimini']",0.789
4808,ethnic group,300265385,"['yowa', 'yao', 'produced', 'name', 'west', 'kpilakpila', 'northern', 'work', 'inhabiting', 'group', 'pila', 'pilapila', 'ethnic', 'benin', 'african', 'bargu', 'yom', 'refers']",0.756
4809,ethnic group,300262545,"['style', 'bura', 'kassena', 'name', 'qasim', 'inhabiting', 'group', 'ghana', 'kassem', 'african', 'kasene', 'kasena', 'burkina', 'kassuna', 'kasom', 'kassouna', 'faso', 'northern', 'kasem', 'kasim', 'katsena', 'southern', 'kassonboura', 'ethnic', 'kason', 'fra']",0.682
4810,ethnic group,300265499,"['solamba', 'bénin', 'work', 'northwestern', 'kayobe', 'produced', 'inhabiting', 'soruba', 'solla', 'african', 'describe', 'miyobe', 'togo', 'biyobe', 'sorouba', 'uyobe', 'kuyobe', 'thje', 'meyobe', 'ethnic', 'sola']",0.803
4811,ethnic group,300262660,"['style', 'guinea', 'balanda', 'alante', 'balante', 'name', 'group', 'frase', 'african', 'balant', 'belante', 'bulanda', 'culture', 'bissau', 'balanta', 'ballante', 'living', 'senegal', 'brassa', 'ethnic']",0.786
4812,ethnic group,300265373,"['work', 'ethiopia', 'uollamo', 'wolayta', 'name', 'boroda', 'produced', 'inhabiting', 'group', 'walamo', 'wollamo', 'wellamo', 'vollamo', 'african', 'walaitsa', 'ualamo', 'welamo', 'wolamo', 'borodda', 'walaitza', 'uba', 'refers', 'wolaita', 'wallamo', 'wolaitta', 'ethnic', 'uolamo', 'wolataita']",0.814
4813,ethnic group,300016445,"['beri', 'name', 'style', 'bari', 'culture', 'sudan', 'inhabiting', 'group', 'bare', 'bai', 'ethnic', 'african']",0.742
4814,ethnic group,300262752,"['style', 'dyula', 'djula', 'work', 'mande', 'jula', 'country', 'diola', 'produced', 'inhabiting', 'dioula', 'african', 'djola', 'describes', 'culture', 'dyoura', 'neighboring', 'diula', 'juula', 'côte', 'gyula', 'joola', 'ivoire', 'ethnic']",0.851
4815,ethnic group,300262936,"['style', 'republic', 'cameroon', 'congo', 'culture', 'banda', 'sudan', 'inhabiting', 'group', 'central', 'ethnic', 'african', 'democratic']",0.81
4816,ethnic group,300263037,"['name', 'style', 'cameroon', 'republic', 'living', 'congo', 'bongondjo', 'culture', 'group', 'central', 'ethnic', 'african', 'pomo']",0.8
4817,ethnic group,300100599,"['style', 'lovales', 'balovale', 'lovale', 'kaluena', 'caluena', 'name', 'luena', 'galuenas', 'valwena', 'inhabiting', 'group', 'african', 'luvale', 'lobare', 'aluena', 'lwena', 'culture', 'tulwena', 'muluena', 'angola', 'tuluena', 'malobale', 'baluena', 'ethnic']",0.787
4818,ethnic group,300263049,"['region', 'name', 'style', 'côte', 'culture', 'adidji', 'guinea', 'inhabiting', 'group', 'abidji', 'abiji', 'aris', 'ivoire', 'ari', 'coast', 'ethnic', 'african', 'lagoon']",0.742
4819,ethnic group,300016322,"['region', 'style', 'republic', 'describes', 'congo', 'work', 'river', 'inhabiting', 'biombo', 'kuba', 'confluence', 'lulua', 'kasai', 'democratic']",0.799
4820,ethnic group,300262577,"['dzing', 'style', 'republic', 'living', 'congo', 'ding', 'kwilu', 'river', 'west', 'kwango', 'south', 'kamtsha', 'dinga', 'kasai', 'african', 'democratic', 'loange']",0.613
4821,ethnic group,300263171,"['banziri', 'gbanzili', 'name', 'republic', 'living', 'congo', 'group', 'northwestern', 'central', 'ethnic', 'african', 'democratic', 'gbanziri']",0.788
4822,ethnic group,300262524,"['name', 'style', 'living', 'antaimoro', 'culture', 'antemoro', 'taimoro', 'group', 'antaomoro', 'madagascar', 'ethnic', 'african', 'southwestern']",0.782
4823,ethnic group,300262941,"['forest', 'name', 'republic', 'ituri', 'congo', 'inhabiting', 'group', 'sua', 'ethnic', 'african', 'democratic', 'basua']",0.773
4824,ethnic group,300265291,"['style', 'kenya', 'ethiopa', 'work', 'bembola', 'name', 'produced', 'inhabiting', 'group', 'east', 'african', 'bujinya', 'bembala', 'burjina', 'refers', 'burji', 'bambala', 'daashi', 'ethnic']",0.774
4825,ethnic group,300262526,"['name', 'style', 'mwan', 'living', 'côte', 'culture', 'mona', 'group', 'mwa', 'muan', 'central', 'mouan', 'ivoire', 'mono', 'ethnic', 'african', 'mouin']",0.794
4826,ethnic group,300262508,"['name', 'style', 'living', 'culture', 'sukulumbwe', 'group', 'mashukolumbwe', 'shukulumbwe', 'baila', 'baschukulompo', 'ethnic', 'zambia', 'african', 'ila', 'chila']",0.777
4827,ethnic group,300262800,"['style', 'thimbukushu', 'botswana', 'kusso', 'mbukuschu', 'name', 'mbukushi', 'inhabiting', 'group', 'mampukush', 'african', 'hambukushu', 'mambukush', 'culture', 'mbukuhu', 'angola', 'mucusso', 'namibia', 'mbukushu', 'mambukuschu', 'mambukushu', 'ethnic']",0.785
4828,ethnic group,300262574,"['style', 'guinea', 'boeni', 'biyan', 'mayo', 'name', 'dounka', 'ouo', 'group', 'western', 'african', 'aliane', 'ayaon', 'tenda', 'belian', 'niokolo', 'bassari', 'culture', 'bissau', 'eastern', 'aliyan', 'basari', 'living', 'senegal', 'ayan', 'ethnic', 'onian']",0.747
4829,ethnic group,300102205,"['wanyanja', 'nyanya', 'living', 'malawi', 'group', 'chinyanja', 'zimbabwe', 'also', 'anyanja', 'nyanja', 'ethnic', 'zambia', 'african', 'mozambique', 'mainly', 'njandja']",0.774
4830,ethnic group,300262677,"['kenya', 'maragoli', 'lokoli', 'ilogooli', 'logooli', 'avalogoli', 'llugule', 'llogole', 'logoli', 'east', 'logolo', 'victoria', 'african', 'lake', 'maragooli', 'luragoli', 'walako', 'maragole', 'uganda', 'abalogoli', 'living', 'luggoli', 'luyia', 'ragoli', 'uluragooli', 'ethnic', 'subgroup']",0.599
4831,ethnic group,300261008,"['tanzania', 'name', 'style', 'culture', 'inhabiting', 'group', 'ethnic', 'african', 'konongo']",0.787
4832,ethnic group,300262503,"['tanzania', 'modern', 'living', 'nyasa', 'across', 'historically', 'group', 'nigeria', 'border', 'neighboring', 'tumbuka']",0.801
4833,ethnic group,300262931,"['african', 'mondo', 'name', 'republic', 'congo', 'moundou', 'culture', 'sudan', 'mountou', 'mundo', 'inhabiting', 'group', 'mondu', 'ethnic', 'mundu', 'democratic']",0.78
4834,ethnic group,300262937,"['pygmy', 'style', 'mbaka', 'babinga', 'biaka', 'gabon', 'republic', 'congo', 'southeastern', 'bebayaga', 'bebayaka', 'inhabiting', 'african', 'bibaya', 'culture', 'binga', 'mbenga', 'northeastern', 'baka', 'babenga', 'cameroon', 'democratic', 'bambenga', 'southwestern']",0.689
4835,ethnic group,300263019,"['african', 'name', 'abacwezi', 'style', 'cwezi', 'culture', 'inhabiting', 'group', 'western', 'bacwezi', 'bachwezi', 'ethnic', 'uganda']",0.78
4836,ethnic group,300262845,"['ethnic', 'tanzania', 'name', 'indigenous', 'inhabiting', 'hadimu', 'group', 'wahadimu', 'zanzibar', 'tumbatu', 'island', 'african']",0.742
4837,ethnic group,300263089,"['name', 'kenya', 'saraka', 'style', 'kitharaka', 'culture', 'tharaka', 'inhabiting', 'group', 'sharoka', 'theraka', 'atharaka', 'ethnic', 'african']",0.78
4838,ethnic group,300262496,"['name', 'style', 'living', 'culture', 'kawende', 'kawendi', 'group', 'kabende', 'ethnic', 'zambia', 'african']",0.786
4839,ethnic group,300263082,"['goba', 'name', 'style', 'culture', 'inhabiting', 'group', 'zimbabwe', 'wagowa', 'magova', 'ethnic', 'gowa', 'african', 'mozambique', 'gova', 'vagova']",0.787
4840,ethnic group,300263024,"['african', 'name', 'style', 'sodi', 'chisoli', 'culture', 'inhabiting', 'group', 'central', 'solo', 'ethnic', 'zambia', 'province']",0.787
4841,ethnic group,300263053,"['ethnic', 'african', 'name', 'style', 'kuena', 'culture', 'botswana', 'bakwena', 'inhabiting', 'group', 'bakuena', 'kwena']",0.791
4842,ethnic group,300262894,"['style', 'gwin', 'cerman', 'goin', 'gouin', 'name', 'guen', 'inhabiting', 'cerma', 'group', 'african', 'senufo', 'culture', 'burkina', 'guin', 'faso', 'mbouin', 'mbuin', 'ethnic']",0.772
4843,ethnic group,300262763,"['name', 'style', 'dandi', 'dandawa', 'dendi', 'mali', 'culture', 'inhabiting', 'group', 'ethnic', 'african', 'niger']",0.771
4844,ethnic group,300263029,"['african', 'name', 'style', 'eturo', 'utur', 'turumawa', 'culture', 'northern', 'guinea', 'inhabiting', 'group', 'utor', 'western', 'nigeria', 'coast', 'ethnic', 'etulo', 'turu']",0.73
4845,ethnic group,300016029,"['name', 'style', 'culture', 'inhabiting', 'group', 'ghana', 'ethnic', 'african', 'shai']",0.778
4846,ethnic group,300265282,"['region', 'style', 'sideme', 'work', 'produced', 'inhabiting', 'group', 'ghana', 'african', 'kedemoyne', 'kedemane', 'afatime', 'culture', 'siya', 'kanema', 'awatime', 'togo', 'volta', 'agotime', 'sia', 'ethnic', 'avatime']",0.838
4847,ethnic group,300262500,"['african', 'name', 'style', 'culture', 'inhabiting', 'group', 'aragu', 'argo', 'nigeria', 'idoma', 'nokwu', 'ethnic', 'arago', 'alago']",0.794
4848,ethnic group,300248999,"['style', 'bapubi', 'ediya', 'vouvi', 'gabon', 'adija', 'name', 'inhabiting', 'group', 'pubi', 'puvi', 'povi', 'african', 'culture', 'pove', 'poubi', 'bubi', 'vuvi', 'bavuvi', 'ediye', 'pouvi', 'bobe', 'ethnic', 'pobi', 'bube', 'bapoubi']",0.784
4849,ethnic group,300265634,"['ethnic', 'work', 'mindumbu', 'gabon', 'dumbu', 'name', 'ndumbo', 'mindoumou', 'lendumu', 'produced', 'inhabiting', 'group', 'nduumo', 'mindumu', 'african', 'doumbou', 'ndumu', 'bandoumou', 'bandomo', 'ondoumbo', 'refers', 'ndomo', 'minduumo', 'ondumbo', 'andumbo', 'ndumbu', 'ndoumou']",0.803
4850,ethnic group,300262975,"['name', 'republic', 'congo', 'culture', 'inhabiting', 'group', 'mbowe', 'ethnic', 'zambia', 'african', 'democratic']",0.805
4851,ethnic group,300262788,"['ethnic', 'name', 'style', 'describes', 'produced', 'work', 'inhabiting', 'group', 'mangawa', 'kanuri', 'manga', 'african', 'niger']",0.765
4852,ethnic group,300262475,"['name', 'cameroon', 'bulahay', 'style', 'culture', 'northern', 'inhabiting', 'group', 'bulahai', 'ethnic', 'african']",0.784
4853,ethnic group,300262739,"['style', 'liberia', 'speaking', 'doru', 'people', 'dowlu', 'name', 'inhabiting', 'group', 'central', 'gbi', 'african', 'culture', 'gbii', 'kru', 'gbee', 'gbe', 'ethnic', 'gbei']",0.851
4854,ethnic group,300262537,"['sanwi', 'name', 'style', 'samvign', 'culture', 'brofi', 'group', 'brafe', 'sanvi', 'ethnic', 'african']",0.764
4855,ethnic group,300262560,"['ethnic', 'african', 'name', 'style', 'mahi', 'culture', 'inhabiting', 'group', 'ewe', 'benin', 'maxi']",0.778
4856,ethnic group,300265501,"['name', 'produced', 'work', 'descibe', 'ekperi', 'inhabiting', 'group', 'nigeria', 'southern', 'ethnic', 'african']",0.801
4857,ethnic group,300263028,"['ebi', 'dony', 'southeastern', 'doni', 'andoni', 'delta', 'obolo', 'inhabiting', 'community', 'group', 'nigeria', 'ethnic', 'african', 'niger', 'coastal']",0.743
4858,ethnic group,300016077,"['cross', 'region', 'osukam', 'river', 'name', 'osikom', 'bokyi', 'vaaneroki', 'inhabiting', 'group', 'nigeria', 'boki', 'african', 'okii', 'uki', 'nfua', 'byoki', 'cameroon', 'nki', 'ethnic']",0.744
4859,ethnic group,300265290,"['ethnic', 'name', 'produced', 'work', 'southeastern', 'efu', 'inhabiting', 'group', 'efutop', 'nigeria', 'ofutop', 'african', 'efut', 'refers']",0.81
4860,ethnic group,300263027,"['ethnic', 'african', 'naraguta', 'name', 'culture', 'northern', 'inhabiting', 'group', 'nigeria', 'jos', 'plateau', 'iguta', 'anaguta', 'naguta']",0.777
4861,ethnic group,300263150,"['name', 'style', 'hyaba', 'culture', 'northern', 'inhabiting', 'group', 'akanda', 'nigeria', 'ethnic', 'african', 'kakanda']",0.79
4862,ethnic group,300263136,"['ethnic', 'name', 'style', 'cameroon', 'produced', 'demsa', 'work', 'batta', 'bwatiye', 'inhabiting', 'group', 'bata', 'bathaa', 'birsa', 'nigeria', 'northeastern', 'bwati', 'african']",0.778
4863,ethnic group,300262969,"['toni', 'eton', 'name', 'style', 'eto', 'cameroon', 'culture', 'etun', 'inhabiting', 'group', 'ethnic', 'african']",0.762
4864,ethnic group,300262541,"['muni', 'elongated', 'río', 'cameroon', 'style', 'morphology', 'ntum', 'guinea', 'ntem', 'ntumu', 'northwestern', 'ntoumou', 'equatorial', 'woleu', 'gabon']",0.603
4865,ethnic group,300016297,"['name', 'style', 'republic', 'aluund', 'alunda', 'congo', 'culture', 'lunda', 'ruund', 'aluun', 'balunda', 'luunda', 'tulunda', 'inhabiting', 'group', 'ethnic', 'african', 'democratic']",0.814
