,term,QID,wd_bow,cs_wm_only
180078,ethnicities,Q2560112,"['white', 'separatism', 'political', 'social', 'movement', 'seek', 'separation', 'white', 'people', 'people', 'race', 'ethnicity']",0.867
180079,ethnicities,Q311977,"['hindustani', 'ethnic', 'madhyadeshi', 'nation', 'nation', 'consists', 'multiple', 'ethnicity', 'people', 'living', 'indian', 'subcontinent']",0.853
180073,ethnicities,Q16141544,"['ethnic', 'group', 'chinese', 'history', 'ethnicity', 'significance', 'history', 'china']",0.84
180074,ethnicities,Q16320185,"['celt', 'celtic', 'people', 'modern', 'celtic', 'people', 'modern', 'celt', 'modern', 'group', 'ethnicity', 'share', 'celtic', 'language', 'culture']",0.835
180065,ethnicities,Q110645198,"['ethnic', 'group', 'indonesia', 'province', 'demography', 'ethnicity', 'indonesia']",0.831
180069,ethnicities,Q112934212,"['influence', 'shifting', 'pacific', 'identity', 'learning', 'experience', 'parent', 'raising', 'child', 'mixed', 'pacific', 'ethnicity', 'thesis', 'thesis', 'rachael', 'violeti', 'leafe', 'massey', 'university']",0.8270000000000001
180080,ethnicities,Q3707278,"['bangsa', 'malaysia', 'malaysian', 'policy', 'advocating', 'ethnicity', 'represented', 'national', 'culture']",0.8270000000000001
180076,ethnicities,Q25048776,"['ethnicity', 'philippine', 'cordilleras', 'ethnic', 'group', 'people', 'cordillera', 'mountain', 'range']",0.812
180303,ethnicity,Q3021105,"['ethnic', 'group', 'united', 'state', 'ethnography', 'race', 'united', 'state', 'race', 'united', 'state', 'united', 'state', 'diverse', 'american', 'population']",0.8809999999999999
180692,ethnicity,Q113465752,"['cultural', 'identity', 'cg', 'identification', 'sense', 'belonging', 'particular', 'group', 'based', 'various', 'cultural', 'category', 'including', 'nationality', 'race', 'gender']",0.878
180525,ethnicity,Q7278941,"['race', 'colombia', 'aspect', 'geographic', 'region', 'subject']",0.878
180302,ethnicity,Q30103,"['minority', 'group', 'special', 'population', 'minority', 'group', 'demographic', 'minority', 'minority', 'minority', 'group', 'people', 'practice', 'race', 'religion', 'characteristic', 'fewer', 'number', 'main', 'group', 'classification']",0.871
180524,ethnicity,Q7278939,"['race', 'census', 'ethnic', 'identity', 'question', 'national', 'census']",0.868
180279,ethnicity,Q2509271,"['jewish', 'ethnic', 'division', 'group', 'human', 'jewish', 'people', 'ethnic', 'group', 'jewish', 'ethnic', 'group', 'jewish', 'community', 'jewish', 'community', 'varying', 'adhere', 'judaism']",0.866
180590,ethnicity,Q89669411,"['intercultural', 'marriage', 'multicultural', 'marriage', 'trancultural', 'marriage', 'marriage', 'person', 'different', 'nationality', 'class', 'culture']",0.861
180158,ethnicity,Q111972519,"['ethnic', 'gender', 'group', 'social', 'group', 'people', 'share', 'gender']",0.857
180589,ethnicity,Q89668650,"['intercultural', 'relationship', 'multicultural', 'relationship', 'transcultural', 'relationship', 'intimate', 'relationship', 'person', 'different', 'nationality', 'culture']",0.856
180532,ethnicity,Q7604529,"['status', 'group', 'group', 'people', 'within', 'society', 'differentiated', 'basis', 'non', 'economic', 'quality', 'honour', 'prestige', 'race', 'religion']",0.85
25181,exotic,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
25180,exotics,Q99938170,"['bigg', 'bos', 'hindi', 'season', 'reality', 'show']",
179936,first world,Q5454096,"['first', 'world', 'konkani', 'convention']",0.883
179937,first world,Q5454266,"['first', 'world', 'privilege', 'unearned', 'advantage', 'gained', 'national', 'first', 'world', 'country']",0.873
179444,first world,Q361,"['world', 'war', 'world', 'war', 'historical', 'period', 'world', 'war', 'one', 'world', 'war', 'world', 'war', 'first', 'world', 'war', 'world', 'war', 'world', 'war', 'ww', 'great', 'war', 'ww', 'world', 'war', 'great', 'war', 'wwi', 'war', 'end', 'war', 'first', 'world', 'war', 'global', 'war', 'originating', 'europe']",0.868
179776,first world,Q114635888,"['first', 'world', 'alliance']",0.866
179227,first world,Q107089754,"['world', 'climate', 'conference', 'wcc', 'first', 'world', 'climate', 'conference']",0.8590000000000001
179672,first world,Q876830,"['first', 'world', 'classification', 'system', 'group', 'conceptual', 'country', 'classification']",0.8540000000000001
179266,first world,Q112890352,"['contribution', 'first', 'world', 'city', 'region', 'global', 'sustainability', 'case', 'transboundary', 'externality', 'planning', 'auckland', 'new', 'zealand', 'doctoral', 'thesis', 'contribution', 'first', 'world', 'city', 'region', 'global', 'case', 'transboundary', 'externality', 'planning', 'auckland', 'new', 'zealand', 'doctoral', 'thesis', 'nathaniel', 'caramat', 'landingin', 'university', 'auckland']",0.851
179639,first world,Q7570430,"['southern', 'rhodesian', 'involvement', 'first', 'world', 'war', 'contribution', 'great', 'war']",0.851
179701,first world,Q104724282,"['southeastern', 'europe', 'historical', 'event', 'first', 'world', 'war', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",0.851
179205,first world,Q104418047,"['yugoslav', 'hungarian', 'boundary', 'commission', 'international', 'commission', 'responsible', 'mapping', 'border', 'hungary', 'kingdom', 'serb', 'croat', 'slovene', 'first', 'world', 'war']",0.848
175284,footman,Q107794240,"['u', 'colored', 'infantry', 'misc', 'camble', 'collection', 'file', 'unit', 'national', 'archive', 'record', 'holding']",0.703
175285,footman,Q107865522,"['u', 'colored', 'amos', 'collection', 'file', 'unit', 'national', 'archive', 'record', 'holding', 'naid']",0.696
175308,footman,Q4382663,"['occupation', 'domestic', 'worker', 'footboy', 'male', 'servant']",0.6729999999999999
175290,footman,Q110294727,"['william', 'llewellyn', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.633
175319,footman,Q63884271,"['fictional', 'human', 'musical', 'theatre', 'character', 'musical', 'character', 'musical', 'cinder', 'ellen', 'late']",0.633
175291,footman,Q110684852,"['running', 'naples', 'leaf', 'collection', 'dress', 'david', 'allan', 'mostly', 'david', 'allan', 'work', 'art', 'work', 'art', 'david', 'allan']",0.627
175313,footman,Q5247283,"['death', 'dancing', 'literary', 'work', 'book', 'ngaio', 'marsh']",0.61
175303,footman,Q26736711,"['fictional', 'human', 'film', 'character', 'character', 'alice', 'looking', 'glass']",0.609
175288,footman,Q110294725,"['john', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.607
175289,footman,Q110294726,"['maurice', 'henry', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.596
175334,footmen,Q60481736,"['charioteer', 'riding', 'rocky', 'landscape', 'entourage', 'footman', 'musician', 'page', 'razm', 'nama', 'book', 'war', 'adapted', 'sanskrit', 'mahabharata', 'translated', 'persian', 'mir', 'ghiyath', 'al', 'din', 'ali', 'qazvini', 'known', 'naqib', 'khan', 'p', 'painting', 'painting', 'yusuf', 'ali', 'indian', 'active', 'early']",0.652
175338,footmen,Q65085160,"['direction', 'footman', 'print', 'print', 'national', 'gallery', 'art', 'nga']",0.643
175336,footmen,Q63883739,"['musical', 'character', 'musical', 'bluebell', 'fairyland', 'walter', 'also', 'reigning', 'king', 'queen']",0.628
175333,footmen,Q52270723,"['pamela', 'flying', 'coach', 'lady', 'davers', 'sends', 'two', 'footman', 'stop', 'samuel', 'virtue', 'rewarded', 'vauxhall', 'supper', 'box', 'picture', 'painting', 'painting', 'francis', 'hayman', 'ra']",0.505
175337,footmen,Q63892545,"['footman', 'guest', 'gibson', 'girl', 'bridesmaid', 'fictional', 'human', 'musical', 'theatre', 'character', 'musical', 'character', 'musical', 'catch', 'season', 'herbert', 'haines']",0.502
175339,footmen,Q80004651,"['combat', 'horseman', 'footman', 'print', 'print', 'hieronymous', 'hopfer', 'german']",0.494
175340,footmen,Q97788384,"['direction', 'footman', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.47
175341,footmen,Q97788386,"['direction', 'footman', 'print', 'print', 'thomas', 'rowlandson', 'met']",0.47
175332,footmen,Q114761400,"['battle', 'dutch', 'horseman', 'spanish', 'footman', 'painting', 'painting', 'paulus', 'van', 'hillegaert']",0.392
175335,footmen,Q63526989,"['ball', 'guest', 'operatic', 'character', 'opera', 'lady', 'royal', 'footman']",0.359
186661,full blood,Q99720797,"['togoland', 'policy', 'country', 'subject', 'folder', 'folder', 'century', 'press', 'archive']",
100890,gay,Q850698,"['lavender', 'marriage', 'marriage', 'convenience', 'mixed', 'orientation', 'marriage', 'relation', 'men', 'heterosexual', 'woman', 'marriage', 'feign', 'heterosexuality', 'one', 'spouse']",0.8959999999999999
97495,gay,Q17015701,"['sexual', 'practice', 'homosexual', 'sexual', 'practice', 'sex', 'sex', 'men', 'sexual', 'activity', 'involving', 'men', 'sex', 'men', 'regardless', 'sexual', 'orientation', 'sexual', 'identity']",0.893
98939,gay,Q109745085,"['threesome', 'sexual', 'practice', 'threesome', 'male', 'threesome', 'male', 'threesome', 'threesome', 'mmm', 'threesome', 'threesome', 'orgy', 'yaoi', 'orgy', 'yaoi', 'threesome', 'sexual', 'activity', 'involves', 'three', 'men', 'time']",0.888
99485,gay,Q24936246,"['persecution', 'bisexual', 'men', 'isil', 'persecution', 'overview', 'systematic', 'persecution', 'lgbt', 'people', 'islamic', 'state', 'iraq', 'levant']",0.887
100556,gay,Q110266417,"['abbreviation', 'used', 'describe', 'two', 'spirit', 'people', 'lesbian', 'men', 'bisexual', 'people', 'transgender', 'people', 'queer', 'people', 'gender', 'sexual', 'minority', 'commonly', 'used', 'canada', 'place', 'indigenous', 'people', 'first']",0.884
99699,gay,Q5528686,"['men', 'united', 'state', 'history', 'aspect', 'history', 'history', 'men', 'history', 'united', 'state', 'history', 'men', 'united', 'state', 'history', 'american', 'men', 'men', 'american', 'history', 'history', 'examining', 'men', 'male', 'homosexual', 'experience', 'united', 'state']",0.8809999999999999
100954,gay,Q108861660,"['mental', 'health', 'men', 'mental', 'health', 'male', 'mental', 'health', 'issue', 'pertaining', 'mental', 'health']",0.88
103364,gay,Q116295197,"['toric', 'sexual', 'orientation', 'monosexuality', 'androphilia', 'non', 'binary', 'nblm', 'nlm', 'non', 'binary', 'people', 'attracted', 'men']",0.879
97782,gay,Q592,"['sexual', 'orientation', 'sexual', 'minority', 'lgbt', 'homosexuality', 'homosexual', 'person', 'homosexual', 'homosexual', 'people', 'people', 'person', 'ghey', 'ゲイ', 'term', 'referring', 'homosexual', 'person', 'trait', 'homosexuality']",0.878
101486,gay,Q109480297,"['closeted', 'men', 'man', 'closeted', 'man', 'closeted', 'male', 'homosexual', 'homosexual', 'men', 'publicly', 'disclosed', 'sexual', 'orientation']",0.877
97088,gayer,Q75889321,"['france', 'dobbs', 'human', 'france', 'peerage', 'person']",0.695
97089,gayer,Q75907417,"['agnes', 'echlin', 'human', 'agnes', 'peerage', 'person']",0.66
97091,gayer,Q99057528,"['edmund', 'richard', 'biographical', 'article', 'entry', 'men', 'bar']",0.645
97087,gayer,Q75377183,"['marilyn', 'emma', 'margaret', 'will', 'human', 'marilyn', 'will', 'marilyn']",0.597
97051,gayer,Q1031241,"['gyula', 'gáyer', 'human', 'gyula', 'gyula', 'julius', 'gáyer', 'gáyer', 'julius', 'gáyer', 'botanist']",0.465
97063,gayer,Q19042276,"['john', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.46299999999999997
97064,gayer,Q19042285,"['john', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.46299999999999997
97057,gayer,Q111661374,"['patch', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.462
97056,gayer,Q110550290,"['william', 'biographical', 'article', 'entry', 'alumnus', 'member', 'university', 'oxford']",0.461
97062,gayer,Q19042266,"['arthur', 'edward', 'biographical', 'article', 'entry', 'dictionary', 'national', 'biography']",0.45399999999999996
96907,gayest,Q5528629,"['time', 'jonny', 'mcgovern', 'podcast', 'gay', 'jonny', 'mcgovern', 'english', 'lgbtq', 'audio', 'podcast']",0.547
96906,gayest,Q3312937,"['miguel', 'angel', 'garcia', 'human', 'miguel', 'angel', 'garcia', 'cortez', 'miguel', 'ángel', 'garcía', 'mikey', 'garcia', 'american', 'boxer']",0.39799999999999996
97039,gays,Q701161,"['hirschfeld', 'eddy', 'foundation', 'german', 'foundation', 'human', 'right', 'lesbian', 'gay', 'bisexual', 'transgender', 'people']",0.8420000000000001
96926,gays,Q115140251,"['living', 'cohabitation', 'republic', 'reported', 'experience', 'lesbian', 'gay', 'heterosexual', 'doctoral', 'thesis', 'doctoral', 'thesis']",0.826
96991,gays,Q5098454,"['child', 'lesbian', 'gay', 'everywhere', 'right', 'organization', 'virtual', 'organization', 'colage', 'organization']",0.82
97009,gays,Q5770369,"['homonormativity', 'cishomonormativity', 'assimilation', 'heteronormative', 'ideal', 'institution', 'gay', 'lesbian']",0.8059999999999999
97026,gays,Q6530271,"['lesbian', 'gay', 'support', 'miner', 'voluntary', 'association', 'lesbian', 'gay', 'support', 'miner', 'lgsm', 'alliance', 'lesbian', 'gay', 'men', 'came', 'together', 'support', 'striking', 'british', 'miner', 'year', 'long', 'uk', 'miner', 'strike']",0.794
96947,gays,Q26253154,"['röda', 'bögar', 'political', 'organization', 'red', 'gay', 'socialist', 'organization', 'gay', 'men']",0.7859999999999999
96943,gays,Q1890555,"['mann', 'meter', 'information', 'center', 'gay', 'bisexual']",0.76
97025,gays,Q65070953,"['gay', 'gun', 'direct', 'action', 'organization', 'gag', 'group', 'lgbtq', 'people', 'committed', 'ending', 'gun', 'violence']",0.759
96911,gays,Q108737944,"['gay', 'lgbt', 'slang', 'gay', 'gay', 'list', 'gay', 'gay', 'gay', 'class', 'gay', 'people', 'considered', 'money', 'power']",0.7559999999999999
96946,gays,Q23786616,"['memorial', 'gay', 'lesbian', 'persecuted', 'nai', 'regime', 'lgbt', 'historic', 'place', 'memorial', 'cautionary', 'monument', 'monument', 'homosexual', 'persecuted', 'national', 'socialism', 'lgbt', 'memorial', 'germany']",0.755
35583,gypsies,Q17150753,"['itinerant', 'group', 'europe', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'european', 'itinerant', 'group', 'traveler', 'traveller', 'gypsy', 'traditionally', 'nomadic', 'group', 'europe']",0.77
35676,gypsies,Q7437768,"['scottish', 'gypsy', 'traveller', 'group', 'people', 'scotland', 'loosely', 'termed', 'gypsy', 'traveller']",0.7440000000000001
35693,gypsies,Q875651,"['traveller', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'gypsy', 'pavee', 'mink', 'pickies', 'irish', 'traveller', 'traditionally', 'nomadic', 'people', 'ethnic', 'irish', 'origin']",0.743
35703,gypsies,Q99832322,"['housing', 'assessment', 'accommodation', 'need', 'meaning', 'gypsy', 'traveller', 'england', 'regulation', 'uk', 'statutory', 'instrument', 'uk', 'statutory', 'instrument']",0.72
35702,gypsies,Q99830406,"['housing', 'assessment', 'accommodation', 'need', 'meaning', 'gypsy', 'traveller', 'wale', 'regulation', 'uk', 'statutory', 'instrument', 'welsh', 'statutory', 'instrument', 'wale', 'statutory', 'instrument']",0.715
35531,gypsies,Q105395324,"['sónia', 'matos', 'gypsy', 'socio', 'cultural', 'mediatorfounder', 'president', 'associationfor', 'development', 'portuguese', 'gypsy']",0.6970000000000001
35540,gypsies,Q107184119,"['assessment', 'accommodation', 'need', 'gypsy', 'traveller', 'extension', 'review', 'period', 'wale', 'coronavirus', 'order', 'uk', 'statutory', 'instrument', 'wale', 'statutory', 'instrument']",0.6940000000000001
35690,gypsies,Q8060,"['romani', 'ethnic', 'group', 'itinerant', 'group', 'europe', 'indo', 'aryan', 'people', 'gipsy', 'rrom', 'tzigan', 'rroma', 'gypsy', 'rom', 'romany', 'romani', 'people', 'rom', 'people', 'gypsy', 'indo', 'aryan', 'ethnic', 'group']",0.6809999999999999
35685,gypsies,Q7776882,"['zincali', 'literary', 'work', 'account', 'gypsy', 'spain', 'literary', 'work']",0.679
35649,gypsies,Q52153180,"['extensive', 'woody', 'landscape', 'gypsy', 'telling', 'fortune', 'painting', 'painting', 'attributed', 'jacques']",0.674
36383,gypsy,Q30626367,"['traveller', 'movement', 'charity']",0.77
35734,gypsy,Q106300527,"['rom', 'traveller', 'lgbtqi', 'international', 'conference', 'convention']",0.76
36261,gypsy,Q104871895,"['leeds', 'university', 'traveller', 'rom', 'collection']",0.759
36170,gypsy,Q7437768,"['scottish', 'traveller', 'group', 'people', 'scotland', 'loosely', 'termed', 'traveller']",0.7440000000000001
36311,gypsy,Q12766588,"['spirit', 'project', 'project', 'improve', 'situation', 'romani', 'people', 'slovakia']",0.7390000000000001
36040,gypsy,Q51412682,"['moth', 'management', 'united', 'state', 'cooperative', 'approach', 'final', 'environmental', 'impact', 'statement', 'publication', 'radnor', 'pa', 'agriculture', 'forest', 'service', 'northeastern', 'area', 'state', 'privat']",0.731
36441,gypsy,Q51521182,"['predicting', 'rate', 'change', 'timber', 'value', 'forest', 'stand', 'infested', 'moth', 'publication', 'agriculture', 'forest', 'service', 'northeastern', 'forest', 'experiment', 'department', 'agriculture', 'national']",0.731
36182,gypsy,Q76535276,"['travelling', 'better', 'future', 'traveller', 'framework', 'action', 'delivery', 'plan', 'written', 'work', 'book', 'work']",0.726
36172,gypsy,Q74497473,"['travelling', 'better', 'future', 'traveller', 'framework', 'action', 'delivery', 'plan', 'version', 'edition', 'translation', 'published']",0.725
36041,gypsy,Q51478366,"['forest', 'stand', 'loss', 'moth', 'poconos', 'publication', 'broomall', 'agriculture', 'forest', 'service', 'northeastern', 'forest', 'experiment', 'departmen']",0.721
35707,gypsys,Q3038098,"['distress', 'gypsy', 'rhapsodie']",0.586
35713,gypsys,Q8287763,"['gypsy', 'member', 'wikimedia', 'category', 'wikimedia', 'category']",0.45799999999999996
35705,gypsys,Q18640459,"['gypsy', 'gift', 'musical', 'group', 'musical', 'artist']",0.447
35710,gypsys,Q4854258,"['band', 'gypsy', 'written', 'work', 'book', 'gwyneth', 'jones']",0.445
35706,gypsys,Q21963911,"['gypsy', 'hill', 'mountain', 'hill', 'mountain', 'australia']",0.426
35704,gypsys,Q13581327,"['band', 'gypsy', 'musical', 'group', 'band', 'founded', 'jimi', 'hendrix']",0.419
35711,gypsys,Q5625379,"['gypsy', 'tramp', 'thief', 'single', 'single', 'cher']",0.40399999999999997
35709,gypsys,Q4636510,"['melancholy', 'gypsy', 'musical', 'group', 'american', 'hip', 'hop', 'group']",0.39799999999999996
35712,gypsys,Q56292350,"['band', 'gypsy', 'rock', 'group']",0.34
35708,gypsys,Q3233136,"['le', 'gypsy', 'musical', 'group']",0.297
155245,half-blood,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155244,half-bloods,Q97788366,"['vauxhall', 'grotesque', 'border', 'room', 'hall', 'print', 'print', 'thomas', 'rowlandson', 'met']",
155203,half-breed,Q59935954,"['list', 'allotted', 'unallotted', 'mixed', 'blood', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.775
155221,half-breed,Q66196096,"['paper', 'relating', 'application', 'morgan', 'weir', 'locate', 'sioux', 'mixed', 'blood', 'land', 'western', 'michigan', 'using', 'sioux', 'half', 'breed', 'scrip', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.722
155201,half-breed,Q59935951,"['abstract', 'claim', 'allotment', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.7090000000000001
155207,half-breed,Q64400362,"['canceled', 'homestead', 'file', 'chippewa', 'indian', 'lake', 'superior', 'half', 'breed', 'scrip', 'file', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.706
155225,half-breed,Q66268758,"['report', 'concerning', 'issuance', 'red', 'lake', 'pembina', 'chippewa', 'half', 'breed', 'scrip', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.7040000000000001
155200,half-breed,Q59935943,"['schedule', 'mixed', 'blood', 'entitled', 'participate', 'distribution', 'fund', 'nemaha', 'half', 'breed', 'reservation', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.7020000000000001
155211,half-breed,Q64402293,"['abstract', 'chippewa', 'red', 'lake', 'pembina', 'half', 'breed', 'scrip', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.698
155199,half-breed,Q59935215,"['roll', 'claimant', 'allotment', 'nemaha', 'half', 'breed', 'reserve', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.695
155190,half-breed,Q17144151,"['half', 'breed', 'obsolete', 'term', 'mixed', 'native', 'american', 'european', 'ancestry']",0.6920000000000001
155217,half-breed,Q64402305,"['register', 'location', 'made', 'red', 'lake', 'pembina', 'chippewa', 'sioux', 'half', 'breed', 'scrip', 'naid', 'collection', 'series', 'national', 'archive', 'record', 'holding']",0.69
155185,half-breeds,Q3024207,"['half', 'breed', 'venus', 'literary', 'work', 'short', 'story', 'isaac', 'asimov']",0.6890000000000001
172140,handicap,Q16649002,"['person', 'visual', 'disability', 'person', 'disability', 'person', 'visual', 'impairment', 'people', 'visual', 'impairment', 'people', 'visual', 'disability', 'visually', 'impaired', 'person', 'visually', 'impaired', 'people', 'visually', 'impaired', 'person', 'person', 'visual', 'disability', 'person', 'visual', 'impairment', 'person', 'visual', 'disability', 'person', 'visual', 'disability', 'people', 'visual', 'disability', 'visually', 'disabled', 'person', 'visually', 'disabled', 'visually', 'disabled', 'person', 'visually', 'disabled', 'people', 'partially', 'seeing', 'person', 'partially', 'seeing', 'person', 'partially', 'seeing', 'people', 'partially', 'sighted', 'person', 'partially', 'sighted', 'person', 'partially', 'sighted', 'people', 'visually', 'handicapped', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'people', 'person', 'visual', 'person', 'visual', 'person', 'visual', 'person', 'visual', 'people', 'visual', 'people', 'visual', 'person', 'loss', 'vision', 'impact', 'activity', 'daily', 'living']",0.889
172267,handicap,Q5508820,"['functional', 'diversity', 'term', 'special', 'need', 'disability', 'impairment']",0.836
172463,handicap,Q112889444,"['hearing', 'loss', 'disability', 'elderly', 'experience', 'hearing', 'loss', 'thesis', 'thesis', 'sally', 'crook', 'university', 'auckland']",0.821
172126,handicap,Q12131,"['disability', 'property', 'physical', 'impairment', 'activity', 'limitation', 'participation', 'restriction']",0.81
172317,handicap,Q64847362,"['disability', 'evaluation', 'determination', 'degree', 'physical', 'mental', 'emotional']",0.7929999999999999
172107,handicap,Q113095566,"['danish', 'association', 'physically', 'disabled', 'danish', 'organisation']",0.789
172181,handicap,Q28867598,"['impairment', 'disability', 'patient', 'orthopaedic', 'waiting', 'list', 'doctoral', 'thesis', 'doctoral', 'thesis', 'peter', 'mccree']",0.782
172134,handicap,Q1575043,"['golf', 'handicapping', 'numerical', 'measure', 'potential', 'playing', 'ability']",0.774
172314,handicap,Q63817401,"['relationship', 'hearing', 'threshold', 'time', 'treatment', 'seeking', 'clinical', 'trial', 'clinical', 'trial']",0.773
172327,handicap,Q66084320,"['correlation', 'neck', 'disability', 'index', 'ndi', 'voice', 'index', 'vhi', 'neck', 'pain', 'patient', 'patient', 'voice', 'disorder', 'clinical', 'trial', 'clinical', 'trial']",0.772
172055,handicaps,Q16649002,"['person', 'visual', 'disability', 'person', 'disability', 'person', 'visual', 'impairment', 'people', 'visual', 'impairment', 'people', 'visual', 'disability', 'visually', 'impaired', 'person', 'visually', 'impaired', 'people', 'visually', 'impaired', 'person', 'person', 'visual', 'disability', 'person', 'visual', 'impairment', 'person', 'visual', 'disability', 'person', 'visual', 'disability', 'people', 'visual', 'disability', 'visually', 'disabled', 'person', 'visually', 'disabled', 'visually', 'disabled', 'person', 'visually', 'disabled', 'people', 'partially', 'seeing', 'person', 'partially', 'seeing', 'person', 'partially', 'seeing', 'people', 'partially', 'sighted', 'person', 'partially', 'sighted', 'person', 'partially', 'sighted', 'people', 'visually', 'handicapped', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'person', 'visually', 'handicapped', 'people', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'person', 'visual', 'handicap', 'people', 'visual', 'handicap', 'people', 'visual', 'handicap', 'person', 'loss', 'vision', 'impact', 'activity', 'daily', 'living']",0.889
172072,handicaps,Q7669399,"['tash', 'nonprofit', 'organization', 'american', 'association', 'education', 'severely', 'profoundly', 'handicapped', 'aaesph', 'association', 'severely', 'handicapped', 'association', 'person', 'severe', 'handicap', 'american', 'disability', 'advocacy', 'association']",0.794
172068,handicaps,Q61965765,"['reduction', 'prevention', 'seizure', 'occurrence', 'exposure', 'auditory', 'stimulation', 'individual', 'neurological', 'handicap', 'clinical', 'trial', 'clinical', 'trial']",0.775
172081,handicaps,Q77213109,"['social', 'activity', 'centre', 'people', 'mental', 'handicap', 'dyfed', 'report', 'inspection', 'july', 'written', 'work', 'book', 'work']",0.746
172050,handicaps,Q112882417,"['engagement', 'music', 'therapy', 'detailed', 'study', 'communication', 'therapist', 'client', 'presenting', 'severe', 'multiple', 'handicap', 'thesis', 'engagement', 'music', 'detailed', 'study', 'communication', 'therapist', 'client', 'presenting', 'severe', 'multiple', 'handicap', 'thesis', 'miona', 'stamenovic', 'new', 'zealand', 'school', 'music']",0.743
172049,handicaps,Q108563084,"['bonner', 'testing', 'commitment', 'aid', 'individual', 'handicap', 'article']",0.742
172067,handicaps,Q51780079,"['epidemiology', 'public', 'health', 'analysis', 'risk', 'chronic', 'disease', 'handicap', 'laboratory']",0.735
172080,handicaps,Q77212716,"['service', 'adult', 'training', 'centre', 'people', 'mental', 'handicap', 'powys', 'report', 'inspection', 'november', 'written', 'work', 'book', 'work']",0.7290000000000001
172079,handicaps,Q77212710,"['service', 'younger', 'people', 'physical', 'handicap', 'west', 'glamorgan', 'report', 'inspection', 'june', 'written', 'work', 'book', 'work']",0.723
172077,handicaps,Q77187860,"['wale', 'advisory', 'panel', 'development', 'service', 'people', 'mental', 'handicap', 'report', 'progress', 'written', 'work', 'book', 'work']",0.721
2074,headhunter,Q116214238,"['forest', 'act']",
2073,headhunters,Q116214238,"['forest', 'act']",
96865,hermaphrodite,Q303479,"['sex', 'organism', 'intersex', 'organism', 'complete', 'partial', 'male', 'female', 'reproductive', 'organ']",0.779
96838,hermaphrodite,Q22294366,"['somatic', 'sex', 'determination', 'biological', 'process', 'somatic', 'sex', 'determination', 'determination', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.75
96846,hermaphrodite,Q22294371,"['masculinization', 'hermaphroditic', 'germ', 'line', 'determination', 'male', 'sex', 'sexual', 'phenotype', 'germ', 'line', 'example', 'found', 'caenorhabditis']",0.75
96845,hermaphrodite,Q22294370,"['feminization', 'hermaphroditic', 'germ', 'line', 'determination', 'female', 'sex', 'sexual', 'phenotype', 'germ', 'line']",0.747
96840,hermaphrodite,Q22294368,"['feminization', 'soma', 'biological', 'process', 'somatic', 'sex', 'determination', 'promotion', 'female', 'sex', 'sexual', 'phenotype', 'hermaphroditic', 'example', 'found', 'caenorhabditis']",0.732
96817,hermaphrodite,Q104717073,"['intersex', 'person', 'gender', 'identity', 'gender', 'minority', 'intersex', 'organism', 'human', 'intersexual', 'person', 'intersexed', 'person', 'intersex', 'people', 'hermaphroditic', 'person', 'individual', 'intersex', 'identified', 'person', 'intersexual', 'person', 'ambiguous', 'genitalia', 'person', 'intersex', 'condition', 'intersex', 'individual', 'intersex', 'human', 'person', 'intersex', 'variation', 'intersex', 'person', 'person', 'born', 'several', 'variation', 'sex', 'characteristic', 'including', 'chromosome', 'gonad', 'sex', 'hormone', 'genitals', 'fit', 'typical', 'definition', 'male', 'female', 'body']",0.73
