item,usage_instructions
http://www.wikidata.org/entity/P9945,Use as a qualifier for P4101 (dissertation submitted to).
http://www.wikidata.org/entity/Q108870105,"In the ""Advance search facility"" there is a ""Download All Data"" link in the top right corner. This will  give you an Excel spreadsheet"
http://www.wikidata.org/entity/Q110418529,"Intended to be used as a value of the nature of statement (P5102) qualifier, along with series ordinal (P1545)."
http://www.wikidata.org/entity/P10231,"To find, the ID, one can use this URL https://www.strindahistorielag.no/wiki/index.php?title=TITLE&action=info and replace TITLE by the name of the page ; then the id is in the field ""Side-ID""."
http://www.wikidata.org/entity/Q110562117,"Items responsible for the form of television programs based on their duration, number of parts, broadcast characteristics, and so on. Does not apply to content and themes of the programs, which are the subject of a genre."
http://www.wikidata.org/entity/P10621,Please search with zh-hans/zh-cn label.
http://www.wikidata.org/entity/P2002,"do not include the ""@"" symbol"
http://www.wikidata.org/entity/P3899,"do not include the ""@"" symbol"
http://www.wikidata.org/entity/P7085,"do not include the ""@"" symbol"
http://www.wikidata.org/entity/P10858,"do not include the ""@"" symbol"
http://www.wikidata.org/entity/P2002,voeg toe zonder het apenstaartje (@)
http://www.wikidata.org/entity/P10858,voeg toe zonder het apenstaartje (@)
http://www.wikidata.org/entity/Q115797447,use when manually adding CiTO annotations with P3712 (has goal) after publication where annotations have not been provided
http://www.wikidata.org/entity/Q116270725,"The predecessor is not Series A, because the white £5 note continued to be issued until 21 February 1957."
http://www.wikidata.org/entity/Q7366,"Use audio track (Q7302866) instead for track on a music album, EP or single."
http://www.wikidata.org/entity/Q34404,Use Q486231 for the city-parish
http://www.wikidata.org/entity/P7300,"The numerical identifier can be found in the source of the person's page after {""castMember"":{""id"":. There is also a bookmarklet available at this property's talk page."
http://www.wikidata.org/entity/Q117973992,"Use as a value of P3831 qualifier statements for P921 in Commons media when the subject heading has been added to a the media from its item-level descriptive metadata, but but the value of the P921 statement is not depicted in the media (P180)."
http://www.wikidata.org/entity/Q107345922,Should be used to indicate that the chemical structure used in the external identifier is incorrect due to showing a covalent structure for a ionic compound (usually salt). For ChemSpider ID (P661) values use Q118215656 with a preferred rank.
http://www.wikidata.org/entity/P5279,use the symbol ‧ to indicate where the hyphen can be placed
http://www.wikidata.org/entity/P1683,This Wikidata property should be used as a qualifier or as a qualifier in the reference section. The quoted material can be under an active copyright by right of fair use.
http://www.wikidata.org/entity/Q18176333,"""Proastiakos Athens"" is a typo caused by a poor translation of Προαστιακός Αθήνας (Proastiakos Athinas): the correct English name is ""Athens Suburban Railway"", and it appears that this has always been the case."
http://www.wikidata.org/entity/Q15711994,"This item is about a group of isomers and should be used in items describing a group of chemical entities, not a mixture of chemical entities (isomers)"
http://www.wikidata.org/entity/Q47154513,"If a given item describes a set of chemical entities with a precise number of members (e.g. a group of constitutional isomers, a pair of stereoisomers), then it is a ""group of chemical entities"" (Q55640599) or one of its subclasses."
http://www.wikidata.org/entity/Q1500368,"For buildings of municipal offices, please use Q105267470. This item is for municipal organizations."
http://www.wikidata.org/entity/Q5400820,"Sisu may be misread as ""Gifu"", due to the use of old Fraktur typeface for the logo."
http://www.wikidata.org/entity/Q5727902,"approximative date – should be used with qualifier P1480 to indicate the source specified a value and explicitly stated that value is approximate, but specify no precision information. For example, ""born around 1709"""
http://www.wikidata.org/entity/P6379,use when an organisation has creative works of this person or organisation in their collection. use archives at [P485] for archives of this person or organisation. for libraries to be used for the special collection with unique books only.
http://www.wikidata.org/entity/Q119169668,"Joanna Sans Nova is a humanist sans serif based on Joanna: however, the italics are more conventional in width, similar to Gill Sans."
http://www.wikidata.org/entity/Q208569,"use with P7937 (""form of creative work"")"
http://www.wikidata.org/entity/Q8287708,for taxa use Category:Bambuseae or Category:Bambusoideae instead
http://www.wikidata.org/entity/Q119878680,"Metaclass, to indicate musical genres/categories based on the use of a specific musical ensemble"
http://www.wikidata.org/entity/Q119952263,Use as the value for statements with property P887 when the ownership is interpolated based on a 'by descent' statement in a reference.
http://www.wikidata.org/entity/Q16748603,Replaced by require('strict')
http://www.wikidata.org/entity/P2786,"Luchtvaartpublicaties gebruiken het formaat `DDmmssH DDDmmssH` waarbij DD en DDD graden, mm minuten, ss seconden en H halfrond zijn. Wanneer je dit invoert in Wikidata, voeg dan gewoon de tekens °, ' en "" toe om `DD°mm'ss""H DDD°mm'ss""H` te bekomen."
http://www.wikidata.org/entity/P2786,"Aeronautical publications use the format `DDmmssH DDDmmssH` where DD and DDD are degrees, mm minutes, ss seconds and H hemisphere. When entering in Wikidata, simply insert the symbols °, ' and "" to get to `DD°mm'ss""H DDD°mm'ss""H`."
http://www.wikidata.org/entity/P2196,"Qualify with ""point in time"" (P585). The most recent count would generally have preferred rank; data for previous years normal rank (not deprecated rank). Don't overwrite."
http://www.wikidata.org/entity/Q2347975,Subsequent non-contiguous terms do not get numbered.
http://www.wikidata.org/entity/Q120638159,Subsequent non-contiguous terms do not get numbered.
http://www.wikidata.org/entity/Q120638213,Subsequent non-contiguous terms do not get numbered.
http://www.wikidata.org/entity/Q6797896,Colonial mayors do not get numbered.
http://www.wikidata.org/entity/Q11696,Subsequent non-contiguous terms do get numbered. See: Grover Cleveland.
http://www.wikidata.org/entity/Q785304,Colonial mayors do get numbered. Interim mayors do not get numbered. Subsequent non-contiguous terms do get numbered.
http://www.wikidata.org/entity/Q118134102,"Use when not all instances of the item are instances of the value class. For example, if someone marked Q1390 (insect) as a subclass of Q2917486 (flying or gliding animal). That's because not all insects can fly or glide."
http://www.wikidata.org/entity/Q113265899,Some succession information conflicts with Kingship Among the Miskito.
http://www.wikidata.org/entity/Q56389051,Some succession information conflicts with The Miskito Kings and the Line of Succession.
http://www.wikidata.org/entity/Q113244809,Kingship line of succession based on the Philip Adams Dennis and Michael David Olien model.
http://www.wikidata.org/entity/P11354,"IDs should be extracted from the code of the embedded widget.  Or by searching for ""item_id="" in the page code."
http://www.wikidata.org/entity/P8395,"Qualifier for ""properties for this type"" (P1963): value to be used with property in a statement. Sample: instances of bell tower have ""parts of the class"" statements with the value ""bell""."
http://www.wikidata.org/entity/Q84737708,"This class is limited to esters of phenol (Q130336), i.e. esters of phenols (Q407142) are excluded."
http://www.wikidata.org/entity/Q110770329,Used with qualifier P2241.
http://www.wikidata.org/entity/Q185757,"Not all hovercraft are watercraft, so add watercraft if needed"
http://www.wikidata.org/entity/Q121462401,used when an item has been instantiated with a value that is used in items of another class
http://www.wikidata.org/entity/Q24027526,"A fixed order class of higher order in Wikidata, e.g., fifth-order class (Q24027515), is a class all of whose instances are classes of the same order greater than five. There are vanishingly few natural fixed order class of higher order."
http://www.wikidata.org/entity/Q23960977,Use class (Q16889133)  instead.
http://www.wikidata.org/entity/P10509,"To find the ID, one can use the URL https://femiwiki.com/w/index.php?title=TITLE&action=info and replace TITLE by the name of the page or click on ""Page information"" in the Tools box on the left column of any page. The ID is found in the field ""Page ID""."
http://www.wikidata.org/entity/Q23958852,"A variable-order class in Wikidata, e.g., {{Q|classid}}, or variable-order class (Q23958852), is a class that is not a fixed-order class, e.g., one whose instances can include both first-order classes and second-order classes. There are only a few natural variable-order classes.  Before stating that a class is an instance of (P31) variable-order class (Q23958852) check that it is actually a variable-order class, e.g., that it can contain both classes and non-classes."
http://www.wikidata.org/entity/Q67574925,"Not to be confused with the specific editions of this standard (1998 and 2019). This should not be cited as it refers to a class of standards and not one specific standard. For the 1998 standard, the authoritative source is Q286567 or some other reprint of the written work Q67580232. For the 2019 standard (2nd edition) cite Q67579320."
http://www.wikidata.org/entity/Q3739281,"Since fanon can be quite influential, it should be included in Wikidata. However, it is difficult to verify, coming as it does from an aggregate of author-fans, rather than any given single source; therefore where it appears references should be used, and it should be deprecated [with this entity given as reason] where it conflicts with a more authoritative source (canon, what TVTropes refers to as 'word of God'/'word of Saint Peter', and so on)."
http://www.wikidata.org/entity/Q132241,"This class should only be used to describe the festival event, but not the festival organization. Distinct item(s) should be created for the organization(s). Organization items can be linked to the festival event item with P664."
http://www.wikidata.org/entity/Q795691,Use Q13141057 for the London Underground station
http://www.wikidata.org/entity/Q800751,Use Q1378779 for the London Underground station
http://www.wikidata.org/entity/Q869896,"Don't use this item for a person, use items in P527 (""has part"")"
http://www.wikidata.org/entity/Q951924,male given name in Italian
http://www.wikidata.org/entity/Q1268687,use as value for P793. See WikiProject Movies.
http://www.wikidata.org/entity/Q2668072,Should be qualified with P642 (of) for more precision.
http://www.wikidata.org/entity/Q209939,"use with P7937 (""album type"")"
http://www.wikidata.org/entity/Q222910,"use with P7937 (""album type"")"
http://www.wikidata.org/entity/Q3975953,"use with P7937 (""album type"")"
http://www.wikidata.org/entity/P50,use P2093 when Wikidata item is unknown or does not exist
http://www.wikidata.org/entity/P140,use the most relevant/specific religious group or denomination
http://www.wikidata.org/entity/Q6757977,"for the modern given name, use the other item"
http://www.wikidata.org/entity/Q11997597,Should not be used directly on items instance of Q5 (human) with P106 (occupation) but rather with P279 on more specifics classes of occupation or with P31 (instance of) on more specifics occupations.
http://www.wikidata.org/entity/Q12330939,use Q34887 for the species
http://www.wikidata.org/entity/P528,Use with qualifier P972
http://www.wikidata.org/entity/P609,Use direction{P560} as a qualifier to identify which location is at which terminus. Use terminus{P559} to identify the feature at each terminus.
http://www.wikidata.org/entity/P726,qualify with [https://www.wikidata.org/wiki/Property:P1111 votes received (P1111)]
http://www.wikidata.org/entity/Q14458220,"For the fruit.  For the species, use Q13158"
http://www.wikidata.org/entity/P793,Must be qualified with appropriate date and context properties.
http://www.wikidata.org/entity/P906,"Found in (SELIBR) field of VIAF record (eg https://viaf.org/processed/SELIBR%7C207435), RDF (eg https://viaf.org/viaf/24604287/rdf.xml), and MARC (eg https://viaf.org/viaf/24604287/marc21.xml)"
http://www.wikidata.org/entity/P1144,"An LCCN has three parts, as shown at http://lccn.loc.gov/#n9 (both left and right columns):"
http://www.wikidata.org/entity/P1144,"For records in Library of Congress Authorities (Q13219454), including titles of famous works, and names of people, use LCAuth identifier (Property:P244)."
http://www.wikidata.org/entity/P1144,"Serial: 1 to 6 digits; best practice is now to always type this number with 6 digits, padding the number with zeroes on the front if needed."
http://www.wikidata.org/entity/P1144,Year: 2 digits if assigned in the years 1898-2000; 4 digits if assigned in the year 2001 or after
http://www.wikidata.org/entity/Q15830561,"possibly invalid item, likely unsuitable as P735 value"
http://www.wikidata.org/entity/P1258,"Must use prefix ""m/"" for movies, ""tv/"" for TV series (remove /s number on end unless the item is a specific season), ""celebrity/"" for celebrities, ""critic/"" for film critics, ""source-"" for review sources"
http://www.wikidata.org/entity/P1329,"specify only one number in value; add another property for each needed number, and specify their usage in a qualifier"
http://www.wikidata.org/entity/P1329,use RFC3966 format - e.g. +1-202-456-1414 https://github.com/googlei18n/libphonenumber or one of its ports is convenient to do automated validation and formatting
http://www.wikidata.org/entity/Q18177306,note the other item for female give name
http://www.wikidata.org/entity/Q18636219,"Constraint clarification: as -0001-12-31T00:00:00Z is 31 December 1 BCE (not Astronomical year numbering) and +0000-01-01T00:00:00Z is a nonsense 1 January 0, there is need in constrait for zero years"
http://www.wikidata.org/entity/Q18647515,"if an item A is in relation P to B, and item B is in relation P to C, then item A is implicitly also in relation P to C. There is no general need to add a statement P:C in item A"
http://www.wikidata.org/entity/P1932,"In regard to the object of a statement. With external identifiers, better use P1810 (named as)."
http://www.wikidata.org/entity/P1971,"mainly for cases where the full list can't or shouldn't be added in ""child"" (P40)."
http://www.wikidata.org/entity/P1971,Total number of children including those that died at birth.
http://www.wikidata.org/entity/P2302,"Both Special:Constraint report and Wikidata:Database reports/Constraint violations use constraint statements, and have done so since July 2017"
http://www.wikidata.org/entity/Q21502408,use as value for P2316 (constraint status)
http://www.wikidata.org/entity/Q62026391,use as value for P2316 (constraint status)
http://www.wikidata.org/entity/Q118215656,Should be used to indicate a preferred value of ChemSpider ID (P661) property if two values are present in an item describing a molecular entity with a predominantly ionic character – one with a ionic bonding and the other with a covalent bonding. For other properties Q107345922 or Q52679949 with a deprecated rank may be used. See Property talk:P661 for more information.
http://www.wikidata.org/entity/P5168,"This property (as opposed to P8338) should be used to denote the precise name to which a given P138 claim corresponds. If A has been named after B but A can bear different names, use this property as a qualifier of P138 to specify the name of A which was formed from a name of B."
http://www.wikidata.org/entity/P4127,"To retrieve the ID, use the Internet Archive to find an older version of the website. For example, using https://web.archive.org/web/20171206043347/https://www.embassypages.com/ or look for the number following ""https://www.embassypages.com/update/embassy"" in the source code of the page"
http://www.wikidata.org/entity/P4780,"The ID of the film is NOT the number you find in the URL of the page. You can find the real ID in two ways: 1) view the source code of the page (via right-clicking or the browser menu) and look for the string <meta name=""idfilm"" content=""NUMBER"">: the number is the ID; 2) look for the film in https://www.mymovies.it/database/ and move the cursor over the title of the film without clicking: an URL with a number will appear at the bottom-left corner of the screen"
http://www.wikidata.org/entity/Q108311130,"Please add the following to your [[w:{{int:lang}}:Special:MyPage/common.js|common.js on Wikipedia]] or to your [[meta:Special:MyPage/global.js|global.js]]:</translate><syntaxhighlight lang=""javascript"">mw.loader.load(""//www.wikidata.org/w/index.php?title=User:Yair_rand/checksitelinks.js&action=raw&ctype=text/javascript""); // [[d:User:Yair rand/checksitelinks.js]]"
http://www.wikidata.org/entity/P248,"Using this property indicates that the information is contained in the entity (a book, an article, etc) that's represented by the linked information source. If you want to state that the information comes from the information contained in another Wikidata item, use P3452."
http://www.wikidata.org/entity/P2738,"Simpler way to state that A, B, C and D are disjoint using one statement and one item. Multiple statements mean different disjoint relations, thus usage of qualifiers: set value Q23766486, then use P11260 as qualifier with disjoint sets as values in P11260"
http://www.wikidata.org/entity/Q35120,Every entity in Wikidata is implicitly an instance of (P31) entity (Q35120).  These implicit instance of (P31) statements are not all observable in Wikidata.  In general no item should be be explicitly an instance of (P31) entity (Q35120).  Only a small predefined set of items should be subclasses of (P279) of entity. For any regular entity the implicit relationship suffices even if there is no other class that can be found for the entity to be an instance of (P31).
http://www.wikidata.org/entity/P5051,"This property replaces usages of ""direction"" (P560) whose values are ""instance of"" (P31) ""station"" (Q719456) or its subclasses. Uses of P560 when their values are of type ""direction"" (Q2151613) should not be replaced. Set to 'novalue' for loop/circular lines."
http://www.wikidata.org/entity/P18,"Images should be exemplary: representative, unambiguous, and high quality. Images for a single person or object should generally include only the focal subject.  If relevant, also use more specific properties (e.g. coat of arms image, locator map, flag image, signature image, logo image, collage image)"
http://www.wikidata.org/entity/Q97487959,"instances of this class should have a preferred-rank statement of 'used by' (P1535) with value equal to one of the six schools of magic in Chaos & Evolutions and qualifier 'object has role' (P3831) of 'magic school' (Q54857444), plus normal-rank statements of 'used by' indicating individual casters"
http://www.wikidata.org/entity/P8341,"Use this property to link an item describing a person to the Dansk Biografisk Leksikon entry for the person. The value of this property should be the last path segment of Dansk Biografisk Leksikon URL. For example, for the URL https://biografiskleksikon.lex.dk/Poul_Henningsen the value of this property should be Poul_Henningsen."
http://www.wikidata.org/entity/P18,"relevante afbeelding uit Wikimedia Commons van het onderwerp. Nimmer van iets dat gemaakt is door deze persoon, tenzij het een zelfportret betreft. Gebruik indien van toepassing altijd een specifiekere eigenschap, zoals: afbeelding van interieur, logo, plaatsnaambord, luchtfoto, liggingskaart, routekaart, detailkaart etc."
http://www.wikidata.org/entity/P9764,"For the phrase ""high horse"", with two P5238 values—""high"" qualified with P1545 ""1"" and ""horse"" with P1545 ""2""—and with ""high"" being a syntactic dependent of ""horse"", the value for this qualifier on ""high"" would be ""2"", signifying that the P5238 value with P1545 ""1"" depends on the P5238 value with P1545 ""2"". As a convention, the root of a phrase, not being syntactically dependent on anything else in the phrase, should have value ""0"" for this qualifier."
http://www.wikidata.org/entity/P7143,"Identifiers for albums which only charted in Germany cannot be found on the weekly chart pages, as such pages have been disabled for the German charts since 2008. However, they can be found through the website's search function, through links on the relevant artist pages or through testing possible URLs."
http://www.wikidata.org/entity/P370,"This is a long usage note from [[Property:P2315]]. But I must explain to you how all this mistaken idea of denouncing pleasure and praising pain was born and I will give you a complete account of the system, and expound the actual teachings of the great explorer of the truth, the master-builder of human happiness. No one rejects, dislikes, or avoids pleasure itself, because it is pleasure, but..."
http://www.wikidata.org/entity/P8942,"If the word appears in search results instead, use ""search formatter URL"" (P4354). Qualify with ""uses"" (P2283)=""lowercase"" (Q4444253), if the string needs to be converted to lowercase. Qualify with ""applies to part"" (P518), if it only applies to some types of words/names"
http://www.wikidata.org/entity/Q29106910,Use this when there is no reason for the Wikidata item to exist except to provide a connection between OpenStreetMap and Wikimedia's mapping service. This situation arises when different but related things are covered together on sister projects and no sister project covers these things separately.
http://www.wikidata.org/entity/P10463,"Use this property to link an item describing an item to the Dansk Navneleksikon entry. The value of this property should be the value ""entry_id"" from https://ordnet.dk/api/query?app=dnl&q=&1 (replace $1 with given name). For example, for the URL https://ordnet.dk/dnl/ordbog/?query=per the value of this property should be 923."
http://www.wikidata.org/entity/P8299,"This identifier can be found by clicking the ""Share Link"" button from the page of a paper. A URL in the form of 'api.semanticscholar.org/CorpusID:1234567890 will be copied to the browser's clipboard. The numeric part of this URL (1234567890) is the Semantic Scholar corpus ID."
http://www.wikidata.org/entity/Q52679949,"Should be used to indicate that the chemical structure used in the external identifier is incorrect. Use Q107345922 to indicate that the incorrectness is due to showing a covalent structure for a ionic compound. However, Q118215656 should be used with a preferred rank in regard to ChemSpider ID (P661) values."
http://www.wikidata.org/entity/Q90177495,"Use this with P2241 (reason for deprecated rank) to indicate that a statement is marked deprecated because it is not always true. When appropriate, an alternative is to leave the statement at normal rank while updating it with qualifiers to indicate the claim's proper scope, e.g. P518 (applies to part), P5102 (nature of statement), or P1011 (excluding)."
http://www.wikidata.org/entity/P9345,"The server ID can be taken from URLs/message links in Discord, the JSON data page for each invite ID, and images from the server (including the icon and the banner). Turning on Developer Mode in Discord (Settings > Appearance > Advanced) allows IDs to be copied from the context menu. Third-party websites that advertise Discord servers also use these IDs."
http://www.wikidata.org/entity/Q24027515,"A fifth-order class in Wikidata, e.g., fourth-order class (Q24027474), is a class all of whose instances are implicitly or explicitly an instance of (P31) fourth-order class (Q24027474).  A class is implicitly a fifth-order classes if it is a subclass of (P279) another class that is a fifth-order class.  These implicit instance of (P31) statements are not all observable in Wikidata.There are vanishingly few natural fifth-order classes.  Before stating that a class is instance of (P31) fifth-order class (Q24027515) check carefully that it is actually a fifth-order class."
http://www.wikidata.org/entity/P10291,"To find the ID, one can use the URL https://simpsonswiki.com/w/index.php?title=TITLE&action=info and replace TITLE by the name of the page or click on ""Page information"" in the Tools box on the left column of any page. The ID is found in the field ""Page ID""."
http://www.wikidata.org/entity/P10726,"For example, the value of ""list of episodes"" (P1811) should always be an instance of ""Wikimedia list article"" (Q13406463); however, the class of the property value can be more-narrowly described as ""series of creative works"" (Q7725310) so this property is used"
http://www.wikidata.org/entity/P818,"Prior to April 2007, the identifiers included a classification, an optional two-letter subdivision, and a 7-digit YYMMNNN year, month, and sequence number of submission in that category. E.g. gr-qc/0610068 or math.GT/0309136. After April 2007, the format was changed to a YYMM.NNNN, from 2015 an additional digit was added making the format YYMM.NNNNN"
http://www.wikidata.org/entity/P1532,"It indicates the country with which the person was associated when it carried out his or her professional activities as an athlete, coach or referee. This refers to the country that the person represented at international competitions, as well as at national competitions if the specified citizenship was used for the participation (for example, to meet the foreign players rule). Usually countries correspond to national federations recognized in this sport."
http://www.wikidata.org/entity/Q99460987,"Property constraints may be used to provide some frequently-used values as suggestions for manual input. Constraints of this nature should not be checked or enforced, and therefore should have a deprecated rank. Use this item as a P2241 (reason for deprecation) qualifier value in such cases. See Help:Property constraints portal/Entity suggestions from constraint definitions"
http://www.wikidata.org/entity/Q108311207,"A script to semi-automatically import labels, descriptions and aliases for multiple languages based on the articles in Wikipedia and other Wikimedia projects.Suggests descriptions by extracting definitions from article introductions, aliases based on what's bolded in the article introduction, and labels from the article title, and provides a mask to compare existing values with the suggestions made and the article introductions, and to review and edit them all at once.When finished, optionally the next item with no label or description can be loaded automatically, allowing fast processing of many items.See [[User:YMS/LC|this page]] for a more detailed documentation."
http://www.wikidata.org/entity/Q52004125,"use as value for P2302 (property constraint) with qualifier P2305 (item of property constraint) and qualifier value(s) from: Q29934200 (Wikibase item), Q29934218 (Wikibase property), Q51885771 (lexeme), Q54285143 (form), Q54285715 (sense), Q59712033 (Wikibase MediaInfo)."
http://www.wikidata.org/entity/P4330,Use only when a more specific property is not suitable; the inverse (P276 - location) should be used if the value (contained) item is a unique physical object in itself. Has part (P527) should be used if the value item is an integral part of the container.
http://www.wikidata.org/entity/P6305,"Property for storing Wikimedia VRTS ticket number related to the item. Be aware of the difference between original work (artwork, book, etc.) and digital representation of that work (scan, photograph, text of the book, etc.). On Wikidata this property should be used in case VRT received correspondence related to original work. On Commons it should be used for digital representation of the work."
http://www.wikidata.org/entity/P642,"The English word ""of"" has many different meanings and other languages like Chinese often don't have words that directly correspond to the English meaning. In most cases it's desirable to use more specific properties than this. For alternative properties, see [[Wikidata:WikiProject Data Quality/Issues/P642]]"
http://www.wikidata.org/entity/P2316,"To make a constraint optional, set the constraint claim with the qualifier constraint status: suggestion constraint (P2316:Q62026391). To make a constraint mandatory, and have it show up on the list Wikidata:Database reports/Constraint violations/Mandatory constraints/Violations, set the constraint claim with the qualifier constraint status: mandatory constraint (P2316:Q21502408)."
http://www.wikidata.org/entity/P10593,"To find the ID, one can use the URL http://filmtheater.square7.ch/wiki/index.php?title=TITLE&action=info and replace TITLE by the name of the page or click on ""Seiteninformationen"" in the Tools box on the left column of any page. The ID is found in the field ""Seitenkennnummer""."
http://www.wikidata.org/entity/P4342,"Use this property to link an item describing an item to the Store norske leksikon entry. The value of this property should be the last path segment of Store norske leksikon URL. For example, for the URL https://snl.no/Edvard_Munch the value of this property should be Edvard_Munch."
http://www.wikidata.org/entity/P2333,9 digits only. (No spaces!)
http://www.wikidata.org/entity/P2374,use with location (P276) qualifier if value different from Earth's crustal average
http://www.wikidata.org/entity/P2676,use as qualifier on rating properties
http://www.wikidata.org/entity/P2668,use only instances of Q23611439 as values
http://www.wikidata.org/entity/P2668,gebruik alleen items van Q23611439 als waarden
http://www.wikidata.org/entity/P2802,"use a sub-property, if applicable"
http://www.wikidata.org/entity/Q24571879,"use as P31: on WM Categories named 'Category:<entity class> by name', 'Category:<entity class> in alphabetical order'"
http://www.wikidata.org/entity/Q24800892,"This item can't be merged to Q6152920, as there's political concept differents existing on both cdowiki and zhwiki."
http://www.wikidata.org/entity/P3300,Different from the manager/director (P1037)
http://www.wikidata.org/entity/P3789,"do not include the ""@"" symbol or t.me link"
http://www.wikidata.org/entity/Q29075123,used to describe a tracking category purpose
http://www.wikidata.org/entity/P3865,Used as a qualifier
http://www.wikidata.org/entity/Q37315170,"note ""Testing"""
http://www.wikidata.org/entity/Q43178228,usually used as value of P518 (applies to part) to form the qualifier for P577 (publication date) to indicate the released date of the last episode
http://www.wikidata.org/entity/P4529,search the film by its title or IMDb identifier
http://www.wikidata.org/entity/Q44601380,Wikidata:Living people suggests how this property should be used
http://www.wikidata.org/entity/Q48118543,For use with P837
http://www.wikidata.org/entity/P4839,"To retrieve the entity code, type the item into Wolfram Alpha, mouse over the input interpretation, then click on Plain Text (bottom right corner) and select the value under ""Wolfram Language code:"" (if available)."
http://www.wikidata.org/entity/P4878,"Qualifier for ""depicts"" statements"
http://www.wikidata.org/entity/P4878,"Use this property for the meaning of a symbol in a particular context.  For the object represented by an artistic motif, use P6875."
http://www.wikidata.org/entity/P5137,Do not use on items or properties.
http://www.wikidata.org/entity/Q56612266,"For buildings use ""ossuary (Q255595)""."
http://www.wikidata.org/entity/P6218,"This property should be used on items representing written works, musical compositions or audio tracks. For musical compositions with more than one identifier (i.e. with cover versions), the original should have preferred rank."
http://www.wikidata.org/entity/Q59541917,"use with 'instance of' (P31) for wiki categories that group items related to particular topic (person, place, event, history of _, etc.) but children do not necessarily share a set of properties."
http://www.wikidata.org/entity/Q67085833,"use with P1552 to indicate that a vinyl record is anything other than black in color; qualify with P5422, P462 where applicable"
http://www.wikidata.org/entity/Q72204903,Only use if the distinction between the child of an aunt/uncle (Q76666) and the child of a sibling (Q76477) cannot be made
http://www.wikidata.org/entity/Q72204903,Alleen gebruiken als het onderscheid tussen een kind van oom of tante (Q76666) en het kind van een broer of zus (Q76477) niet gemaakt kan worden.
http://www.wikidata.org/entity/Q82229425,"For active WMF sites, please use P4174 (English)"
http://www.wikidata.org/entity/Q87260855,Use Q130964 or Q26708069 when specific unit is known
http://www.wikidata.org/entity/Q87410646,"Use this class when it is not known whether the Telegram group was a Telegram supergroup (Q110284832), a Telegram basicgroup (Q110285170) or a Telegram broadcasting channel (Q87410555)"
http://www.wikidata.org/entity/P9010,"To find the numerical ID, open the HTML source of the webpage and search for ""<meta content='https://player.fm/series/XX' itemprop='url'>"" where XX is the ID"
http://www.wikidata.org/entity/Q106329695,"don't use for ""none"" or ""not available"""
http://www.wikidata.org/entity/Q106537557,Generally used when music genre includes the name of an ethnic group
http://www.wikidata.org/entity/Q107317889,"use with P1552 (""has quality"") to indicate a distinguishing feature of a record label"
http://www.wikidata.org/entity/P9744,"The value for P1552 (has quality) should either be Q107568869, Q108001933 or Q107567628."
http://www.wikidata.org/entity/Q108311238,"Adds a ""Merge it with ..."" button in a submenu next to the ""Watch"" button. When clicked, it allows to merge items and automatically turn the merged item into a redirect."
http://www.wikidata.org/entity/Q108385350,"use when the main topic of a website has changed, e.g. because the domain owner changed"
http://www.wikidata.org/entity/P9877,"The numeric ID can be found in two ways: 1. Use Ctrl+F to find the ""Polecane"" section right on the game page and you will find a URL containing a numeric identifier. 2. Press Ctrl+U to view page source and use Ctrl+F to search for ""data-game-id=""."
http://www.wikidata.org/entity/Q108560800,"This is to distinguish audio tracks that are called ""singles"" by publications. Use with ""instance of"" (P31)"
http://www.wikidata.org/entity/P10108,"to find the ""curid"" of a given article, click on ""Інформація про сторінку"" on the left menu; the curid is given in the ""'ID сторінки"" field"
http://www.wikidata.org/entity/Q110529180,Some books are structured in parts that contain chapters. Some of such books are Q110445186.
http://www.wikidata.org/entity/Q110550201,"This is the class for all the meetings. Therefore, this entity must not have the property ""point in time"" (P585)."
http://www.wikidata.org/entity/P10532,"To find the numeric ID, press Ctrl+U to view page source and use Ctrl+F to search for ""hotelId""."
http://www.wikidata.org/entity/P10696,"qualify with ""determination method"" (P459) to define the item for the set and ""object has role"" (P3831) with the part this depicts"
http://www.wikidata.org/entity/P10668,"The way to find P9675: 1, click the left-up menu; 2, pop-up the leftmost infomation column; 3, click the ""information"", enter into the item information page; 4, select the ""page id"", namely MediaWiki page ID (P9675)"
http://www.wikidata.org/entity/Q113558322,Properties in this class suggest that the information has been copied from an unreliable source (e.g. Wikipedia) or automatically inferred.  It is intended for use in notability-detection tools.
http://www.wikidata.org/entity/Q115259144,add to statements where the number of pages (P1104) has been inferred from the PDF of the full-text version of record
http://www.wikidata.org/entity/Q116460246,"The 50p note did make it to production (highest known prefix is A23), but it was ultimately never issued because of high inflation at the time: nearly all of the notes were then destroyed."
http://www.wikidata.org/entity/Q43845,"for P106, consider replacing with a more specific occupation if appropriate (e.g. merchant, banker, media executive)"
http://www.wikidata.org/entity/Q214788,Use Q3360320 and Q29378866 for the London Underground stations
http://www.wikidata.org/entity/Q800615,Use Q21436549 for the London Underground station
http://www.wikidata.org/entity/Q1412243,"This item applies to both 50 Hz and 60 Hz frequencies, so when needed, feel free to use frequency (P2144) as a qualifier to indicate which one is in actual using on that item."
http://www.wikidata.org/entity/Q1616828,"For ""occupation"" (P106), use ""witch or warlock"" (Q47429760)."
http://www.wikidata.org/entity/Q55637423,"For ""occupation"" (P106), use ""witch or warlock"" (Q47429760)."
http://www.wikidata.org/entity/Q7521081,note the separate item Q4160311 for the (English) female given name
