,Unnamed: 0,resource,lang,lemma,entity_id,property,value,implicit_marker,level
66,0,aat,nl,westers,300022022,scopeNote,"Verwijst naar de christelijke kerk van Egypte, waar de islam de belangrijkste godsdienst is. Vóór de verovering door de Arabieren in de 7de eeuw duidden de Egyptenaren zichzelf en hun taal aan met de Griekse term Aigyptios (met Kopt als westerse vorm). Later namen de Egyptische moslims afstand van de term Aigyptioi en ging deze fungeren als specifieke aanduiding van de christelijke minderheid in Egypte. Sinds de 5de eeuw zijn deze christenen monofysitisch: ze erkennen slechts één natuur van Christus. Afgezien van de monofysitische kwestie hebben de kopten dezelfde geloofsleer als de oosters-orthodoxe kerken. De erediensten worden vrijwel geheel in het Arabisch gehouden, en de kerkboeken, met liturgieën die zijn toegeschreven aan Marcus, de Heilige Cyrilus van Alexandrië en Gregorius van Nazianzus, zijn geschreven in het Koptisch (het Bohairische dialect van Alexandrië), met daarnaast de Arabische tekst in een tweede kolom. Na de jaren 90 van de 19de eeuw introduceerde de kerk een democratische bestuursvorm met aan het hoofd de patriarch, die in Cairo woont. Buiten Egypte zijn er nog enkele koptisch-orthodoxe kerken te vinden in het Heilige Land, en Khartoem (Sudan) heeft een koptisch bisdom. De Ethiopische, Armeense en Syrische Jacobietenkerken vormen een gemeenschap samen met de koptisch-orthodoxe kerk. Er bestaat een overvloed aan koptische religieuze kunst. Ook is de kerk actief op het gebied van scholing. De ruim drie miljoen kopten vormen weliswaar een minderheid in Egypte, maar zijn niettemin sterk vertegenwoordigd in allerlei beroepsgroepen. Kopten hebben vaak onder vervolging te lijden gehad, ook nog in deze tijd. Gebruik 'Koptisch (periode)' om specifiek te verwijzen naar de vroegmiddeleeuwse periode in Egypte.","specifieke aanduiding van de christelijke minderheid in Egypte. Sinds de 5de eeuw zijn deze christenen monofysitisch: ze erkennen slechts één natuur van Christus. Afgezien van de monofysitische kwestie hebben de kopten dezelfde geloofsleer als de oosters-orthodoxe kerken. De erediensten worden vrijwel geheel in het Arabisch gehouden, en de kerkboeken, met liturgieën die zijn toegeschreven aan Marcus, de Heilige Cyrilus van Alexandrië en Gregorius van Nazianzus, zijn geschreven in het Koptisch (het Bohairische dialect van Alexandrië), met daarnaast de Arabische tekst in een tweede kolom. Na de jaren 90 van de 19de eeuw introduceerde de kerk een democratische bestuursvorm met aan het hoofd de patriarch, die in Cairo woont. Buiten Egypte zijn er nog enkele koptisch-orthodoxe kerken te vinden in het Heilige Land, en Khartoem (Sudan) heeft een koptisch bisdom. De Ethiopische, Armeense en Syrische Jacobietenkerken vormen een gemeenschap samen met de koptisch-orthodoxe kerk. Er bestaat een overvloed aan koptische religieuze kunst. Ook is de kerk actief op het gebied van scholing. De ruim drie miljoen kopten vormen weliswaar een minderheid in Egypte, maar zijn niettemin sterk vertegenwoordigd in allerlei beroepsgroepen. Kopten hebben vaak onder vervolging te lijden gehad, ook nog in deze tijd. Gebruik",2
67,1,aat,nl,westers,300056335,scopeNote,"Optische illusie is het fenomeen waarbij een objectieve voorstelling met de ogen wordt waargenomen, maar de voorstelling wordt bedrieglijk anders ‘gezien’ of geïnterpreteerd. In sommige gevallen wordt de oorzaak gezocht in natuurkundige effecten, zoals breking van licht in een materie. In andere gevallen is de waarnemer zelf veroorzaker van de illusie: de fysiologische eigenschappen of beperkingen van het oog veroorzaken de illusie of de hersenen scheppen een ‘werkelijkheid’ op basis van kennis en verwachting. Het fenomeen optische illusie wordt in de kunst vaak uitgelokt doordat er gebruik wordt gemaakt van de kennis van bepaalde psychologische principes of uitbeeldende technieken. Gebruik 'illusionisme' om te verwijzen naar de poging om een situatie of tafereel in de werkelijkheid met bepaalde technieken na te bootsen zodat het effect levensecht lijkt. Gebruik nog specifieker 'trompe-l'oeil' in de westerse context bij tweedimensionale werken en bas-reliëfs.",gebruik wordt gemaakt van de kennis van bepaalde psychologische principes of uitbeeldende technieken. Gebruik 'illusionisme' om te verwijzen naar de poging om een situatie of tafereel in de werkelijkheid met bepaalde technieken na te bootsen zodat het effect levensecht lijkt. Gebruik nog specifieker,1
68,2,aat,nl,westers,300264603,scopeNote,"Verwijst naar georganiseerde groepen personen die hoofdzakelijk met de hand objecten vervaardigen. Binnen de context van de westerse en decoratieve kunst wordt de term 'manufactuur' gebruikt, in plaats van 'fabriek', om onderscheid te maken tussen groepen die in 17de eeuw of later kunst, meubelen, wandtapijten, keramiek en andere decoratieve voorwerpen vervaardigden, in tegenstelling tot arbeiders die werkzaam zijn in moderne industriële complexen of 'fabrieken (gebouwen)', waar andere producten dan kunstvoorwerpen worden vervaardigd. Kunstwerkplaatsen worden gekenmerkt door de specifieke kunstvoorwerpen die er worden vervaardigd, door de vrij grote aantallen kunstenaars en ambachtslieden die er werkzaam zijn en door de tamelijk complexe beheerstructuur, met aan het hoofd een directeur plus een aantal meesters, die ieder toezicht houden op een eigen atelier of studio met gezellen en leerlingen. Werkplaatsen werden vaak gefinancierd door een vorst of een ander machtig persoon. Gebruik 'studio's (organisaties)' voor kleinere groepen kunstenaars, bestaande uit een meester-kunstenaar of -architect en diens assistenten of leerlingen, met name sinds halverwege de 17de eeuw. Gebruik 'werkplaatsen (organisaties)' voor kleinere groepen kunstenaars of ambachtslieden die gezamenlijk producten vervaardigen, vaak onder de naam van de meester, in het bijzonder bij groepen die vóór de 17de eeuw hebben bestaan.","specifieke kunstvoorwerpen die er worden vervaardigd, door de vrij grote aantallen kunstenaars en ambachtslieden die er werkzaam zijn en door de tamelijk complexe beheerstructuur, met aan het hoofd een directeur plus een aantal meesters, die ieder toezicht houden op een eigen atelier of studio met gezellen en leerlingen. Werkplaatsen werden vaak gefinancierd door een vorst of een ander machtig persoon. Gebruik 'studio's (organisaties)' voor kleinere groepen kunstenaars, bestaande uit een meester-kunstenaar of -architect en diens assistenten of leerlingen, met name sinds halverwege de 17de eeuw. Gebruik",1
69,3,aat,nl,bediende,300235838,scopeNote,"Apparaten waarmee, via een toegangsmechanisme dat in een programma wordt bediend, gegevens kunnen worden gelezen van of worden geschreven naar een draaiende magnetische schijf, een magnetisch schijvenpakket, een diskette of optische schijfmedia. Met de term kan worden verwezen naar apparaten waarop vaste of verwijderbare media worden gebruikt. Gebruik de term 'harddrives' om specifiek te verwijzen naar vaste magnetische schijfstations met een grote capaciteit waarop computergegevens worden opgeslagen. Gebruik 'harde schijven' om te verwijzen naar de vaste schijf zelf in plaats van naar het mechanisme waarvan het deel uitmaakt.",Gebruik de term 'harddrives' om specifiek,1
70,4,aat,nl,inuk,300017447,scopeNote,"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.","Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke",3
71,5,aat,nl,indiaan,300017650,scopeNote,"Verwijst naar de cultuur van de Sioux, een indiaans volk (of confederatie van volken) dat op de Noord-Amerikaanse prairie woont en behoort tot de Sioux-taalgroep. Sioux is een afkorting van Nadouessioux, een naam die oorspronkelijk door de Ojibwa werd gebruikt om zichzelf aan te duiden; het woord Dakota betekent ‘bondgenoten’. Er bestonden drie hoofddivisies van de Sioux: Santee, Yankton en Teton, die zichzelf respectievelijk Dakota, Nakota en Lakota noemden.",zichzelf aan te duiden,2
72,6,aat,nl,indiaan,300016773,scopeNote,"Verwijst naar een taalgroep van Noord-Amerikaanse indianen die tal van linguïstische subgroepen en culturele groepen omvat. Deze willekeurige benaming, afgeleid van het Athabaska-meer, werd in 1836 bedacht door Albert Gallatin als verwijzing naar een cultuur die volgens hem zijn centrum in dit gebied had. Mensen die behoren tot de Athabaskan-taalgroep bevolken grote delen van het subarctisch gebied, alsmede delen van New Mexico en Arizona. De term kent nogal wat spellingsvarianten, die soms zelfs binnen één bron worden gebruikt. De term 'Athapaskan' wordt sinds 1930 algemeen gebruikt. De leden van de groep duiden zichzelf aan als 'Dene' of 'Na-Dené'. Deze term wordt soms als synoniem voor Athapaskan gebruikt, hoewel er soms ook mee wordt verwezen naar een bredere categorie die tevens de Tlingit- en Haida-taalgroepen omvat.",duiden zichzelf,2
73,7,aat,nl,indiaan,300411107,scopeNote,"Cultuur van de talrijkste groep indianen in Zuid-Amerika. Ze leven in de Centrale Vallei van Chili, ten zuiden van de rivier de Biobío. Een kleinere groep leeft in de provincie Neuquén, in het middenwesten van Argentinië. Vroeger werden de Mapuche door Spaanse etnografen gezien als een van de drie groepen Araukaniërs, waarbij de Picunche en Huillich de andere twee waren. Alle Araukaniërs noemen zichzelf nu Mapuche. In de pre-Spaanse periode leefden de Mapuche verspreid in boerendorpen in de hele Centrale Vallei. Elke nederzetting had een cacique, of hoofd, die meestal alleen in zijn eigen dorp gezag had. De Mapuche verbouwden maïs, bonen, pompoen, aardappelen, chilipepers en andere groenten en leefden verder van visvangst, jacht en het houden van cavia's voor het vlees.",noemen zichzelf,1
74,8,aat,nl,indiaan,300249545,scopeNote,"Wordt algemeen gebruikt voor verschillende soorten woningen en rituele gebouwen van Noord-Amerikaanse indianen, meestal met betrekking tot stammen van prairie-indianen. Geen Nederlands equivalent; gebruik een specifiekere term.",gebruik een specifiekere,1
75,9,aat,nl,afkomst,300016928,scopeNote,"Verwijst naar een vroege cultuur en stijl die voornamelijk voorkwam in de Sonoran-woestijn, in het huidige midden en zuiden van Arizona. De cultuur is opmerkelijk door het eerste gebruik van irrigatie door boeren in het zuidwesten, door het ontstaan van permanente nederzettingen van kuilwoningen en bovengrondse flat-achtige constructies, en door de specifieke werktuigen en kunstvoorwerpen, zoals ornamenten en mozaïeken van schelpen uit de golf van Californië, kleibeeldjes en aardewerk. Dit is gemaakt van grijze klei of geglazuurd met versieringen in ijzerrood. Sommige specialisten geloven dat de Hohokam rond 300 v. Chr. naar het gebied zijn gekomen, anderen gaan ervan uit dat dit pas rond het jaar 500 is gebeurd. Ook is men het oneens over de afkomst. De Hohokam zouden uit Mexico afkomstig kunnen zijn of afstammelingen zijn van het Cochise-volk. Bovendien is men het niet eens over de vraag of de Papago, de Pima en andere volken in het Zuidwesten de nakomelingen van de Hohakam zijn, of dat het volk het gebied in de 15e eeuw heeft verlaten.","gebruik van irrigatie door boeren in het zuidwesten, door het ontstaan van permanente nederzettingen van kuilwoningen en bovengrondse flat-achtige constructies, en door de specifieke",2
76,10,aat,nl,afkomst,300185762,scopeNote,"Bepaalde handgeweven of handgeknoopte pooltapijten die oorspronkelijk werden geproduceerd in bepaalde regio's in Azië, Afrika en Europa. Gebruik bij voorkeur een meer specifieke beschrijving of naam van de plaats of cultuur van afkomst van de tapijten.",Gebruik bij voorkeur een meer specifieke,1
77,11,aat,nl,stam,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
78,12,aat,nl,stam,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
79,13,aat,nl,stam,300249545,scopeNote,"Wordt algemeen gebruikt voor verschillende soorten woningen en rituele gebouwen van Noord-Amerikaanse indianen, meestal met betrekking tot stammen van prairie-indianen. Geen Nederlands equivalent; gebruik een specifiekere term.",gebruik een specifiekere,1
80,14,aat,nl,stam,300386485,scopeNote,"Stijl en cultuur van een van de grootste Indiase geregistreerde stammen, een inheems volk uit de regio Choṭa Nāgpur in de Indiase deelstaat Bihar. Ze noemen zichzelf Kurukh. Vroeger woonden ze verder naar het zuidwesten op het Rohtasplateau, maar ze zijn door andere volkeren verdreven en vertrokken naar Choṭa Nāgpur, waar ze zich vestigden in de nabijheid van Munda-sprekende stammen.",noemen zichzelf,2
81,15,aat,nl,stam,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
82,16,aat,nl,stam,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
83,17,aat,nl,traditioneel,300056138,scopeNote,"Verwijst in algemene zin naar de traditionele primaire pigmentkleuren rood, geel en blauw, welke niet door vermenging van andere kleuren kunnen worden geproduceerd en waarmee in theorie alle pigmentkleuren kunnen worden vervaardigd. Het resultaat van vermenging van twee primaire kleuren is een secundaire kleur; een voorbeeld is oranje, dat uit een combinatie van rood en geel ontstaat. Gebruik 'psychologische primaire kleuren' of 'fysieke primaire kleuren' voor primaire kleuren binnen de specifieke context van kleurenwaarneming.",Gebruik 'psychologische primaire kleuren' of 'fysieke primaire kleuren' voor primaire kleuren binnen de specifieke,1
84,18,aat,nl,traditioneel,300020112,scopeNote,"Verwijst naar de stijl die wordt toegeschreven aan de tweede van de drie Griekse architectuurordes en die later samen met de Dorische, Corinthische, Toscaanse en Composite stijl de vijf traditionele klassieke architectuurordes vormde die door de Romeinen, in de Renaissance en ook daarna nog werden gebruikt. De stijl kwam tot ontwikkeling op de oostelijke Egeïsche eilanden van Griekenland en op de kust van Klein-Azië, waarschijnlijk onder invloed van de joodse en Fenicische architectuur waarin gebruik werd gemaakt van zogenaamde lily capitals. Stenen versies uit de 6de eeuw v. Chr. werden gevonden in Griekenland, maar  mogelijk waren er eerder al houten voorbeelden. Het  kenmerkt zich in de oude Griekse architectuur door een vorm die fijner is dan Dorisch, een kapiteel dat is opgebouwd uit twee zijkrullen, een pilaar die dikwijls een Attische voet heeft en een schacht  met dikwijls 24 halfronde groeven met stroken ertussen. Het entablement is afwisselender dan bij Dorisch het geval is, zoals een architraaf met overlappende lijnen, decoratieve mallen aan de bovenzijde en een doorlopende, gebeeldhouwde fries en/of rij kalfstanden onder de deklijst. In de Romeinse en de latere architectuur werd de stijl vaak aangepast, en is voornamelijk herkenbaar aan de krullen van de kapiteel. De stijl onderscheidt zich van de Ionische orde omdat een architectonische orde strikt verwijst naar een specifieke assemblagemethode die is gebaseerd op uniforme, vastgelegde regels en verhoudingen, bepaald door de rol die elk onderdeel moet vervullen.","gebruik werd gemaakt van zogenaamde lily capitals. Stenen versies uit de 6de eeuw v. Chr. werden gevonden in Griekenland, maar  mogelijk waren er eerder al houten voorbeelden. Het  kenmerkt zich in de oude Griekse architectuur door een vorm die fijner is dan Dorisch, een kapiteel dat is opgebouwd uit twee zijkrullen, een pilaar die dikwijls een Attische voet heeft en een schacht  met dikwijls 24 halfronde groeven met stroken ertussen. Het entablement is afwisselender dan bij Dorisch het geval is, zoals een architraaf met overlappende lijnen, decoratieve mallen aan de bovenzijde en een doorlopende, gebeeldhouwde fries en/of rij kalfstanden onder de deklijst. In de Romeinse en de latere architectuur werd de stijl vaak aangepast, en is voornamelijk herkenbaar aan de krullen van de kapiteel. De stijl onderscheidt zich van de Ionische orde omdat een architectonische orde strikt verwijst naar een specifieke",1
85,19,aat,nl,traditioneel,300264737,scopeNote,"Verwijst naar schilderijen, beeldhouwwerken, grafische kunst en architectuur die in het recente verleden of het heden zijn vervaardigd. Het verschil met moderne kunst is dat de term 'hedendaagse kunst' niet de betekenis van een niet-traditionele stijl in zich draagt, maar uitsluitend verwijst naar de periode waarin een werk is gemaakt. De begrippen 'modern' en 'hedendaags' zijn dan ook impliciet aan verandering onderhevig. Het woord 'hedendaags' wordt soms in specifiekere zin gebruikt om de kunst tussen circa 1960 of 1970 tot het heden aan te duiden. Om de huidige tijdsperiode aan te duiden zonder relatie tot een kunststijl, gebruik 'hedendaags (generieke tijdsspanne)'.","specifiekere zin gebruikt om de kunst tussen circa 1960 of 1970 tot het heden aan te duiden. Om de huidige tijdsperiode aan te duiden zonder relatie tot een kunststijl, gebruik",1
86,20,aat,nl,traditioneel,300266745,scopeNote,"Specifiek, de ceremoniële theekom die men gebruikt bij Japanse theeceremonies. Het zijn kleine vaten zonder oren en vaak met een onregelmatige of anderszins imperfecte vorm. Traditioneel gemaakt van aardewerk en geglazuurd in zachte tinten. Gebruik ���theekommen' voor vaten met een vergelijkbare vorm die zijn bedoeld om thee uit te drinken, maar niet binnen de context van de Japanse theeceremonie ��� zoals kommen die in de achttiende eeuw in Europa werden vervaardigd, al dan niet met schotel.","Specifiek, de ceremoniële theekom die men gebruikt bij Japanse theeceremonies. Het zijn kleine vaten zonder oren en vaak met een onregelmatige of anderszins imperfecte vorm. Traditioneel gemaakt van aardewerk en geglazuurd in zachte tinten. Gebruik",1
87,21,aat,nl,primitief,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
88,22,aat,nl,primitief,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
89,23,aat,nl,primitief,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
90,24,aat,nl,primitief,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
91,25,aat,nl,pygmee,300016430,scopeNote,"Te gebruiken om werken te beschrijven van bepaalde Afrikaanse volkeren die leven in Kameroen, Equatoriaal-Guinea, de Democratische Republiek Congo, Congo, de Centraal-Afrikaanse Republiek, Rwanda en Burundi. De term Pygmee heeft soms een negatieve bijklank. Waar mogelijk verdient het gebruik van de specifieke naam van een subgroep de voorkeur.",negatieve bijklank,3
92,26,aat,nl,pygmee,300016430,scopeNote,"Te gebruiken om werken te beschrijven van bepaalde Afrikaanse volkeren die leven in Kameroen, Equatoriaal-Guinea, de Democratische Republiek Congo, Congo, de Centraal-Afrikaanse Republiek, Rwanda en Burundi. De term Pygmee heeft soms een negatieve bijklank. Waar mogelijk verdient het gebruik van de specifieke naam van een subgroep de voorkeur.",gebruik van de specifieke,3
93,27,aat,nl,gekleurd,300266377,scopeNote,"Verwijst in specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik was. Het bedoelde effect is dat van een schilderij op glas. Een albuminedruk wordt gehecht aan een gebogen stuk glas en het papier aan de achterzijde wordt tot aan de emulsielaag weggeschuurd. Dan wordt er een laagje olie aangebracht om het geheel doorschijnend te maken, waarna op de achterzijde de kleuren in detail worden aangebracht. Na het drogen wordt een tweede laag gebogen glas toegevoegd en met kleuren in brede banen beschilderd. Daarachter wordt een laag wit materiaal bevestigd, waarna het geheel aan elkaar wordt gelijmd. Het glas, de oplossingen en de kleefmiddelen waren tot aan de Eerste Wereldoorlog vrij in de handel verkrijgbaar. Het procedé was gebaseerd op 18de-eeuwse met de hand gekleurde gravures, de zogeheten mezzotintschilderijen.","specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik",1
94,28,aat,nl,primitivisme,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",Gebruik in plaats daarvan de meest specifieke,2
95,29,aat,nl,primitivisme,300056500,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor kunst van bepaald personen die als buitenstaanders werden beschouwd van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen afkomstig uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen. Gebruik in plaats daarvan de meest specifieke benaming van de cultuur of herkomst die bekend is. Te onderscheiden van 'primitivisme', een term die wordt gebruikt voor artistieke stijlen of stromingen die bedoeld zijn om, vaak op romantische of sentimentele wijze, het uiterlijk na te bootsen van kunstvormen die daarvoor als primitief werden bestempeld en andere kunst, geproduceerd door kunstenaars die buiten de grote kunstmarkten werken.",verouderde benaming,2
96,30,aat,nl,eskimo,300017447,scopeNote,"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.","Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke",3
97,31,aat,nl,wit,300266377,scopeNote,"Verwijst in specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik was. Het bedoelde effect is dat van een schilderij op glas. Een albuminedruk wordt gehecht aan een gebogen stuk glas en het papier aan de achterzijde wordt tot aan de emulsielaag weggeschuurd. Dan wordt er een laagje olie aangebracht om het geheel doorschijnend te maken, waarna op de achterzijde de kleuren in detail worden aangebracht. Na het drogen wordt een tweede laag gebogen glas toegevoegd en met kleuren in brede banen beschilderd. Daarachter wordt een laag wit materiaal bevestigd, waarna het geheel aan elkaar wordt gelijmd. Het glas, de oplossingen en de kleefmiddelen waren tot aan de Eerste Wereldoorlog vrij in de handel verkrijgbaar. Het procedé was gebaseerd op 18de-eeuwse met de hand gekleurde gravures, de zogeheten mezzotintschilderijen.","specifieke zin naar foto's die zijn gemaakt op basis van een met de hand gekleurd positief beeldprocedé, zoals dat vanaf de jaren 80 van de 19de eeuw tot en met 1920 in gebruik",1
98,32,aat,nl,inheems,300017447,scopeNote,"Wordt gebruikt met betrekking tot de inheemse Arctische cultuur vóór contact met Europa. Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke, hedendaagse inheemse volkeren.","Gebruik termen zoals 'Chugach', 'Inuit' of 'Katlâdlit' voor namen van specifieke",3
99,33,aat,nl,inheems,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.","Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke",2
100,34,aat,nl,inheems,300056460,scopeNote,"Een verouderde benaming die vroeger gebruikt werd voor de architectuur van bepaalde personen die werden beschouwd  als buitenstaanders van andere, politiek overheersende culturele groepen; werd voornamelijk gebruikt met betrekking tot bevolkingsgroepen uit het gebied ten zuiden van de Sahara, de eilanden in de Stille Oceaan en de inheemse Noord- en Zuid-Amerikaanse stammen gaat. Gebruik in plaats daarvan andere termen zoals 'inheemse architectuur',  of gebruik de meest specifieke benaming voor de cultuur of herkomst die bekend is.",verouderde benaming,2
